TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A ciência da informação como disciplina científica,1996,,Português,Perspectivas em Ciência da Informação,XX,-,"['Carlos Henrique Rezende Falci', 'Rosa Maria Quadros Nehmy']","['1', '2']",['1'],-99
Jornalismos culturais na rede: uma experiência de pesquisa compartilhada na web,2004,,Português,Galáxia (PUCSP),A2,1519-311X,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
Configurações das cibernarrativas a partir do conceito de imersão,2007,,Português,Lumina (UFJF. Online),XX,1981-4070,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
Memórias culturais em construção: novas formas de memória em ambientes online,2010,,Português,Extraprensa (USP),XX,1519-6895,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
Metadados e arquiteturas de memória em ambientes programáveis,2012,,Português,TEXTO DIGITAL (UFSC),A3,1807-9288,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
Superando a utopia do Holodeck: as narrativas digitais na era das redes Sociais,2013,,Português,Contemporanea (UFBA. Online),A3,1809-9386,"['Carlos Henrique Rezende Falci', 'Filipe Freitas']","['1', '2']",['1'],-99
Poéticas e políticas para a criação de memórias culturais em ambientes programáveis,2014,,Português,Revista FAMECOS (Online),A2,1980-3729,"['Carlos Henrique Rezende Falci', 'Luciana Andrade']","['1', '2']",['1'],-99
"O arquivo sob tensão: abundância, descontinuidades e desejo de memória",2015,,Português,Devires (UFMG),A3,1679-8503,"['Carlos Henrique Rezende Falci', 'Renata Alencar']","['1', '2']",['1'],-99
Informação e memória: relatos de uma experiência corporal,2016,,Português,Revista Mapa D2 Dança (e Performance) Digital,XX,2358-2006,"['Carlos Henrique Rezende Falci', 'Graziela Andrade']","['1', '2']",['1'],-99
A eficácia da presença na cena contemporânea mediada pela tecnologia: o caso Play Me,2018,10.5216/vis.v16i2.48603,Português,VISUALIDADES (UFG),A3,2317-6784,"['MUNIZ, MARIANA LIMA', 'Carlos Henrique Rezende Falci']","['1', '2']",['2'],-99
Imagens da memória: a pandemia nas projeções urbanas,2021,10.11606/issn.1982-677X.rum.2021.185209,Português,RUMORES (USP),B1,1982-677X,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
Poéticas da memória: invenção e descoberta no uso de metadados  para a criação de memórias culturais em ambientes programáveis,2013,,Português,ARS (São Paulo),A1,1678-5320,['Carlos Henrique Rezende Falci'],['1'],['1'],-99
