TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Dosagem de Lítio: Alerta!,1998,,Português,Psiquiatria Biológica (Belo Horizonte),XX,0104-7787,"['Sérgio de Figueiredo Rocha', 'Fábio Lopes Rocha']","['1', '2']",['1'],-99
"Survival Analysus for Cystic Fibrosis in Minas Gerais State, Brazil",1998,,Inglês,Journal of Tropical Pediatrics (1980),B1,0142-6338,"['Sérgio de Figueiredo Rocha', 'Francisco José Caldeira Reis', 'Paulo Augusto Moreira Camargos']","['1', '2', '3']",['1'],-99
Fenomenologia aplicada à performance musical: um recorte na peça Bajulans de Manoel Dias de Oliveira,2008,,Português,Per Musi (UFMG),C,1517-7599,['Sérgio de Figueiredo Rocha'],['1'],['1'],-99
Memória: uma chave afetiva para o sentido na performance musical numa perspectiva fenomenológica,2010,,Português,Per Musi (UFMG),C,1517-7599,['Sérgio de Figueiredo Rocha'],['1'],['1'],-99
"Ansiedade na performance musical: tradução, adaptação e validação do Kenny Music Performance Anxiety Inventory (K-MPAI) para a língua portuguesa",2011,,Português,Revista de Psiquiatria Clínica (São Paulo. Impresso),XX,0101-6083,"['Sérgio de Figueiredo Rocha', 'EMANNUEL DIAS NETO', 'WAGNER FARID GATTAZ']","['1', '2', '3']",['1'],-99
Physical activity improves cognition in elderly without relation with dominant intelligence and scholarity,2013,,Inglês,International Journal of Sports Science,C,2169-8791,"['Sérgio de Figueiredo Rocha', 'Gustavo Ribeiro da Mota', 'Gustavo Ribeiro da Mota', 'Natália Medeiros', 'Moacir Marocolo Junior']","['1', '2', '3', '4', '5']",['1'],-99
Corporeidade e música na terceira idade,2009,,Português,Revista de Extensão da Universidade de Taubaté,XX,1984-3992,"['ELISANGELA NAVES VIVAS', 'ALEXANDRE SILVA', 'Sérgio de Figueiredo Rocha']","['1', '2', '3']",['3'],-99
PERIODIZAÇÃO DO TREINAMENTO APLICADA À PERFORMANCE MUSICAL: CONSTRUINDO ESTRATÉGIAS PREVENTIVAS,2014,,Português,The FIEP Bulletin,XX,0256-6419,"['Sérgio de Figueiredo Rocha', 'GUILHERME LOS VINCENS', 'Willian da Silva Marques']","['1', '2', '3']",['1'],-99
Physical activity helps to control music performance anxiety.,2014,,Inglês,Medical Problems of Performing Artists,A2,0885-1158,"['Sérgio de Figueiredo Rocha', 'Moacir Marocolo Junior', 'ELISANGELA NAVES VIVAS', 'Gledys Symppol Morato', 'Gustavo Ribeiro da Mota']","['1', '2', '3', '4', '5']",['1'],-99
PROGRAMA CORPOREIDADE E ARTE NA TERCEIRA IDADE: CONSTRUINDO CAMINHOS ANTIOXIDANTES,2014,,Português,Revista Extensão e Sociedade,B4,2178-6054,"['Sérgio de Figueiredo Rocha', 'ELISANGELA NAVES VIVAS', 'Simone Aparecida dos Santos', 'Ângelo Alexandre Fonseca Silva', 'MIRIAM MARCIA ALVES DE OLIVEIRA']","['1', '2', '3', '4', '5']",['1'],-99
Music performance anxiety (MPA): endocrine variables and their impact on female,2016,10.1590/0101-60830000000079,Inglês,Archives of Clinical Psychiatry (São Paulo),B4,1806-938X,"['LIMA, MARCO ANTÔNIO DE', 'SILVA, PAULO CÉSAR RIBEIRO DA', 'Sérgio de Figueiredo Rocha']","['1', '2', '3']",['3'],-99
Estudo exploratório sobre o impacto da informação sobre psicologia da performance no nível de estresse e ansiedade de músicos práticos brasileiros,2016,10.20504/opus2016b2212,Português,Opus (Belo Horizonte. Online),XX,1517-7017,"['RAY, SONIA', 'CAMINSKY, LEONARDO', 'DUETI, RODRIGO', 'FONSECA, CARLOS', 'Sérgio de Figueiredo Rocha', 'SANTOS, PAULO', 'PAVAN, BEATRIZ']","['1', '2', '3', '4', '5', '6', '7']",['5'],-99
Estudo sobre potenciais diferenças técnicas e funcionais entre o trompete e o trombone soprano,2018,,Português,The Brazilian Trombone Association Journal,C,2595-1238,"['Marcos Edson Cardoso Filho', 'Pedro Francisco Mota Júnior', 'Marlon Geraldo Moreira Deluchi', 'Sérgio de Figueiredo Rocha']","['1', '2', '3', '4']",['4'],-99
O aquecimento coletivo como ferramenta pedagógica para o aprimoramento de habilidades motoras e cognitivas na rotina do coral de trombones e tubas da ufsj.,2018,,Português,DEBATES (UNIRIO),B2,1414-7939,"['Sérgio de Figueiredo Rocha', 'Idalmo Jonathan Castro Santos', 'Alessandro José de Assis']","['1', '2', '3']",['1'],-99
O repertório adaptado para o Coral de Trombones da UFSJ: uma nova  sonoridade para antigas obras.,2019,,Português,The Brazilian Trombone Association Journal,C,2595-1238,"['Sérgio de Figueiredo Rocha', 'Modesto Flávio da Fonseca', 'Willian da Silva Marques', 'Helyson Elpídio', 'Adailton Aparecido Corrêa', 'SILVA, PAULO CÉSAR RIBEIRO DA']","['1', '2', '3', '4', '5', '6']",['1'],-99
Study about the sonorous impact characterization in singing/instrument classes among music students in Brazil,2020,10.15406/ahoaj.2020.04.00147,Inglês,Arts &amp; Humanities Open Access Journal,XX,2577-8250,"['Sérgio de Figueiredo Rocha', 'Marcos Alexandre do Nascimento']","['1', '2']",['1'],-99
Music Performance Anxiety: Pilot Study with Gender Endocrine Biomarkers,2020,,Inglês,EC Psychology and Psychiatry,NP,2453-188X,['Sérgio de Figueiredo Rocha'],['1'],['1'],-99
Musical Practices: A Tool for Sustainable Cognitive Reserve,2020,,Inglês,EC PSYCHOLOGY AND PSYCHIATRY,NP,2453-188X,"['ELISANGELA NAVES VIVAS', 'Sérgio de Figueiredo Rocha']","['1', '2']",['2'],-99
The musical experience impacts on the elderly octogenarians? cognition a pilot study,2020,10.15406/mojgg.2020.05.00247,Inglês,MOJ GERONTOLOGY &amp; GERIATRICS,C,2574-8130,"['Sérgio de Figueiredo Rocha', 'ELISANGELA NAVES VIVAS']","['1', '2']",['1'],-99
The Brazilian population aging and its contemporary challenges,2020,10.15406/mojgg.2020.05.00251,Inglês,MOJ GERONTOLOGY &amp; GERIATRICS,C,2574-8130,"['ELISANGELA NAVES VIVAS', 'Sérgio de Figueiredo Rocha']","['1', '2']",['2'],-99
The performance anxiety influence on the motor coordination levels: A literature mini-review,2021,,Inglês,International Journal of Educational Research and Development,XX,2664-7095,"['Sérgio de Figueiredo Rocha', 'ELISANGELA NAVES VIVAS', 'Marcos Alexandre do Nascimento']","['1', '2', '3']",['1'],-99
