INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Uberlândia,2010,12,12,12,Curso de Teatro,GRADUACAO,"['Consciência Vocal', 'Técnica Vocal II', 'Práticas Teatrais']"
Universidade Federal de Uberlândia,2010,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Concexão Teatral: 17 cabeças de Ossip  - O Inspetor Geral de Nicolai Gogol  - T[ecnica Vocal II']
Universidade Federal de Uberlândia,2010,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Conexão Teatro - Semana de Encerramento - Exercício cênico - textos de Mario Bortolotto - Tecnica Vocal II']
Universidade Federal de Uberlândia,2010,,ATUAL,ATUAL,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"[""Coordenadora Apresentaçãoes Teatrais - Projeto Culturarte &amp;amp;quot;Não queremos só comida' - DIASE/PNAEES""]"
Universidade Federal de Uberlândia,2011,,ATUAL,ATUAL,Dança,GRADUACAO,['Membro Conselheira do Colegiado Curso de Dança']
Universidade Federal de Uberlândia,2011,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['PINA_Maurício Zaninnetti_ Apresentação Teatrl  Satarasa de Julio Cortázar  - II Interfaces Internacional- A cena contemporânea argentina']
Universidade Federal de Uberlândia,2011,07,07,07,Teatro,GRADUACAO,"['Práticas Teatrais II, Corpo, Ritmo e Musicalidade, Técnica Vocal I (integral e noturno)']"
Universidade Federal de Uberlândia,2011,06,06,06,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"[""'As Sabichonas' de Molière - Leitura Dramática dos alunos do curso de teatro - Técnica Vocal I - Proejto Conexões Teatris III - Semana de Encerramento dos cursos de Teatro e Dança""]"
Universidade Federal de Uberlândia,2011,06,06,06,Teatro,GRADUACAO,"[""Projeto Conexão Teatral III _ Pulsações:15' e 32'' - Apresentação dos alunos da disciplina Copro, Ritmo e Musicalidade doProjeto Conexão Teatro III - Semana de Encerramento dos Cursos de Teatro  e Dança - IARTE - coordenadora: Dirce Helena Benevides""]"
Universidade Federal de Uberlândia,2011,12,12,12,Curso de Teatro,GRADUACAO,"['Apresentação Teatral: As 17 cabeças de Óssip - Inpetor Geral - Nicolai Gogol - 3os. períodos - Noturno e Integral (Bacharelado e Licneciatura)  -  06 de dezembro de 2011 - Sala de Interpretação - Bloco 3M  UFU', 'V Conexão Teatrl - Curso de Teatro UFU - V Conexão Teatral - Curso de Teatro - IARTE - UFU']"
Universidade Federal de Uberlândia,2011,10,10,10,Curso de Teatro,GRADUACAO,['Integrante Comissão Prova de  Habilidades Específicas - IARTE - Curso de Teatro da Universidade Federal de Uberlândia']
Universidade Federal de Uberlândia,2011,,ATUAL,ATUAL,Curso de Teatro,GRADUACAO,"['TCC1', 'Técnica Vocal II - Noturno   Técnica Vocal II - Integral   Consciência Vocal - Noturno  Consiência Vocal - Integral']"
Universidade Federal de Uberlândia,2011,06,06,06,Curso de Teatro,GRADUACAO,['As Sabichonas - Moliére - Leitura Dramática com alunos do 2o.período do Curso de Teatro - Projeto Conexão Teatral III - Semana de Encerramento dos Cursos de Teatro e Dança  - UFU']
Universidade Federal de Uberlândia,2011,06,06,06,Curso de Teatro,GRADUACAO,['Apresentação']
