ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
