PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Percussão: Aprendizado Musical e Diversão,2013,2013,EXTENSAO,['Fernando Martins de Castro Chaib'],['SIM']
"Núcleo de Excelência para o Ensino, Pesquisa e Performance em Percussão do IFG",2014,2018,PESQUISA,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'José Pena', 'Catarina Percinio', 'Leonardo Labrada']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Inovação na produção de Frame, Pedal, Motor e Tubos Ressonadores para instrumentos de teclados de percussão: Construção e desenvolvimento de peças incrementais",2014,2016,DESENVOLVIMENTO,"['Fernando Martins de Castro Chaib', 'Fabio Oliveira', 'Ronan Gil', 'Leonardo Labrada']","['NAO', 'NAO', 'SIM', 'NAO']"
Programa de Excele&amp;#770;ncia para a Extensa&amp;#771;o  e Performance em Percussa&amp;#771;o no Estado de Goia&amp;#769;s,2016,2017,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fabio Oliveira', 'Ronan Gil']","['NAO', 'NAO', 'SIM']"
Tocar ou Batucar? Percussão é pra Brincar,2014,2014,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fabio Oliveira', 'Ronan Gil', 'Leonardo Caire']","['SIM', 'NAO', 'NAO', 'NAO']"
A construc&amp;#807;a&amp;#771;o de instrumentos microtonais em metal para percussa&amp;#771;o: Os desafios da construc&amp;#807;a&amp;#771;o do primeiro Sixxen brasileiro para a interpretac&amp;#807;a&amp;#771;o de obras de refere&amp;#770;ncia,2014,2015,PESQUISA,"['Fernando Martins de Castro Chaib', 'Fabio Oliveira', 'Ronan Gil', 'José Pena']","['NAO', 'NAO', 'SIM', 'NAO']"
Construção e inovação instrumental para Percussão: incrementação e desenvolvimento tecnológico de protótipos,2016,2022,PESQUISA,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'Charles Augusto Braga Leandro']","['SIM', 'NAO', 'NAO']"
Construção e inovação instrumental para Percussão: incrementação e desenvolvimento tecnológico de protótipos,2016,2022,DESENVOLVIMENTO,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'Charles Augusto Braga Leandro']","['SIM', 'NAO', 'NAO']"
Grupo de Percussão da UFMG,2015,ATUAL,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fernando Rocha']","['SIM', 'NAO']"
Grupo de Percussão da UFMG,2019,ATUAL,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fernando Rocha']","['SIM', 'NAO']"
Construção e Inovação Instrumental para Percussão: desenvolvimento tecnológico de protótipos para o melhoramento da performance percussiva,2019,2022,DESENVOLVIMENTO,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'Charles Augusto Braga Leandro']","['SIM', 'NAO', 'NAO']"
Série de Concertos Didáticos 2019 - Grupo de Percussão da UFMG,2019,2019,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fernando Rocha']","['SIM', 'NAO']"
A Natureza no Palco: A água como fonte sonora e de exploração tímbrica no repertório percussivo.,2017,2018,PESQUISA,['Fernando Martins de Castro Chaib'],['SIM']
Série de Concertos Didáticos 2022 - Grupo de Percussão da UFMG,2022,2022,EXTENSAO,"['Fernando Martins de Castro Chaib', 'Fernando Rocha']","['SIM', 'NAO']"
Sons das Águas: da natureza ao palco,2020,2022,OUTRA,"['Fernando Martins de Castro Chaib', 'Bruno Santos', 'Fernando Rocha', 'Charles Augusto Braga Leandro']","['SIM', 'NAO', 'NAO', 'NAO']"
