INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade de São Paulo,2010,7,7,7,Artes Cênicas,POS-GRADUACAO,['Infância e Cena Contemporânea']
Escola Superior de Artes Célia Helena,2010,06,06,06,Bacharel em Artes Cênicas,GRADUACAO,['Psicologia']
Universidade Federal de Minas Gerais,2012,02,02,02,Teatro,GRADUACAO,['Estágio 2; Seminário de teatro e seu ensino; Projetos especiais em educação; Teorias do ensino do teatro']
Universidade Federal de Minas Gerais,2013,06,06,06,Teatro,GRADUACAO,['Estágio 2; Teorias do ensino do teatro; Abordagem espiral no ensino de arte']
Universidade Federal de Minas Gerais,2013,12,12,12,Teatro,GRADUACAO,['Estudos da infância e Maurice Merleau-Ponty; Seminário de teatro e seu ensino; Teorias do ensino do teatro; Estágio 2']
Universidade Federal de Minas Gerais,2014,06,06,06,Teatro,GRADUACAO,"['Teorias do ensino do teatro; Laboratório de Praticas teatrais dramatúrgicas; Brincar, Criar, Teatralizar, Viver']"
Universidade Federal de Minas Gerais,2014,12,12,12,Artes,POS-GRADUACAO,"['Poéticas próprias, Performances narrativas e Atos (auto)biográficos']"
Universidade Federal de Minas Gerais,2014,12,12,12,Teatro,GRADUACAO,['Estágio 2; Laboratório de práticas teatrais dramatúrgicas; Trabalho de Conclusão de Curso Licenciatura em Teatro']
Universidade Federal de Minas Gerais,2015,06,06,06,Teatro,GRADUACAO,"['Laboratório de práticas teatrais dramatúrgicas; Trabalho de Conclusão de Curso Licenciatura em Teatro; Brincar, Criar, Teatralizar, Viver']"
Universidade Federal de Minas Gerais,2015,11,11,11,Artes,POS-GRADUACAO,"['Poéticas próprias, Performances narrativas e Atos (auto)biográficos']"
Universidade Federal de Minas Gerais,2015,12,12,12,Teatro,GRADUACAO,['Laboratório de práticas teatrais dramatúrgicas; Teorias do ensino do teatro']
Universidade Federal de Minas Gerais,2016,11,11,11,Artes,POS-GRADUACAO,"['Poéticas próprias, Performances narrativas e Atos (auto)biográficos']"
Universidade Federal de Minas Gerais,2016,12,12,12,Teatro,GRADUACAO,['Teorias do ensino do teatro; Laboratório de práticas teatrais dramatúrgicas']
Universidade Federal de Minas Gerais,2016,06,06,06,Teatro,GRADUACAO,['Seminário de teatro e seu ensino; Teorias do ensino do teatro; Abordagem espiral no ensino de arte']
Universidade Federal de Minas Gerais,2017,06,06,06,Teatro,GRADUACAO,"['Teorias do ensino do teatro; Laboratório de práticas teatrais dramatúrgicas; Brincar, Criar, Teatralizar, Viver']"
Universidade Federal de Minas Gerais,2017,11,11,11,Artes,POS-GRADUACAO,['Teorias do ensino do teatro; Trabalho de Conclusão de Curso Licenciatura em Teatro']
Universidade Federal de Minas Gerais,2018,06,06,06,Teatro,GRADUACAO,['Estágio 1; Laboratório de práticas teatrais dramatúrgicas; Performar na cidade']
Universidade Federal de Minas Gerais,2018,11,11,11,Artes,POS-GRADUACAO,"['Poéticas próprias, Performances narrativas e Atos (auto)biográficos']"
Universidade Federal de Minas Gerais,2018,12,12,12,Teatro,GRADUACAO,['Estágio 2; Princípios da fenomenologia da criança e a cena contemporânea']
Universidade Federal de Minas Gerais,2019,06,06,06,Teatro,GRADUACAO,['Teorias do ensino do teatro; Laboratório de práticas teatrais dramatúrgicas; Trabalho de Conclusão de Curso Licenciatura em Teatro']
Universidade Federal de Minas Gerais,2019,11,11,11,Artes,POS-GRADUACAO,"['Poéticas próprias, Performances narrativas e Atos (auto)biográficos']"
Universidade Federal de Minas Gerais,2019,12,12,12,Teatro,GRADUACAO,['Teorias do ensino do teatro; Trabalho de Conclusão de Curso Licenciatura em Teatro; Novas dramaturgias para não-atores']
Universidade Federal de Minas Gerais,2020,03,03,03,Teatro,GRADUACAO,['Práticas de ensino C: Laboratório de Práticas Teatrais Dramatúrgicas']
Universidade Federal de Minas Gerais,2021,02,02,02,Teatro,GRADUACAO,"['Teorias do Ensino do Teatro; Práticas de ensino C: Laboratório de Práticas Teatrais Dramatúrgicas; Tópicos em teatro: Brincar, criar, performar, viver']"
Universidade Federal de Minas Gerais,2021,07,07,07,Artes,POS-GRADUACAO,['Dramaturgias entre arte e vida']
Universidade Federal de Minas Gerais,2021,08,08,08,Teatro,GRADUACAO,['Imaginações Teorias-e-práticas; Teorias do ensino do teatro; Práticas de ensino C: Laboratório de Práticas Teatrais Dramatúrgicas']
Universidade Federal de Minas Gerais,2021,03,03,03,Teatro,GRADUACAO,['Práticas de ensino C: Laboratório de Práticas Teatrais Dramatúrgicas; Tópicos em teatro: Dramaturgia de Gatos e Cachorros']
