ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5237321219459906,Glaura Lucas,Lucas,"LUCAS, G.",Belo Horizonte,MG,"Possui Bacharelado em Química pela Universidade Federal de Minas Gerais (1981), Licenciatura em Química pela Universidade Federal de Minas Gerais (1981), mestrado em Musicologia pela Universidade de São Paulo (1999, bolsa FAPESP) e doutorado em Música pela Universidade Federal do Estado do Rio de Janeiro (2005, bolsa CAPES), com estágio na Open University / Reino Unido (bolsa CAPES). Foi bolsista de Pós-Doutorado Júnior pelo CNPq na Escola de Música da UFMG (2006). Foi membro do Projeto &amp;quot;Experience and meaning in music performace&amp;quot; da Open University/ Reino Unido, onde esteve de dezembro/2007 a fevereiro de 2008 através do programa British Academy Visiting Fellowship. Professora associada do Departamento de Teoria Geral da Música da Escola de Música da UFMG. Tem experiência na área de Artes, com ênfase em Etnomusicologia, atuando principalmente nos seguintes temas: música afro-brasileira, música ritual, reinado, candombe, irmandades do rosário; pesquisa colaborativa; encontro de saberes nas universidades; experiência e significado musical. Juntamente com Eduardo Pires Rosse, lidera o Grupo de Etnomusicologia da Escola de Música da UFMG (endereço CNPq http://dgp.cnpq.br/dgp/espelhogrupo/0714517700148858).",25-07-2022,Universidade Federal de Minas Gerais,
