ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5858584847123848,Arnon Sávio Reis de Oliveira,Oliveira,"OLIVEIRA, A. S. R.;OLIVEIRA, ARNON SÁVIO REIS DE",Cachoeira da Prata,MG,"Possui bacharelado em Piano (1992) e Regência (1997), ambos pela UFMG; mestrado em Musicologia, com ênfase em Música Brasileira, pela UNI-RIO (2001); e doutorado em História, com ênfase em História Social da Cultura, pela UFMG (2015). Atualmente é professor adjunto da Universidade Federal de Minas Gerais. Tem experiência na área de Artes, com ênfase em Performance e Musicologia, atuando principalmente nos seguintes temas: música brasileira, musicologia, interpretação musical, Madrigal Renascentista, Hostílio Soares, acervos de partituras, música mineira e música coral.",04-01-2022,Universidade Federal de Minas Gerais,
