INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado da Bahia,1998,08,08,08,Letras,GRADUACAO,"['Teoria da Literatura', 'Edital 002/98']"
Instituto Superior de Ensino Unyahana,1999,12,12,12,Turismo,GRADUACAO,['História da Cultura e da Arte']
Universidade do Estado da Bahia,1999,03,03,03,Pedagogia,ESPECIALIZACAO,['Programa Intensivo de Graduação para Docentes da Rede Pública (Alagoinhas-BA; Catu-BA; Seabra-BA)']
Universidade Federal do Rio Grande do Norte,2006,12,12,12,Licenciatura Em Teatro,GRADUACAO,"['Encenação III - 120h', 'Expressão Corporal e Vocal - 60h']"
Universidade Federal do Rio Grande do Norte,2007,07,07,07,Educação Artística,GRADUACAO,"['Técnicas do Teatro e da Dança II - 60h', 'História do Teatro Brasileiro - 60h', 'Encenação III - 120h', 'Expressão Corporal e Vocal II - 60h']"
Universidade Federal do Rio Grande do Norte,2007,,ATUAL,ATUAL,Educação Artística,GRADUACAO,"['Encenação III - 120h', 'História do Teatro II - 60h']"
Universidade Federal do Rio Grande do Norte,2008,08,08,08,Programa de Pós-graduação em Estudos da Linguagem,POS-GRADUACAO,['Tópicos em Literatura Comparada I (A Teatralidade em Clarice Lispector) - 30h']
Universidade Federal do Rio Grande do Norte,2008,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Dramaturgia I - 60h', 'Encenação III - 120h', 'História do Teatro I - 60h']"
Universidade Federal do Rio Grande do Norte,2008,08,08,08,Artes Cênicas,POS-GRADUACAO,['Apropriações e Matrizes Estéticas da Cena Contemporânea - 45h']
Universidade Federal do Rio Grande do Norte,2008,12,12,12,Medicina,GRADUACAO,"['Medicina e Arte MCL0070', 'Análise das Formas Espetaculares - 60h', 'Tópicos de Pesquisa em Artes - 60h']"
Universidade Federal do Rio Grande do Norte,2008,12,12,12,Artes Cênicas,POS-GRADUACAO,['Estágio Docência em Artes Cênicas - 45h']
Universidade Federal do Rio Grande do Norte,2009,12,12,12,Licenciatura Em Teatro,GRADUACAO,"['História do Teatro Brasileiro - 60h', 'O Texto na Cena - 60h']"
Universidade Federal do Rio Grande do Norte,2009,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Dramaturgia I - 60h', 'Tópicos em Pesquisa em Artes - 60h']"
Universidade Federal do Rio Grande do Norte,2009,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Dramaturgia I', 'Tópicos de Pesquisa em Artes - 60h']"
Universidade Federal do Rio Grande do Norte,2009,08,08,08,Artes Cênicas,POS-GRADUACAO,['Aproprições e Matrizes Estéticas da Cena Contemporânea - 45h']
Universidade Federal do Rio Grande do Norte,2009,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada I - 15hs', 'Tópicos de Literatura Comparada II (A Teatralidade em João Gilberto Noll) - 30h']"
Universidade Federal do Rio Grande do Norte,2010,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada I - 15hs', 'Leituras Orientadas em Literatura Comparada III - 15hs', 'Tópicos de Literatura Comparada IV (A Teatralidade em Guimarães Rosa) - 30h']"
Universidade Federal do Rio Grande do Norte,2010,07,07,07,Artes Cênicas,POS-GRADUACAO,['Metodologia da Pesquisa em Artes Cênicas - 60h']
Universidade Federal do Rio Grande do Norte,2010,12,12,12,Artes Cênicas,POS-GRADUACAO,['Metodologia da Pesquisa em Artes Cênicas - 60h']
Universidade Federal do Rio Grande do Norte,2010,12,12,12,Licenciatura Em Teatro,GRADUACAO,['Encenação IV - 120h']
Universidade Federal do Rio Grande do Norte,2010,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Dramaturgia I - 60h', 'História do Teatro I - 60h']"
Universidade Federal do Rio Grande do Norte,2011,08,08,08,Estudos da Linguagem,POS-GRADUACAO,"['Teorias Críticas', 'Leituras Orientadas em Literatura Comparada III - 15hs']"
Universidade Federal do Rio Grande do Norte,2011,07,07,07,Arte Terapia,ESPECIALIZACAO,"['Poética, Teatro, Literatura e Mitologia']"
Universidade Federal do Rio Grande do Norte,2011,10,10,10,Arte Terapia,ESPECIALIZACAO,"['Poética, Teatro, Literatura e Mitologia']"
Universidade Federal do Rio Grande do Norte,2011,12,12,12,Licenciatura Em Teatro,GRADUACAO,"['Estética Teatral - 60h', 'Encenação III - 120h']"
Universidade Federal do Rio Grande do Norte,2011,07,07,07,Licenciatura Em Teatro,GRADUACAO,['História do Teatro I']
Universidade Federal do Rio Grande do Norte,2011,07,07,07,Licenciatura Em Teatro,GRADUACAO,['Encenação II']
Universidade Federal do Rio Grande do Norte,2011,08,08,08,Artes Cênicas,POS-GRADUACAO,['Metodologia da Pesquisa em Artes Cênicas - 60h']
Universidade Federal do Rio Grande do Norte,2012,12,12,12,Licenciatura Em Teatro,GRADUACAO,"['Encenação III', 'Estética Teatral', 'História do Teatro II', 'História do Teatro III']"
Universidade Federal do Rio Grande do Norte,2012,12,12,12,Artes Cênicas,POS-GRADUACAO,['Estágio Docência em Artes Cênicas - 60h']
Universidade Federal do Rio Grande do Norte,2012,12,12,12,Estudos da Linguagem,POS-GRADUACAO,"['Estágio Docência em Literatura Comparada - 60h', 'Leituras Orientadas em Literatura Comparada II - 15hs']"
Universidade Federal do Rio Grande do Norte,2012,07,07,07,Arte Terapia,ESPECIALIZACAO,['Estágio Supervisionado na Instituição - 120h']
Universidade Federal do Rio Grande do Norte,2012,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Encenação II', 'História do teatro I']"
Universidade Federal do Rio Grande do Norte,2012,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Teorias Críticas - 75h', 'Leituras Orientadas em Literatura Comparada I - 15hs', 'Metodologia da Pesquisa em Artes Cênicas - 60h']"
Universidade Federal do Rio Grande do Norte,2013,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada I - 15hs', 'Leituras Orientadas em Literatura Comparada III - 15hs']"
Universidade Federal do Rio Grande do Norte,2013,12,12,12,Estudos da Linguagem,POS-GRADUACAO,"['Metodologia da Pesquisa em Literatura Comparada', 'Leituras Orientadas em Literatura Comparada II - 15hs', 'Leituras Orientadas em Literatura Comparada IV - 15hs']"
Universidade Federal do Rio Grande do Norte,2013,12,12,12,Licenciatura Em Teatro,GRADUACAO,"['História do Teatro II - 60h', 'História do Teatro III - 60h']"
Universidade Federal do Rio Grande do Norte,2014,12,12,12,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada II - 15hs', 'Leituras Orientadas em Literatura Comparada IV - 15hs', 'Leituras Orientadas em Literatura Comparada VI - 15hs']"
Universidade Federal do Rio Grande do Norte,2014,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada I - 15hs', 'Leituras Orientadas em Literatura Comparada III - 15hs', 'Leituras Orientadas em Literatura Comparada V - 15hs']"
Universidade Federal do Rio Grande do Norte,2014,07,07,07,Especialização em Cinema,ESPECIALIZACAO,['Leitura e Produção de Roteiro']
Universidade Federal do Rio Grande do Norte,2014,06,06,06,Especialização em Cinema,ESPECIALIZACAO,['Cinema e Literatura']
Universidade Federal do Rio Grande do Norte,2014,05,05,05,Especialização em Cinema,ESPECIALIZACAO,['Dramaturgia e Cinema']
Universidade Federal do Rio Grande do Norte,2014,07,07,07,Licenciatura Em Teatro,GRADUACAO,"['Dramaturgia I - 60h', 'História do Teatro I - 60h']"
Universidade Federal do Rio Grande do Norte,2015,07,07,07,Especialização em Cinema,ESPECIALIZACAO,['Orientação/Seminário de Monografia']
Universidade Federal do Rio Grande do Norte,2015,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada III - 15h', 'Leituras Orientadas em Literatura Comparada V - 15h', 'Leituras Orientadas em Literatura Comparada VII - 15h']"
Universidade Federal do Rio Grande do Norte,2015,12,12,12,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada IV - 15h', 'Leituras Orientadas em Literatura Comparada VI - 15hs']"
Universidade Federal do Rio Grande do Norte,2016,07,07,07,Teatro,GRADUACAO,"['Estética Teatral I', 'História do teatro I']"
Universidade Federal do Rio Grande do Norte,2016,07,07,07,Estudos da Linguagem,POS-GRADUACAO,"['Leituras Orientadas em Literatura Comparada V', 'Leituras Orientadas em Literatura Comparada VII']"
Universidade Federal do Rio Grande do Norte,2016,12,12,12,Teatro,GRADUACAO,"['Ateliê de Dramaturgia', 'Dramaturgia I', 'Metodologia da Pesquisa em Artes', '60h; 60h; 30h']"
Universidade Federal do Rio Grande do Norte,2016,12,12,12,Estudos da Linguagem,POS-GRADUACAO,"['A Imagem e o Poético', 'Leituras Orientadas em Literatura Comparada VI', '75h; 17h']"
Universidade Federal do Rio Grande do Norte,2016,05,05,05,Especialização em Cinema,ESPECIALIZACAO,['Dramaturgia e Cinema']
Universidade Federal do Rio Grande do Norte,2016,04,04,04,Especialização em Cinema,ESPECIALIZACAO,['Leitura e produção de roteiro']
