PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Grupo de Estudos em Metáforas e Analogias na Tecnologia, na Educação e na Ciência",2002,2006,PESQUISA,"['Ana Cristina Carvalho Pereira', 'Ewaldo Mello de Carvalho', 'Ronaldo Luiz Nagem', 'Ana Maria Senac', 'Andréa Silva Gino', 'Cinthia Maria Gomes e Silva', 'Eliene Freire de Oliveira', 'Maria de Fátima Marcelos', 'Maurício Silva Gino', 'Rita de Cássia Paiva', 'Sílvia Eugênia do Amaral', 'Maria dos Anjos Lara e Lanna']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Incubadora de Idéias e Soluções para a Tecnologia, para a Educação e para a Ciência - INCISO-TEC",2006,2009,PESQUISA,"['Ana Cristina Carvalho Pereira', 'Ronaldo Luiz Nagem', 'Eliene Freire de Oliveira', 'Maria de Fátima Marcelos', 'Sílvia Eugênia do Amaral', 'Alexandre da Silva Ferry', 'Douglas Guimarães Delfino', 'Juliana Barbosa Duarte', 'Lilian Valin Resende', 'Nilza Eugênia do Amaral Lima', 'Rafael Campbell Barros Moreira', 'Dácio Guimarães de Moura']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Analogias e Metáforas na Tecnologia, Educação e Ciência",1998,2009,PESQUISA,"['Ana Cristina Carvalho Pereira', 'Ronaldo Luiz Nagem', 'Eliene Freire de Oliveira', 'Maria de Fátima Marcelos', 'Sílvia Eugênia do Amaral', 'Alexandre da Silva Ferry', 'Douglas Guimarães Delfino', 'Juliana Barbosa Duarte', 'Lilian Valin Resende', 'Nilza Eugênia do Amaral Lima', 'Rafael Campbell Barros Moreira']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Linguagem corporal na educação infantil de 0 a 3 anos: capacitação de educadores da Rede Municipal de BH numa perspectiva teórico-prátic,2011,ATUAL,EXTENSAO,['Ana Cristina Carvalho Pereira'],['SIM']
Programa Artes Cênicas: Ações Formativas,2011,2012,EXTENSAO,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo', 'Tânia Mara Silva Meireles', 'Gabriela Córdova Christófaro', 'Eugênio Tadeu Pereira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Profissionalização da dança: percurso histórico e áreas de atuação,2012,ATUAL,EXTENSAO,['Ana Cristina Carvalho Pereira'],['SIM']
Grupo de Pesquisa Laboratório GESTOLab (CNPq),2013,ATUAL,PESQUISA,['Ana Cristina Carvalho Pereira'],['SIM']
Entre o dizível e o indizível: a construção do movimento artístico da dança a partir do uso de analogias e metáforas,2012,2014,PESQUISA,['Ana Cristina Carvalho Pereira'],['SIM']
"Curso de Aperfeiçoamento Educação Infantil, Infâncias e Arte",2013,2014,EXTENSAO,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo']","['SIM', 'NAO']"
Nossa! Genau zusammen: construindo redes de colaboração entre Brasil e Alemanha,2018,ATUAL,EXTENSAO,"['Ana Cristina Carvalho Pereira', 'Rosvita Kolb Bernardes', 'Anna Cláudia Rocha de Paiva Reis', 'Simone Torres de Lima Bernardino', 'Camila Cristina Silvério Pinto', 'Gabriela Alvarenga Cardoso Silva', 'Alessandra Simões de Siqueira']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Entrelaçando memórias: histórias dançantes curso de dança licenciatura EBA/UFMG,2020,ATUAL,EXTENSAO,"['Ana Cristina Carvalho Pereira', 'Ana Clara Buratto']","['SIM', 'NAO']"
Grupo de Pesquisa Núcleo de Estudos e Pesquisa sobre Educação Infantil e Infância (NEPEI),2020,ATUAL,PESQUISA,['Ana Cristina Carvalho Pereira'],['SIM']
Mercado Central - A Matéria da Memória: o mercado como símbolo da cidade,2000,2001,PESQUISA,"['Ana Cristina Carvalho Pereira', 'Maria de Lourdes Caldas Gouveia']","['NAO', 'SIM']"
Grupo de Estudos e Pesquisas Interdisciplinares de Formação Docente e Práticas em Educação (GEIFoPE),2010,2011,PESQUISA,"['Ana Cristina Carvalho Pereira', 'Nali Rosa Silva Ferreira', 'Alexandre Cézar Cunha Leite', 'Ana Rosa Vidigal Dolabella', 'Marianela Costa Figueiredo', 'Solange Maria Moreira de Campos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
