TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Políticas do corpo no palco Shakespeareano do séc XX: o ator travestido como força cultural conservador em duas montagens de ?As You Like It?,2008,Português,Beatrice,['Stephan Arnulf Baumgartel'],['1'],['1']
Em busca de uma teatralidade performativa além da representação dramática: reflexões sobre a variedade formal na dramaturgia contemporânea,2009,Português,Letras Contemporâneas,['Stephan Arnulf Baumgartel'],['1'],['1']
Conflitos estruturais no texto pós-dramático: reflexões sobre o deslocamento do conflito dramático na teatralidade performativa e sua aplicação na dramaturgia brasileira,2010,Português,,['Stephan Arnulf Baumgartel'],['1'],['1']
Hibridismo nostálgico na crise da dramaturgia dramática brasileira. Uma análise de textos de Luís Alberto de Abreu,2013,Português,Editora UFPR,['Stephan Arnulf Baumgartel'],['1'],['1']
A Produção de Para-Realidades - em busca de um ERRO talvez redentor,2014,Português,ERRO Grupo de Teatro,['Stephan Arnulf Baumgartel'],['1'],['1']
"Espaço, texto e recepção na instalação teatral O Teatro dos Ouvidos: modos de compartilhar",2014,Português,7Letras,['Stephan Arnulf Baumgartel'],['1'],['1']
A eficácia da performatividade - construir o efeito de presença como acontecimento discursivo,2018,Português,Gramma,['Stephan Arnulf Baumgartel'],['1'],['1']
Milhares de opiniões que se acumulam para uma grande falta de opinião,2021,Português,Editora Temporial,['Stephan Arnulf Baumgartel'],['1'],['1']
Expor práticas dramatúrgicas como situadas em tempos de dominação neoliberal,2021,Português,Morula,['Stephan Arnulf Baumgartel'],['1'],['1']
Reflexões sobre o sentido performativo na escrita teatral contemporânea: sintomas em Beckett e Müller,2014,Português,Letras Contemporâneas,['Stephan Arnulf Baumgartel'],['1'],['1']
