INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Associação Artística Coral Júlia Pardini,1984,3,3,3,Curso de Técnica Vocal,APERFEICOAMENTO,['Técnica vocal']
Associação Artística Coral Júlia Pardini,1993,2,2,2,Curso de Técnica Vocal,APERFEICOAMENTO,['Técnica vocal']
Associação Recreativa e Cultural dos Empregados da Cemig,1993,8,8,8,Curso de Técnica Vocal,APERFEICOAMENTO,['Técnica vocal']
Universidade do Estado de Minas Gerais,1995,6,6,6,Canto,GRADUACAO,"['Canto I', 'Canto II', 'Canto III', 'Canto IV', 'Canto V', 'Canto VI', 'Canto VII', 'Canto VIII']"
Universidade Federal de Minas Gerais,1998,11,11,11,Música (canto),GRADUACAO,"['Canto III', 'Canto IV', 'Canto V', 'Canto VI', 'Fisiologia da voz I', 'Fisiologia da voz II']"
Universidade do Estado de Minas Gerais,2001,7,7,7,Música Brasileira,ESPECIALIZACAO,"['Didática do canto', 'Práticas interpretativas']"
Universidade Federal de Minas Gerais,2002,1,1,1,Música (canto),GRADUACAO,"['Canto', 'Educação vocal I (Na Faculdade de Fonoaudiologia)', 'Fisiologia da voz', 'Instrumento complementar', 'Oficina de performance: Duetos de Mozart', 'Oficina de performance: canção brasileira', 'Técnica vocal I', 'Técnica vocal II']"
Universidade Federal de Minas Gerais,2003,8,8,8,Música (canto),GRADUACAO,"['Educação vocal I', 'Canto', 'Instrumento Complementar', 'Oficina de Performance: Canção Brasileira', 'Técnica vocal I']"
Universidade Federal de Minas Gerais,2003,2,2,2,Música (canto),GRADUACAO,"['Educação vocal I', 'Oficina de performance: Canção Brasileira', 'Técnica vocal II', 'Instrumento complementar', 'Canto']"
Universidade Federal de Minas Gerais,2004,7,7,7,Música (canto),GRADUACAO,"['Técnica vocal I', 'Educação vocal I', 'Pesquisa em Música: Resgate da Canção Brasileira', 'Oficina de Performance: Duetos de Mozart', 'Instrumento complementar', 'Canto']"
Universidade Federal de Minas Gerais,2004,12,12,12,Música (canto),GRADUACAO,"['Canto', 'Educação vocal I', 'Instrumento Complementar', 'Resgate da Canção Brasileira: Música e Cena', 'Técnica vocal II']"
