TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O Sentido Oculto da Dança,2000,,Português,SEJA!  Leitura Corporal em Revista,XX,-,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
O corpo que dança,2005,,Português,Presença Pedagógica,NP,1413-1862,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
O Teatro na educação básica,2006,,Português,Presença Pedagógica,NP,1413-1862,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
Dança para ouvir e pensar sentidos em movimento nas ondas do rádio,2016,,Português,Rádio em Revista (UFMG),C,1982-0992,"['Arnaldo Leite de Alvarenga', 'Verônica Teodora Pimenta']","['1', '2']",['1'],-99
Dança: uma experiência educativa,2016,,Português,PRESENÇA PEDAGOGICA,NP,1413-1862,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
"A LICENCIATURA PARA DANÇA NA ESCOLA DE BELAS ARTES DA UFMG: NEM TUDO SÃO FLORES, MAS JÁ É POSSÍVEL CONSTRUIR UM BELO BUQUÊ",2018,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
"Fazendo-se sujeito da própria dança: desconstrução e reconstrução em Klauss Vianna, a construção de um caminho",2020,,Português,INVESTIGACIONES EN DANZA Y MOVIMIENTO,XX,2683-9318,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
Componente Curricular Arte: as linguagens artísticas e o ensino não-presencial em tempos de Pandemia,2021,10.47456/krkr.v1i7.35885,Português,REVISTA KIRI-KERÊ - PESQUISA EM ENSINO,B4,2526-2688,"['Arnaldo Leite de Alvarenga', 'André Luiz de Souza']","['1', '2']",['1'],-99
The Ballet Klauss Vianna in Belo Horizonte (1958-1962): paths of a modernity to the Brazilian ballet,2022,10.1590/2237-2660113520&gt;,Inglês,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
Dança e Educação da Sensibilidade,2005,,Português,Cadernos do GIPE-CIT (UFBA),C,1516-0173,['Arnaldo Leite de Alvarenga'],['1'],['1'],-99
