ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5832654049764544,Marcelo Almeida Sampaio,Sampaio,"SAMPAIO, Marcelo A.",Belo Horizonte,MG,"Marcelo Sampaio é mineiro de Belo Horizonte. Tem graduação em piano pela Unicamp (1996), especialização em piano e música de câmara pela Academia Nacional de Música (Sófia, Bulgária, 1998), Mestrado em Educação Musical pela Unirio (2001) e Doutorado em Música pela UFMG (2017), com doutorado-sanduíche pelo Instituto de Educação da University College London (UCL) na Inglaterra, sobre as estratégias pedagógicas para o desenvolvimento da leitura à primeira vista ao piano. É professor na graduação e no Mestrado Profissional em Práticas Musicais da Universidade do Estado de Minas Gerais. Atua profissionalmente como pianista colaborador e camerista..",24-06-2022,Universidade do Estado de Minas Gerais,
