INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Minas Gerais,1993,,ATUAL,ATUAL,Música -Licenciatura,GRADUACAO,"['Metodologia da Educação Musical; Análise da Prática de Música e Estágio I e II, Educação Musical na Rede Regular, Música e Expressão Corporal, Práticas cênico-musicais']"
