ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8471523315605611,Flávio Cardoso de Carvalho,Carvalho,"CARVALHO, F. C.;CARVALho, Flávio Cardoso;CARVALHO, Flávio Cardoso de",Uberlândia,MG,"Pós-doutor em Música pela UFMG em 2017, Pesquisador do CIDDIC/UNICAMP é Professor Associado da Universidade Federal de Uberlândia na qual atua como professor nos cursos de Graduação e Pós-Graduação em Música.&amp;#10;Como cantor lírico tem se apresentado em recitais, concertos e óperas no Brasil e no exterior, sempre se dedicando à divulgação do repertório da canção de câmara brasileira. Participou da criação das Normas para a pronúncia do Português Brasileiro no canto erudito em 2007, atuando ativamente na divulgação das mesmas.&amp;#10;Como pesquisador se dedica às áreas de Musicologia Histórica Brasileira, pedagogia do Canto Lírico e Edição Crítica de canções de câmara brasileiras, com quatro livros publicados: Canções de Dinorá de Carvalho: Uma análise interpretativa, de 2002; A ópera Abul de Alberto Nepomuceno: patrimônio musical na Primeira República do Brasil, de 2016; Canções de Dinorá de Carvalho para voz e piano, de 2017 e Salmo XXII para barítono e conjunto de câmara, de 2019.",27-02-2021,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-6320-2422
