PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Vale das Artes,2008,2010,EXTENSAO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella', 'Joana Carvalho', 'Luana Oliveira']","['SIM', 'NAO', 'NAO', 'NAO']"
"Arte, Educação e Cidadania",2008,2010,EXTENSAO,['Carina Maria Guimarães Moreira'],['SIM']
Zumbi e Madame Satã: a cultura afro-brasileira e as formas de produção na cena política.,2017,2018,PESQUISA,['Carina Maria Guimarães Moreira'],['SIM']
AS FORMAS DO POLITICO NA CENA CONTEMPORÂNEA BRASILEIRA,2014,2018,PESQUISA,"['Carina Maria Guimarães Moreira', 'Antônio Apolinário', 'Berilo Luigi Deiró Nosella', 'José Fernando Peixoto de Azevedo', 'Camilla Agostini', 'Juliana Alves Mota Drummond', 'Vinicius Albriker']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Coletivo Fuzuê: por um teatro crítico,2018,2018,EXTENSAO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella', 'Ana Paula Milagres Tostes', 'Bárbara Fátima dos Santos Lara', 'Beatriz Valquíria Ribeiro', 'Douglas Fumes Rodrigues', 'Héricles Gomes de Araújo', 'Jhonata Francisco Castorino', 'Rafael Barini Gollin', 'CARLOS HENRIQUE AURELIO DOS SANTOS', 'JOYCE HELENA SOUZA ROSA']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Cena dialética: práxis e história,2018,2021,PESQUISA,"['Carina Maria Guimarães Moreira', 'Beatriz Valquíria Ribeiro', 'Jhonata Francisco Castorino', 'CARLOS HENRIQUE AURELIO DOS SANTOS', 'JOYCE HELENA SOUZA ROSA', 'Josemir Medeiros da Silva', 'Ana Paula Milagres Tostes', 'Rayla Dias', 'TATIANA LAGDEM AURÉLIO DOS SANTOS', 'THAMIRIS CALEGARI RODRIGUES', 'MARIA CLARA NARDY MATTOS CARNEIRO CABRAL', 'Paolla Andrade Vilela']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Coletivo Fuzuê vai a campo,2019,2020,EXTENSAO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella', 'Bárbara Fátima dos Santos Lara', 'Beatriz Valquíria Ribeiro', 'Jhonata Francisco Castorino', 'CARLOS HENRIQUE AURELIO DOS SANTOS', 'Josemir Medeiros da Silva', 'Héricles Gomes de Araújo', 'Ana Paula Milagres Tostes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Escola de Teatro Político e Popular/MG,2021,ATUAL,EXTENSAO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella', 'Ernesto Gomes Valença', 'TODARO, MÔNICA DE ÁVILA', 'Rafael Litvin Villas Bôas', 'Kelci Anne Pereira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Gambiarra Teatral: a socialização dos meios de produção cênicos nos territórios da rede Nuestra America.,2022,ATUAL,PESQUISA,['Carina Maria Guimarães Moreira'],['SIM']
A Cena Política,2016,2017,EXTENSAO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella', 'Vinícius Assunção Albricker']","['SIM', 'NAO', 'NAO']"
Salve o Rei do Movimento,2007,2009,PESQUISA,"['Carina Maria Guimarães Moreira', 'José Coelho Luiz Ligiero']","['SIM', 'NAO']"
ENCENAÇÃO E DIMENSÃO POLÍTICA:  UMA ?BARAFONDA? NA CENA CONTEMPORÂNEA,2010,2014,PESQUISA,['Carina Maria Guimarães Moreira'],['SIM']
