INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Fundacão Educacional do Vale do Jacuí,1988,05,05,05,UNIVALE,OUTRO,['Musicalização - Dalcroze']
Sociedade Escolar de Santa Cruz-Colégio Mauá,1990,01,01,01,,ENSINO-FUNDAMENTAL,['Educação Musical']
Sociedade Escolar de Santa Cruz-Colégio Mauá,1990,01,01,01,,ENSINO-MEDIO,['Artes e Música']
Sociedade Escolar de Santa Cruz-Colégio Mauá,1990,01,01,01,,OUTRO,['Regente do Coral Infantil e Grupo Instrumental Mauá']
Fundação Educacional Santa Rosa de Lima,1993,03,03,03,,ENSINO-FUNDAMENTAL,['Educação Musical']
Colégio de Aplicação,1993,07,07,07,,ENSINO-FUNDAMENTAL,['Educação Musical']
Colégio de Aplicação,1993,07,07,07,,ENSINO-MEDIO,['Educação Musical']
Sociedade Antonio Vieira,1995,03,03,03,,ENSINO-FUNDAMENTAL,['Educação Musical']
Fundação Educacional Santa Rosa de Lima,1995,04,04,04,,ENSINO-FUNDAMENTAL,['Coral Infantil']
Colégio Marista Nsa Sra do Rosário,1996,02,02,02,,ENSINO-FUNDAMENTAL,"['Preparadora vocal e arranjadora do Grupo de Música Popular', 'Professora de Música na Educação infantil', 'Professora de Música no Ensino Fundamental', 'Regente e preparadora vocal dos Corais Adulto e Juvenil']"
Escola Projeto,2000,02,02,02,,ENSINO-FUNDAMENTAL,"['Educação Musical na Educação Infantil e Anos Iniciais do Ensino Fundamental', 'Regente e preparadora vocal dos Corais Adulto e Infantil']"
Universidade do Vale do Taquari - UNIVATES,2001,12,12,12,Pedagogia,GRADUACAO,"['Fundamentos e Metodologia da Educação Artística II - Música', 'Fundamentos e Metodologia do Ensino Fundamental - Expressão Artística II']"
Universidade de Cruz Alta,2001,11,11,11,Programa Interdisciplinar de Movimento Humano - UNICRUZ,ESPECIALIZACAO,['Educação Musical']
Universidade de Cruz Alta,2001,12,12,12,Dança,GRADUACAO,"['Teoria e Percepção Musical', 'Pesquisa', 'Forma e Análise']"
Universidade do Vale do Taquari - UNIVATES,2009,01,01,01,"Dança, Corpo e Arte - UNIVATES",ESPECIALIZACAO,['Música e Dança']
Universidade do Estado de Minas Gerais,2010,12,12,12,Licenciatura em Música,GRADUACAO,"['Oficina Pedagógica: Musicalização A', 'Oficina Pedagógica: Musicalização B', 'Oficina Pedagógica: Musicalização C']"
Universidade do Estado de Minas Gerais,2010,07,07,07,Licenciatura em Música,GRADUACAO,['Ofivina Pedagógica V']
Universidade do Estado de Minas Gerais,2010,10,10,10,Música,GRADUACAO,"['Oficina Pedagógica: Ensino em Grupo', 'Práticas Pedagógicas e Musicais: Anos Finais do Ensino Fundamental e Ensino Médio', 'Práticas Pedagógicas e Musicais: Educação Musical em Contextos Diversos']"
