TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Trilhando os caminhos do menino-navegador: Ilo Krugli e o ensino de teatro,2003,Português,Grupo de Pesquisa Ensino do Teatro &amp; Pedagogia Teatral,"['Narciso Larangeira Telles da Silva', 'Marcia Mascarenhas']","['1', '2']",['1']
Teatro Comunitário: ensino do teatro e cidadania,2004,Português,EDUFU,['Narciso Larangeira Telles da Silva'],['1'],['1']
Artor e as possibilidades da cena no espaço urbano,2005,Português,E-Papers,['Narciso Larangeira Telles da Silva'],['1'],['1']
Teatralidade e a pedagogia do ator horizontal,2006,Português,Yendis,['Narciso Larangeira Telles da Silva'],['1'],['1']
Shakespeare Saltimbanco: teatro e cultura popular na cena teatral de rua brasileira,2005,Português,EDUFU,['Narciso Larangeira Telles da Silva'],['1'],['1']
Cura-Tul: o Teatro de Anônimo nas ruas contruindo estéticas,2008,Português,Aeroplano,['Narciso Larangeira Telles da Silva'],['1'],['1']
Cidadania e ensino do teatro: apontamentos sobre a pedagogia teatral dos atuadores Oi Nóis Aqui Traveiz,2009,Português,EdUERJ,['Narciso Larangeira Telles da Silva'],['1'],['1']
As oficinas de teatro e a prática do artista-docente,2009,Português,EDUFU,['Narciso Larangeira Telles da Silva'],['1'],['1']
Falos &amp; Stercus: atuação e performatividade,2009,Português,Bestiário,['Narciso Larangeira Telles da Silva'],['1'],['1']
Apontamentos sobre o trabalho teatral em grupo,2009,Português,Secretaria de Educação do Estado de Goiás,['Narciso Larangeira Telles da Silva'],['1'],['1']
A estética teatral pós-dramática e a pedagogia do teatro,2011,Português,EDUFU,"['Narciso Larangeira Telles da Silva', 'Adilson Florentino']","['1', '2']",['1']
Paragens de um artista-docente-pesquisador,2012,Português,E-Papers,['Narciso Larangeira Telles da Silva'],['1'],['1']
Práticas de Improvisar 1,2012,Português,Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas,['Narciso Larangeira Telles da Silva'],['1'],['1']
O teatro historiando as ruas: 'Serra-Serra Serrador',2012,Português,Mercado das Letras,['Narciso Larangeira Telles da Silva'],['1'],['1']
A demonstração técnica: percursos latinoamericanos na formação em teatro,2012,Português,Expressão Editora,['Narciso Larangeira Telles da Silva'],['1'],['1']
O político e o poético em Ser TÃO SER - narrativas de outra margem,2013,Português,GrafNorte,['Narciso Larangeira Telles da Silva'],['1'],['1']
Viewpoints e a pedagogia do teatro: pensando as ações de criar e [trans]formar,2013,Português,Annablume,['Narciso Larangeira Telles da Silva'],['1'],['1']
A aula de teatro: entre premissas e procedimentos,2013,Português,UFG/CRIAR,['Narciso Larangeira Telles da Silva'],['1'],['1']
Demonstração Técnica (Verbete),2015,Português,Perspectiva,['Narciso Larangeira Telles da Silva'],['1'],['1']
Viewpoints (Verbete),2015,Português,Perspectiva,['Narciso Larangeira Telles da Silva'],['1'],['1']
O gingado e a gargalhada: modo 'oteliano' de interpretar,2015,Português,Olympia,['Narciso Larangeira Telles da Silva'],['1'],['1']
"Invocações: atuaçao, espaço e criação nos espetáculos de rua 'Serra-Serra Serrador e A Saga no Sertão da Farinha Podre'",2016,Português,Aldeia Casa Viva,"['Narciso Larangeira Telles da Silva', 'Getulio Gois de Araújo']","['1', '2']",['1']
"Atuação em Potestade, escrito autoetnográfico",2016,Português,Paco,['Narciso Larangeira Telles da Silva'],['1'],['1']
Teatro Latino Americano e experiência ditatorial: práticas cênico-dramatúrgicas,2015,Português,ABRACE,"['Narciso Larangeira Telles da Silva', 'Sara del Carmem Rojo de la Rosa']","['1', '2']",['1']
Procedimentos de pesquisa em atuação como estratégia de reflexão sobre a cena contemporânea,2015,Português,ABRACE,"['Narciso Larangeira Telles da Silva', 'CARREIRA, André', 'Renato Ferracini']","['1', '2', '3']",['1']
La memoria y lo real en la escena contemporánea,2018,Espanhol,Karpa,"['Narciso Larangeira Telles da Silva', 'Mara Lucia Leal']","['1', '2']",['1']
Implicações do corpo na pesquisa em Artes Cênicas [ISBN: 978-85-421-0701-2],2018,Português,7 Letras,"['Narciso Larangeira Telles da Silva', 'Bruna Bellinazzi Peres', 'Jarbas Siqueira Ramos']","['1', '2', '3']",['1']
A potência da imaginação nos processos criativos teatrais: um olhar sobre o diretor Gilles  Gwizdek,2018,Português,EDUFU,"['Narciso Larangeira Telles da Silva', 'Marcio Dias Pereira']","['1', '2']",['1']
A Memória e o real na cena contemporânea,2019,Português,Gramma,"['Narciso Larangeira Telles da Silva', 'Mara Lucia Leal']","['1', '2']",['1']
Da nudez: a experiência de ser 58 corpos,2019,Português,Pimenta Cultural,"['Narciso Larangeira Telles da Silva', 'Guilherme Conrado Pereira Ríspolli']","['1', '2']",['1']
"Entrelançamentos entre Educação, Arte e Arteterapia",2020,Português,Atena,"['Narciso Larangeira Telles da Silva', 'Cristina Garcia Palhares Viso']","['1', '2']",['1']
"Abrace Uberlândia: Interiorização, Conhecimento em  Artes Cênicas e Poéticas Descoloniais",2020,Português,PPGAC/UnB/ABRACE,"['Narciso Larangeira Telles da Silva', 'Paulina Maria Caon', 'Jarbas Siqueira Ramos']","['1', '2', '3']",['1']
IMPROVISAÇÃO: ACONTECIMENTO POÉTICO NA CENA,2020,Português,Regência e Arte Editora,"['Narciso Larangeira Telles da Silva', 'Patricia Chavarelli Vilela da Silva']","['1', '2']",['1']
Corpos em Atuação: experiências inventadas numa trajetória do existir,2020,Português,Hucitec,['Narciso Larangeira Telles da Silva'],['1'],['1']
Memorial de Silêncios e Margaridas. Dramaturgia [ISBN 978-65-88990-06-3],2021,Português,Cousa,"['Narciso Larangeira Telles da Silva', 'Luiz Carlos Leite']","['1', '2']",['1']
"Práticas eróticas, saborosas e cidadãs",2021,Português,ECA-USP,['Narciso Larangeira Telles da Silva'],['1'],['1']
#2 - Implicações do corpo na pesquisa em Artes Cênicas e Educação,2021,Português,ED. UNIMONTES,"['Narciso Larangeira Telles da Silva', 'Clara Contreras', 'Dicskon Pires Duarte']","['1', '2', '3']",['1']
A Saga no sertão da farinha podre e as máscaras de clóvis: rasuras do processo criativo,2012,Português,Alínea,"['Narciso Larangeira Telles da Silva', 'Getulio Gois de Araújo']","['1', '2']",['1']
