TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Contra o exílio coletivo,2001,,Português,Revista de Teatro - SBAT,NP,0102-7336,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Novos caminhos da Arte Teatral na UFMG,1998,,Português,Revista Ensaio Aberto,XX,-,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Fiir ein Theater des Mutes,2004,,Português,Vorrespordenzen,XX,-,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
GRUPA em processo de criação,2003,,Português,O Teatro Transcende,XX,1516-7739,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
La geografia de una mujer,2004,,Espanhol,CONJUNTO,C,0010-5937,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Por um ator 'pós dramático',2006,,Português,Revista Polêmica,B4,1676-0727,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Decroux e a explosão do corpo: notas sobre uma educação poética do ator,2009,,Português,Projeto Mímicas,XX,2175-0890,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Nas asas dos ventos teatrais na UFMG,2008,,Português,Caderno de Encenação,XX,1983-2826,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Teatro torto,2005,,Português,Territórios e Fronteiras da Cena (USP),XX,1806-406X,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
"?À sombra do Anjo: teatro desagradável em cinco atos?, uma experiência de teatro performativo por meio da ocupação da ?Casa azul?.",2012,,Português,Caderno de Encenação,XX,1983-2826,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
"À sombra do Anjo: teatro desagradável em cinco atos, um roteiro performativo a doze mãos.",2012,,Português,Caderno de Encenação,XX,1983-2826,"['Maria Beatriz Braga Mendonça', 'Lélia Rolim', 'Diogo Horta', 'Fabiana Loyola', 'Maria Luiza Mattar', 'Mayara Folco']","['1', '2', '3', '4', '5', '6']",['1'],-99
Decomposições do dramático por meio da Mímica Corporal Dramática,2012,,Português,ILINX REVISTA CIENTÍFICA DO LUME,C,2316-8366,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Para celebrar a burrice do ouriço: a poesia que se deseja cena,2013,,Português,EXPRESSÃO (SANTA MARIA),C,1516-9340,"['Raphaela da Silva Ramos Fernandes', 'Maria Beatriz Braga Mendonça']","['1', '2']",['2'],-99
A proposta criativa de Étienne Decroux e a passagem de fronteiras: a interculturalidade como procedimento artístico,2015,10.20396/conce.v4i1.8647674,Português,CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA,A4,2317-5737,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Refazer o corpo e libertar-se do espetáculo: sugestões de Gordon Craig e Étienne Decroux para composições em Des-atos,2016,10.26512/vis.v15i1.14523,Português,REVISTA VIS: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTE,XX,2447-2484,['Maria Beatriz Braga Mendonça'],['1'],['1'],-99
Sobre o rigor da pesquisa em artes cênicas na universidade brasileira,2017,10.14393/ouv20-v13n1a2017-13,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Maria Beatriz Braga Mendonça', 'Stephan Baumgartel', 'Glaucio Machado Santos']","['1', '2', '3']",['1'],-99
