INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Centro Artístico Tangram para o Desenvolvimento da Criatividade,1988,07,07,07,,OUTRO,"['Piano', 'Musicalização']"
Fundação de Educação Artística,1995,07,07,07,,OUTRO,['Apreciação Musical']
Universidade Federal de Minas Gerais,2000,11,11,11,Especialização,ESPECIALIZACAO,['Evolução da Linguagem Musical II']
Universidade Federal de Minas Gerais,2000,06,06,06,Especialização,ESPECIALIZACAO,['Evolução da Linguagem Musical I']
Universidade Federal de Minas Gerais,2001,06,06,06,Especialização,ESPECIALIZACAO,"['Tópicos em Arte, Educação e Sociedade']"
Universidade Federal de Minas Gerais,2001,11,11,11,Especialização,ESPECIALIZACAO,"['Tópicos em Arte, Educação e Sociedade']"
Universidade Federal de Minas Gerais,2002,04,04,04,Bacharelado e Licenciatura em Música,GRADUACAO,['História da Música Popular Brasileira.']
Universidade Federal de Minas Gerais,2002,06,06,06,Especialização,ESPECIALIZACAO,['Evolução da Linguagem Musical - Música popular Brasileira']
Universidade do Estado de Minas Gerais,2005,12,12,12,Música Brasileira - Práticas Interpretativas,ESPECIALIZACAO,['Folclore Musical Brasileiro']
Escola Guingnard - Universidade do Estado de MInas Gerais,2006,06,06,06,Ensino e pesquisa no campo da arte e da cultura,ESPECIALIZACAO,['HIstória e Teoria da Arte']
Universidade do Estado de Minas Gerais,2006,05,05,05,Princípios e recursos pedagógicos em música,ESPECIALIZACAO,['Folclore Musical Brasileiro']
Escola de Música da Universidade Federal de Minas Gerais,2006,12,12,12,Mestrado,POS-GRADUACAO,"['Práticas Musicais Afro-Brasileiras', 'Etnomusicologia']"
Escola Guingnard - Universidade do Estado de MInas Gerais,2007,06,06,06,Ensino e pesquisa no campo da arte e da cultura,ESPECIALIZACAO,['HIstória e Teoria da Arte']
SMC/ Escola Municipal de música  José Acácio de Assis Costa &amp;quot;Zé Fuzil&amp;quot;,2007,12,12,12,,OUTRO,"['Harmonia', 'HIstória da Linguagem Musical II']"
Universidade Federal de Minas Gerais,2007,06,06,06,Especialização,ESPECIALIZACAO,['Metodologia da Educação Musical']
Escola de Música da Universidade Federal de Minas Gerais,2008,08,08,08,Música,GRADUACAO,['Tópicos em Teoria da Música - Introdução à Etnomusicologia']
Escola de Música da Universidade Federal de Minas Gerais,2008,06,06,06,Música,GRADUACAO,['Percepção Musical']
Universidade do Estado de Minas Gerais,2008,12,12,12,Princípios e recursos pedagógicos em música,ESPECIALIZACAO,['Música Brasileira e Educação Musical']
Escola de Música da Universidade Federal de Minas Gerais,2008,12,12,12,Música,GRADUACAO,['Laboratório de Criação II']
Escola de Música da Universidade Federal de Minas Gerais,2009,12,12,12,Música,GRADUACAO,"['Música, Cultura e Sociedade', 'Tópicos em Teoria da Música - Músicas Afro-Brasileiras']"
Escola de Música da Universidade Federal de Minas Gerais,2009,05,05,05,Doutorado,POS-GRADUACAO,"['Estudos Avançados em Música', 'Estudos Orientados em Música', 'Etnomusicologia', 'Seminários em Música e Cultura']"
Escola de Música da Universidade Federal de Minas Gerais,2009,12,12,12,Música,GRADUACAO,['Fundamentos de Harmonia']
Escola de Música da Universidade Federal de Minas Gerais,2012,06,06,06,Música,GRADUACAO,['Tópicos em Música e Pedagogia: Perspectivas Etnomusicológicas para a Educação Musical']
Escola de Música da Universidade Federal de Minas Gerais,2014,05,05,05,Música,GRADUACAO,"[""Módulo 'Cantos afro brasileiros: brincando e resistindo na tradição', na disciplina 'Artes e Ofícios dos Saberes Tradicionais' ofertada para alunos de toda UFMG, uma promoção do Projeto Encontro de Saberes, do INCTI, da UnB.""]"
Escola de Música da Universidade Federal de Minas Gerais,2016,02,02,02,Formação Transversal em Culturas em Movimento e Processos Criativos,GRADUACAO,['UNI073- Tópicos em Culturas em Movimento B: Os cantos afrobrasileiros dos Arturos']
Escola de Música da Universidade Federal de Minas Gerais,2018,06,06,06,Formação Transversal em Saberes Tradicionais,GRADUACAO,"['Danças, cantos, toques e saberes tradicionais', 'Saberes e fazeres cantados']"
Escola de Música da Universidade Federal de Minas Gerais,2018,05,05,05,Música,GRADUACAO,"['Música, Cultura e Sociedade']"
