ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4904989732251971,Benjamin Xavier de Paula,Paula,"PAULA, Benjamin Xavier de",Piatã,BA,"Benjamin Xavier de Paula é Pós Doutor pelo Centro de Estudos Sociais, Universidade de Coimbra ? CES/UC (Núcleo de Estudos sobre Democracia, Cidadania e Direito - DECIDe) com financiamento da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior ? CAPES Brasil (Processo Processo - 1483-14-5); Professor do Ensino Superior Adjunto; Professor Colaborador no Programa de Pós Graduação em Artes (PROF-Artes) do Instituto de Artes da Universidade Federal de Uberlândia; e, Pesquisador do Grupo de Estudos e Pesquisas em Didática do Ensino de Geografia e História ? GEPEH/PPGED-UFU. É doutor em educação pelo Programa de Pós-Graduação em Educação da Universidade Federal de Uberlândia ? PPGED/UFU, onde defendeu a tese intitulada ?A Educação para as Relações Étnico-raciais  e o Estudo da História e Cultura da África e Afro-brasileira: formação, saberes e práticas educativas?, com apoio do Programa Mineiro da Capacitação Docente (PMCD) financiado pela Fundação de Amparo a Pesquisa do Estado de Minas Gerais (FAPEMIG), e pela CAPES-Brasil; é mestre em educação pelo Programa de Pós Graduação em Educação da Faculdade de Educação da Universidade de São Paulo (FEUSP) onde defendeu a dissertação de mestrado intitulada ?Do PAIUB ao ?provão?: avaliação institucional do ensino superior no Brasil?, com apoio da CAPES-Brasil; e, bacharel e licenciado em História pela Universidade Estadual Paulista Júlio de Mesquita Filho ? UNESP. Tem experiência na área de História e Educação, com ênfase em Educação, atuando principalmente nos seguintes temas: Ensino de História, História e Cultura Afro-brasileira, História da África, Políticas Educacionais, Formação de Professores. É autor de diversas publicações no Brasil e no exterior: Portugal, Espanha, Nigéria, Argentina, Uruguai, dentre outros países.",12-07-2022,Universidade de Coimbra,https://orcid.org/0000-0002-0710-8810
