TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Histórias e Memórias de Folias de Reis,2010,Português,VAZIO,['Daniel Santos Costa'],['1'],['1']
O corpo é de plástico?,2013,Português,VAZIO,"['Daniel Santos Costa', 'Baptistella, Rosana', 'Freitas, Marlene', 'Freitas, Juliana']","['1', '2', '3', '4']",['1']
Encruzilhadas de uma Dança Teatral Brasileira: F(r)icção Arte-Vida no Processo Criativo,2016,Português,VAZIO,['Daniel Santos Costa'],['1'],['1']
Estudos sobre o corpo,2017,Português,VAZIO,['Daniel Santos Costa'],['1'],['1']
Corpo e diásporas performativas,2019,Português,VAZIO,['Daniel Santos Costa'],['1'],['1']
Arte na educação básica,2018,Português,VAZIO,"['Daniel Santos Costa', 'Tiago Samuel Bassani']","['1', '2']",['1']
"Arte na educação básica: experiências, processos e práticas contemporâneas II",2020,Português,VAZIO,"['Daniel Santos Costa', 'Tiago Samuel Bassani']","['1', '2']",['1']
Encruzilhadas de uma dança-teatro brasileira: f(r)icçãoarte-vida no processo criativo,2022,Português,VAZIO,['Daniel Santos Costa'],['1'],['1']
