TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Synthetic approach of symbolic creatures,2003,,Português,"SEED Journal. Semiotics, Evolution, Energy, and Development",XX,1492-3157,"['Angelo Conrado Loula', 'Ricardo Ribeiro Gudwin', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3']",['1'],-99
Semiótica Sintética: sobre a síntese de criaturas simbólicas artificiais,2008,,Português,Informations in Cognito (Cessou em 199u. Cont. 1630-3849 In Cognito),XX,1267-8015,"['Alvaro Joao Magalhaes de Queiroz', 'Ricardo Ribeiro Gudwin', 'Angelo Conrado Loula']","['1', '2', '3']",['3'],-99
Symbols are not uniquely human,2007,10.1016/j.biosystems.2006.09.030,Português,Biosystems (Amsterdam. Print),A4,0303-2647,"['Angelo Conrado Loula', 'Sidarda Ribeiro', 'Ivan de Araújo', 'Ricardo Ribeiro Gudwin', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3', '4', '5']",['1'],-99
Síntese de criaturas simbólicas: um experimento em Vida Artificial,2006,,Português,Cadernos de História da Ciência,C,1809-7634,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Conrado Loula']","['1', '2']",['2'],-99
Symbolic Communication in Artificial Creatures: an experiment in Artificial Life,2004,10.1007/b100195,Português,Lecture Notes in Computer Science,C,0302-9743,"['Angelo Conrado Loula', 'Ricardo Ribeiro Gudwin', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3']",['1'],-99
Emergence of self-organized symbol-based communication in artificial creatures,2010,10.1016/j.cogsys.2008.10.002,Inglês,Cognitive Systems Research,A4,1389-0417,"['Angelo Conrado Loula', 'Ricardo Ribeiro Gudwin', 'El-Hani, Charbel Niño', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3', '4']",['1'],1.384
In the roots of the Symbol Grounding Problem,2011,,Português,International Journal of Signs and Semiotic Systems,XX,2155-5028,"['Angelo Conrado Loula', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2']",['1'],-99
Self-Organization and Peirce?s Notion of Communication and Semiosis,2011,,Português,International Journal of Signs and Semiotic Systems,XX,2155-5028,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Conrado Loula']","['1', '2']",['2'],-99
Aplicação do Jogo Eletrônico Calangos no Ensino do Conceito de Nicho Ecológico,2014,,Português,Revista de Ensino de Biologia da Associação Brasileira de Ensino de Biologia (SBEnBio),B4,1982-1867,"['Ricardo F. Machado', 'Charbel Niño El-Hani', 'Angelo Conrado Loula', 'Maria da Conceição L. Carneiro', 'Vanessa Perpétua G. S. Reis', 'Claudia Sepulveda']","['1', '2', '3', '4', '5', '6']",['3'],-99
Aplicação e Avaliação do Método PBL em Um Componente Curricular Integrado de Programação de Computadores,2014,10.15552/2236-0158/abenge.v33n2p31-43,Português,Revista de Ensino de Engenharia,XX,2236-0158,"['Michele Fúlvia Angelo', 'Angelo Conrado Loula', 'BERTONI, F.C.', 'SANTOS, J.A.M.']","['1', '2', '3', '4']",['2'],-99
Automated Fuzzy System Based on Feature Extraction and Selection for Opinion Classification Across Different Domains,2016,10.1142/S0218488516400122,Inglês,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",XX,1793-6411,"['Matheus Cardoso de A. Silva', 'Angelo Conrado Loula', 'Matheus Giovanni Pires']","['1', '2', '3']",['2'],-99
Consideraciones didácticas para el desarrollo de actividades de modelización sobre termorregulación en animales apoyadas en el videojuego calangos,2017,,Português,Ensenanza de Las Ciencias,A1,0212-4521,"['Erika Patricia Daza-Pérez', 'Charbel Niño El-Hani', 'Angelo Conrado Loula']","['1', '2', '3']",['3'],-99
On redundant coverage maximization in wireless visual sensor networks: Evolutionary algorithms for multi-objective optimization,2019,10.1016/j.asoc.2019.105578,Inglês,APPLIED SOFT COMPUTING,A1,1568-4946,"['Elivelton O. Rangel', 'COSTA, DANIEL G.', 'Angelo Conrado Loula']","['1', '2', '3']",['3'],-99
Identificação computacional de estruturas métricas de versificação na prosa literária de Euclides da Cunha,2020,,Português,Revista de Estudos da Linguagem,XX,2237-2083,"['Ricardo Sena Carvalho', 'Angelo Conrado Loula', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3']",['2'],-99
Modeling a Virtual World for the Educational Game Calangos,2014,10.1155/2014/382396,Português,International Journal of Computer Games Technology,XX,1687-7055,"['Angelo Conrado Loula', 'Leandro Nunes de Castro', 'Antonio Lopes Apolinário Jr.', 'Pedro Rocha', 'Maria da Conceição L. Carneiro', 'Vanessa Perpétua G. S. Reis', 'Ricardo F. Machado', 'Claudia Sepulveda', 'Charbel Niño El-Hani']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99
