PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
XIV Encontro Anual da Associação Brasileira de Educação Musical,2005,2005,EXTENSAO,"['Marcelo Almeida Sampaio', 'SANTIAGO, Patrícia Furst', 'BRASIL, Rogério Bianchi', 'Abel Raimundo Moraes e Silva', 'Luiz Alberto Bavaresco de Naveda', 'Wilma Zanella', 'Antonio Carlos Guimarães', 'Marcelo de Magalhães Cunha']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Adaptação Curricular do Curso de Licenciatura em Música com habilitação em Instrumento ou Canto,2007,2007,OUTRA,"['Marcelo Almeida Sampaio', 'BRASIL, Rogério Bianchi', 'Sérgio de Martino Aversa']","['SIM', 'NAO', 'NAO']"
Adaptação Curricular do Projeto Pedagógico do Curso de Pós-Graduação Lato Sensu Princípios e Recursos Pedagógicos em Música,2008,2008,OUTRA,"['Marcelo Almeida Sampaio', 'BRASIL, Rogério Bianchi', 'Magda Lúcia Chamon']","['SIM', 'NAO', 'NAO']"
Adaptação Curricular do Projeto Pedagógico do Curso de Pós-Graduação Lato Sensu Música Brasileira: Práticas Interpretativas,2008,2008,OUTRA,"['Marcelo Almeida Sampaio', 'BRASIL, Rogério Bianchi', 'Magda Lúcia Chamon']","['SIM', 'NAO', 'NAO']"
Projeto de Inovação Pedagógica para a Pós-graduação Lato Sensu: Educação Musical Escolar,2013,2014,OUTRA,"['Marcelo Almeida Sampaio', 'SILVA, Helena Lopes da', 'MIRANDA, Vanessa R. Eleutério', 'Gislene Marino Costa']","['SIM', 'NAO', 'NAO', 'NAO']"
Projeto de Inovação Pedagógica para a Pós-graduação Lato Sensu:  Didática do Instrumento e do Canto,2013,2014,OUTRA,"['Marcelo Almeida Sampaio', 'SILVA, Helena Lopes da', 'MIRANDA, Vanessa R. Eleutério', 'Gislene Marino Costa']","['SIM', 'NAO', 'NAO', 'NAO']"
Ensino da leitura à primeira vista ao piano,2019,ATUAL,PESQUISA,"['Marcelo Almeida Sampaio', 'SANTIAGO, Patrícia Furst']","['SIM', 'NAO']"
Projeto Pedagógico para o Curso de Tecnólogo em Produção Fonográfica,2020,2021,DESENVOLVIMENTO,"['Marcelo Almeida Sampaio', 'Moacyr Laterza Filho', 'AMARAL, Ulisses Coutinho', 'COSTA, Leonardo', 'PEREIRA, Wagner Candian']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Projeto Pedagógico do Curso de Licenciatura em Música com habilitação em Educação Musical Escolar,2012,2012,OUTRA,"['Marcelo Almeida Sampaio', 'RAMOS, Ana Consuelo', 'COSTA, Gisele Maria', 'GARCIA, Cláudia Araújo', 'SANTOS, César Timóteo de Oliveira', 'PEREIRA, Marcelo das Dores', 'RODRIGUES, Fernando Macedo', 'CARNEIRO, Aline Nunes', 'SILVA, Helena Lopes da', 'MIRANDA, Vanessa R. Eleutério', 'Gislene Marino Costa', 'Sarah Ramez Ferreira', 'Renata Nunes Vasconcelos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Projeto Pedagógico do Curso de Licenciatura em Música com habilitação em Canto ou Instrumento,2012,2012,OUTRA,"['Marcelo Almeida Sampaio', 'RAMOS, Ana Consuelo', 'COSTA, Gisele Maria', 'GARCIA, Cláudia Araújo', 'SANTOS, César Timóteo de Oliveira', 'PEREIRA, Marcelo das Dores', 'RODRIGUES, Fernando Macedo', 'CARNEIRO, Aline Nunes', 'MIRANDA, Vanessa R. Eleutério', 'Gislene Marino Costa', 'Sarah Ramez Ferreira', 'Renata Nunes Vasconcelos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Projeto Pedagógico do Curso de Bacharelado em Música com habilitação em Canto ou Instrumento,2012,2012,OUTRA,"['Marcelo Almeida Sampaio', 'RAMOS, Ana Consuelo', 'COSTA, Gisele Maria', 'GARCIA, Cláudia Araújo', 'PEREIRA, Marcelo das Dores', 'RODRIGUES, Fernando Macedo', 'CARNEIRO, Aline Nunes', 'SILVA, Helena Lopes da', 'MIRANDA, Vanessa R. Eleutério', 'Gislene Marino Costa', 'Renata Nunes Vasconcelos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Projeto Pedagógico do Curso Básico de Música do CEFAR,2012,2012,OUTRA,"['Marcelo Almeida Sampaio', 'Maria José Reis Machado', 'Maria Izabel Vieira Carvalho']","['SIM', 'NAO', 'NAO']"
"Iniciação musical ao piano no Brasil: levantamento, resumo e estudo comparativo",1995,1996,PESQUISA,"['Marcelo Almeida Sampaio', 'Fúlvia Escobar', 'Maria Lúcia Senna Machado Pascoal']","['NAO', 'NAO', 'SIM']"
As estratégias pedagógicas para a leitura à primeira vista ao piano,2013,2017,PESQUISA,['Marcelo Almeida Sampaio'],['SIM']
Métodos brasileiros de iniciação ao piano: um estudo sob o ponto de vista pedagógico,2000,2001,PESQUISA,"['Marcelo Almeida Sampaio', 'Salomea Gandelman']","['NAO', 'SIM']"
