TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Reflexões sobre o teatro de animação na contemporaneidade,2007,,Português,MÓIN-MÓIN (UDESC),A2,1809-1385,['Mario Ferreira Piragibe'],['1'],['1'],-99
SANGUE BOM: UMA PEÇA E DOIS PROCESSOS A escrita e a leitura de um espetáculo de animação,2015,10.14393/RR-v2n2a2015-09,Português,Revista Rascunhos - Caminhos da Pesquisa em Artes Cênicas,A4,2358-3703,['Mario Ferreira Piragibe'],['1'],['1'],-99
Did you say pareidolia?,2017,,Inglês,The Puppet Master,C,0033-4413,['Mario Ferreira Piragibe'],['1'],['1'],-99
Luz-personagem: duas possibilidades cômicas de relação entre atuação e iluminação.,2018,10.5965/1414573101312018113,Português,Urdimento (UDESC),A1,1414-5731,"['BRACCIALLI, FELIPE', 'Mario Ferreira Piragibe']","['1', '2']",['2'],-99
"Objeto, corpo, espaço, e... Provocações sobre dramaturgia e formação no Teatro de Animação",2018,10.5965/1414573102322018103,Português,Urdimento (UDESC),A1,1414-5731,['Mario Ferreira Piragibe'],['1'],['1'],-99
DOSSIÊ DIGITAL CENA ANIMADA Mestres argentinos do Teatro de Animação Latino-Americano,2018,10.14393/issn2358-3703.v5n2a2018-01,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,['Mario Ferreira Piragibe'],['1'],['1'],-99
Nine questions on teaching directing for puppet theatre: a trans-cripting-re-creation of a dialogue,2019,10.5965/2595034702212019432,Português,MÓIN-MÓIN (UDESC),A2,1809-1385,"['ASTLES, CARIAD', 'Mario Ferreira Piragibe']","['1', '2']",['2'],-99
Nove questões sobre o ensino de direção para Teatro de Bonecos: Uma re-criação-trans-crita de um diálogo,2019,10.5965/2595034702212019402,Português,MÓIN-MÓIN (UDESC),A2,1809-1385,"['ASTLES, CARIAD', 'Mario Ferreira Piragibe']","['1', '2']",['2'],-99
Reflexões sobre o Teatro de Animação na Universidade brasileira,2020,,Português,DRAMATURGIAS. REVISTA DO LABORATÓRIO DE DRAMATURGIA (LADI-UNB),A3,2525-9105,"['Mario Ferreira Piragibe', 'Jaílson Araújo Carvalho']","['1', '2']",['1'],-99
"O Teatro de Animação e a Pesquisa Acadêmica: um apanhado de apontamentos, desafios e dúvidas",2016,,Português,Móin-Móin (UDESC),A2,1809-1385,['Mario Ferreira Piragibe'],['1'],['1'],-99
