TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Moda, frivolidade e projeto político de José de Alencar.",2002,Português,Insular/UDESC/CEART,['Maria Claudia Bonadio'],['1'],['1']
Teorias e práticas da moda e do gosto: de Pierre Bourdieu a Gloria Kali.,2002,Português,Arte &amp; ciêcia,['Maria Claudia Bonadio'],['1'],['1']
Moda e feminilidade: um todo indivisível.,2002,Português,Arte &amp; Ciência,['Maria Claudia Bonadio'],['1'],['1']
"Discrição, disciplina e alguns quilinhos a mais.",2005,Português,Annablume,['Maria Claudia Bonadio'],['1'],['1']
Teorias e práticas da moda e do gosto: de Pierre Bourdieu à Glória Kalil,2005,Português,Arte &amp; Ciência,['Maria Claudia Bonadio'],['1'],['1']
Moda e feminilidade: um todo indivisível,2005,Português,Editora Arte &amp; Ciência,['Maria Claudia Bonadio'],['1'],['1']
"Discrição, disciplina e alguns quilinhos a mais.",2009,Português,Annablume,['Maria Claudia Bonadio'],['1'],['1']
O Croqui: Algumas interpretações possíveis,2010,Português,Editora PUC Goiás,['Maria Claudia Bonadio'],['1'],['1']
Moda e Tropicália: Aproximações e invenções,2011,Português,Estação das Letras e Cores,['Maria Claudia Bonadio'],['1'],['1']
O corpo vestido,2015,Português,Intrínseca,['Maria Claudia Bonadio'],['1'],['1']
La moda como smalto della modernità. Rapprezentazioni dell'image femminile nella pubblicità dei grandi magazzini Mappin (San Paolo 1913-1929),2016,Português,Mimesis/IUAV,['Maria Claudia Bonadio'],['1'],['1']
A Tropicália e a publicidade de moda,2017,Português,Universidade de Caxias do Sul,['Maria Claudia Bonadio'],['1'],['1']
"As roupas do costureiro, ou Dener Pamplona Abreu e as representações de si",2017,Português,Eduem,['Maria Claudia Bonadio'],['1'],['1']
Percursos da moda masculina,2017,Português,Eduem,"['Maria Claudia Bonadio', 'Ivana Guilherme Simili']","['1', '2']",['1']
A moda brasileira e as telenovelas: consumo e visualidade (1978-2001),2019,Português,Alameda,"['Maria Claudia Bonadio', 'Maria Eduarda Araújo Guimarães']","['1', '2']",['1']
The portraits of the couturier: Dener Pamplona Abreu and the uses of photography,2019,Português,Universidade do Porto,['Maria Claudia Bonadio'],['1'],['1']
Consumerism and Advertising in 20th-Century Brazil,2020,Português,Oxford University Press,['Maria Claudia Bonadio'],['1'],['1']
"Traje: um objeto de arte??: Pietro Maria Bardi, o werable art e o museu fora dos limites _",2021,Malgaxe,UFJF,['Maria Claudia Bonadio'],['1'],['1']
