TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Quarto and Folio King Lear and the Changes in Characterization of Goneril and Regan: from medieval to modern dramaturgy,2002,,Inglês,Estudos Anglo-Americanos ABRAPUI,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Constructions of masculinities: fathers, men, and males in Christopher Marlowe's Edward II",2003,,Português,Estudos Lingüísticos e Literários,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Experiência poética na alquimia do fetiche: deslocando sensualidade e transcendência no poema,2006,,Português,Revista Imaginária,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Interkulturelles Lernen und lehrbuchgestützte, individualisierende Unterrichtsformen im schulischen DaF-Unterricht",2005,,Alemão,Pandaemonium Germanicum,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Alunos assumem funções didáticas do professor: algumas propostas de como melhorar a fluência oral na sala de aula da língua estrangeira,2005,,Português,PROJEKT,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Meibauer, Jörg. Pragmatik. Eine Einführung (resenha)",2001,,Alemão,Info DaF,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Hindinger, Barbara: Tragische Helden mit verletzten Seelen. Männerbilder in den Dramen Friedrich Hebbels. (resenha)",2005,,Alemão,Info DaF,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Neuhaus, Stefan. Literaturkritik - eine Einführung. (resenha)",2006,,Alemão,Info DaF,XX,-,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
?Übersetzen als kulturelles Handeln: Zur politischen Motivation der Übersetzungsstrategien in Thomas Braschs Shakespeareübersetzung ?Wie es euch gefällt??,2006,,Alemão,Pandaemonium Germanicum,XX,1414-1906,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"&amp;quot;Shakespeare´s Drama: Appropriations on Page, Stage, and Celuloid.&amp;quot;",2006,,Português,Ilha do Desterro (UFSC),XX,0101-4846,"['Stephan Arnulf Baumgartel', 'Guimarães Lapoli, Daniela', ""O'Shea, José Roberto""]","['1', '2', '3']",['1'],-99
O surgimento de um teatro pós-dramático na Alemanha no fim do século XX - contextos históricos e estéticos.,2007,,Português,Scripta UNIANDRADE,A3,1679-5520,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Um teatro contemporâneo como laboratório da fantasia social: alguns apontamentos acerca do teatro chamado pós-dramático,2007,,Português,Urdimento (UDESC),A1,1414-5731,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
teatralidade textual e globalização: algumas reflexões e uma breve análise de 525 linhas de Marcelo Paiva,2008,,Português,DAPesquisa,A4,1808-3129,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
