TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A PEÇA HISTÓRICA NO ÂMBITO DAS FORMAS TEATRAIS PÓS-DRAMÁTICAS: UMA BREVE ANÁLISE DA ENCENAÇÃO WALLENSTEIN DO COLETIVO TEATRAL ALEMÃO RIMINI-PROTOKOLL,2008,,Português,Fênix (UFU. Online),A3,1807-6971,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Como fumaça sobre o lago. Reflexos da dimensão política na performatividade pós-dramática,2009,,Português,Sala Preta (USP),XX,1519-5279,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Body Politics Between Sublimation and Subversion: Critical Perspectives on Twentieh-Century All Male Performances of Shakespeare's As You Like It,2009,,Inglês,Shakespearean international yearbook,XX,1465-5098,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
O sujeito da língua sujeito à língua: reflexões sobre a dramaturgia performativa contemporânea.,2010,,Português,Revista VIS (UnB),A4,1518-5494,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
ESTRATÉGIAS DE ESCRITA TEATRAL NÃO-DRAMÁTICAS E A OFICINA DE DRAMATURGIA NO CONTEXTO CONTEMPORÂNEO: ALGUMAS REFLEXÕES PRELIMINARES,2011,,Português,O Teatro Transcende (Online),C,2236-6644,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Estruturas comunicativas na textualidade teatral além do drama rigoroso ? a crise do drama em dois textos teatrais brasileiros do fim dos anos 80,2011,,Português,Sala Preta (USP),XX,1519-5279,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Meta-textualidade, instâncias  de enunciação e conflitos  não-narrativos ? reflexões  sobre impulsos não-dramáticos na  dramaturgia brasileira contemporânea",2012,,Português,Urdimento (UDESC),A1,1414-5731,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Autobiografias e a possibilidade de uma cena engajada: as experiências de proyecto prometeu e testigo de las ruínas do grupo mapa teatro,2012,,Português,O Percevejo Online,XX,2176-7017,"['Stephan Arnulf Baumgartel', 'Heloisa Marina da Silva']","['1', '2']",['1'],-99
EL SUJETO DE LA LENGUA SUJETO A LA LENGUA,2012,,Português,Teatro revista de Estudios Culturales,XX,2174-579X,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Entre continuidad y ruptura dramática: la crisis de la representación dramática en el trabajo del dramaturgo brasileño Luis Alberto de Abreu.,2013,,Português,Telondefondo (Buenos Aires),B3,1669-6301,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Um encontro construtivamente arruinador: efeitos de p/presença na escrita teatral  contemporânea a partir do texto ?Antes do fim? de Marcelo Bourscheid.,2013,,Português,Ilinx,C,2316-8366,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Ecce homo, ecce animal, ecce alguém",2014,,Português,cartografias.mitsp,NP,2357-7487,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
THE JOGO-GO-GO MUST GO ON - A CONSTRUÇÃO DE UMA INTERPELAÇÃO TRÁGICA-FARSESCA NA PERFORMANCE URBANA CONTEMPORÂNEA: o exemplo Hasard do Erro Grupo,2014,,Português,Sala Preta,A3,2238-3867,"['Stephan Arnulf Baumgartel', 'Mayana Marengo Machado']","['1', '2']",['1'],-99
O dramático e o não-dramático na sombra da globalização:  buscas por formas adequadas de resistência simbólica  na dramaturgia brasileira,2012,,Português,Ouvirouver (Online),XX,1983-1005,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Pequeño relevamiento crítico de la crisis de la dramaturgia brasileña posdictatorial,2015,,Português,Telondefondo (Buenos Aires),B3,1669-6301,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Dos guetos que habito: negritudes em procedimentos poéticos cênicos,2015,,Português,Urdimento (UDESC),A1,1414-5731,"['Adriana Patricia santos', 'Stephan Arnulf Baumgartel']","['1', '2']",['2'],-99
A Construção de Presença e a Cena Teatral Multimidiática: a hegemonia de uma presença imanente,2015,10.1590/2237-266047774,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,"['Stephan Arnulf Baumgartel', 'Juarez Nunes']","['1', '2']",['1'],-99
Expor Modos de Vir a Ser Plural: Reflexões Sobre os Jogos Didascálicos em A Nau dos Loucos de Luis Alberto de Abreu,2016,10.21604/2177-8841/moringa.v7n2p41-56,Português,Moringa - Artes do Espetáculo (UFPB),A3,2177-8841,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Jogos didascálicos contemporâneos: modos de abrir espaços poéticos de coralidade e circunscrever um lugar para a fala,2016,10.11606/issn.2238-3867.v16i2p233-256,Português,Revista Sala Preta,A3,2238-3867,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
A metáfora acontece na imaginação do espectador ? sobre ?Aesthetics of Absence ? texts on theatre? de Heiner Goebbels,2016,,Português,Art Research Journal,A3,2357-9978,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
O flashmob e o rolezinho: considerações sobre a construção estética de um corpo político coletivo num espaço de ostentação capitalista,2016,10.5965/1414573101262016128,Português,Urdimento (UDESC),A1,1414-5731,"['Fátima Costa Lima', 'Stephan Arnulf Baumgartel']","['1', '2']",['2'],-99
"Por qUe o sr. r. enL oUqUece U?,  ou: a que  tipo de vivacidade é um corpo capaz na cena  da indústria cultural hoje?",2017,,Português,cartografias.MITsp -  Revista de Artes Cênicas,NP,2357-7487,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
Sobre o rigor da pesquisa em artes cênicas na universidade brasileira,2017,,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Bya Braga', 'Glaúcio Machado Santos', 'Stephan Arnulf Baumgartel']","['1', '2', '3']",['3'],-99
Máscaras de uma branquitude consagrada: expor é profanar?,2017,,Português,Revista Sala Preta Eletrônica,A3,2238-3867,"['Stephan Arnulf Baumgartel', 'Antonio Carlos Jucca Rodrigues']","['1', '2']",['1'],-99
Mimesis performativa: imediatez em ação ou a  ação da mediação?,2018,,Português,CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA,A4,2317-5737,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
AVATARES DA PEÇA BEM-FEITA NA DRAMATURGIA BRASILEIRA CONTEMPORÂNEA,2019,10.22456/2236-3254.88658,Português,REVISTA CENA,XX,2236-3254,"['Stephan Arnulf Baumgartel', 'Elen de Medeiros', 'João Sanches']","['1', '2', '3']",['1'],-99
A INSTALAÇÃO TEATRAL - UMA PRÁTICA INTERDISCIPLINAR ENTRE AFIRMAÇÃO E (AUTO)CRÍTICA,2020,10.22478/ufpb.2177-8841.2020v11n1.53468,Português,MORINGA - ARTES DO ESPETÁCULO (UFPB),A3,2177-8841,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
A exposição de um corpo qualquer singular:,2021,10.5216/ac.v7i1.66581,Português,REVISTA ARTE DA CENA,B1,2358-6060,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
"Prometendo a cena online como acontecimento: Uma análise de Tudo que coube numa VHS, do Grupo Magiluth",2021,10.5965/1414573102412021e0123,Português,Urdimento (UDESC),A1,1414-5731,"['Stephan Arnulf Baumgartel', 'Giorgio Zimann Gislon', 'Karine de Oliveira Cupertino']","['1', '2', '3']",['1'],-99
Espaço(s): configurações na cena brasileira e latino-americana,2020,,Português,Urdimento-Revista De Estudos Em Artes Cenicas,A1,2358-6958,"['Stephan Arnulf Baumgartel', 'Fátima Costa Lima']","['1', '2']",['1'],-99
Encenação enquanto Instalação,2010,,Português,"Anais 1o colóquio internacional de arquitetura, teatro e cultura",XX,2178-2520,['Stephan Arnulf Baumgartel'],['1'],['1'],-99
