TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
El Imperio de los incas. Una canción que retumba entre las altas montañas,2008,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
Vaudou: fe que llena de encanto a la Perla Negra de El Caribe,2009,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
"Memorias, sociedades, políticas y procesos culturales en América Latina",2013,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
Ser de imagen y de signo. Abordajes sobre el Patrimonio Cultural,2015,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
Iramotumawitu. Una exploración a los espacios de la memoria del pueblo warao,2016,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
Desafíos y propuestas en salvaguarda de nuestro Patrimonio Cultural,2016,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
El imperio de los incas Una canción que retumba entre  las altas montañas,2017,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
Los warao de Venezuela. Mitología e historia de la gente de agua,2018,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
"Yakera, Ka Ubanoko ? O dinamismo da etnicidade Warao",2020,Português,VAZIO,"['Carmen Lúcia Silva Lima', 'Carlos Marinho Cirino', 'Jenny González Muñoz']","['1', '2', '3']",['3']
Caldo Culinario. Comidas suramericanas como Patrimonio Cultural Inmaterial,2021,Espanhol,VAZIO,"['Jenny González Muñoz', 'José Marcial Ramos Guédez', 'Fernando Piñero', 'José Gregorio Aguiar López', 'Sergia Cadenas', 'Fábio Vergara Cerqueira', 'Zulma Masi', 'Lilian Amélia dos Santos', 'Maria Tereza Dantas Moura']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['1']
Premios Nacionales de Cultura Periodismo Cultural Luis Alberto Crespo 1994,2010,Espanhol,VAZIO,['Jenny González Muñoz'],['1'],['1']
