ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2113943674181774,Amir Brito Cadôr,Cadôr,"CADÔR, Amir Brito;BRITO CADÔR, AMIR",São Paulo,SP,"Graduado em Artes Plásticas pela Unicamp, fez o mestrado em Artes na mesma universidade e o doutorado na Escola de Belas Artes da UFMG, onde atua como professor de Artes Gráficas na graduação e como professor permanente do PPG-Artes. Participou de mostras coletivas de gravura e de poesia visual em Belo Horizonte, Campinas, Curitiba e Santos, além de mostras de livro de artista na Espanha, França, México e Estados Unidos. Em 2011 realizou exposição individual em Belo Horizonte. Traduziu &amp;quot;A nova arte de fazer livros&amp;quot;, de Ulises Carrión. Atua como editor, tendo publicado dez livros pelas edições Andante, dentre os quais se destacam ?O livro dos seres imaginários?, &amp;quot;A Night Visit to the Library&amp;quot;, &amp;quot;Learn to Read Art&amp;quot; e &amp;quot;Elogio da Mão&amp;quot;. Desde 2004 realiza pesquisas sobre livros de artista, ministrou cursos e palestras sobre este tema em Belo Horizonte, São Paulo, Florianópolis, Porto Alegre e Brisbane (Austrália). Fez a curadoria de exposições sobre livros de artista no Centro Cultural São Paulo (SP), Centro Cultural da UFMG (MG), Sesc Pompeia (SP), Museu de Arte da Pampulha (MG), Biblioteca Universitária da UFMG e no Museu da Imagem e do Som de Santos (SP). É curador da Coleção Livro de Artista da UFMG. Publicou artigos em periódicos acadêmicos (Revista Estúdio, Pós) e revistas especializadas em livros de artista, como The Blue Notebook (UK) e JAB - The Journal of Artists' Books (EUA). Contribuiu com ensaio para o livro Entre ser um e ser mil: o objeto livro e suas poéticas e escreveu para os catálogos de exposição de Paulo Bruscky, (Museu de Arte da Pampulha/MG, 2010) e Raymundo Colares (MAM/SP, 2010). Em 2016, a editora da UFMG publicou sua pesquisa de doutorado, O livro de artista e a enciclopédia visual. Tem experiência na área de Artes, com ênfase em Artes Gráficas, atuando principalmente nos seguintes temas: livro de artista, publicações de artista, poesia visual e tipografia.",28-03-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0001-9471-3607
