PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Projeto Artístico para o Desenvolvimento Social,2002,2006,EXTENSAO,"['Fernando Manoel Aleixo', 'Ana Carolina da Rocha Mundim']","['SIM', 'NAO']"
Vocabulário Poético do Ator: corporeidade da voz e dramaturgia do corpo,2008,2012,PESQUISA,['Fernando Manoel Aleixo'],['SIM']
A Benfazeja ? Teatro e Literatura a partir de um conto de Guimarães Rosa,2011,2011,EXTENSAO,['Fernando Manoel Aleixo'],['SIM']
"Ateliês em Artes Cênicas: produção, extensão e difusão cultural",2011,2013,EXTENSAO,"['Fernando Manoel Aleixo', 'Ana Carolina da Rocha Mundim', 'Narciso Laranjeira Telles da silva', 'Ana Maria Pacheco Carneiro', 'Mara Lucia Leal', 'Mariene Hundertmarck Perobelli', 'Mario Piragibe', 'Vilma Campos Leite']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Palavras, palavras, palavras: ensaio de Hamlet",2011,2012,EXTENSAO,['Fernando Manoel Aleixo'],['SIM']
Ateliês em Artes Cênicas: teatro-educação,2013,2016,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli', 'Vilma Campos Leite', 'Paulina Maria Caon', 'Luiz Carlos Leite']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Práticas e Poéticas Vocais nas Artes Cênicas (primeira etapa): ressonâncias em Uberlândia.,2012,2014,PESQUISA,['Fernando Manoel Aleixo'],['SIM']
"CONEXÃO ERE: arte, educçaão e infância (Registro SIEX: 18842 - Deferido pela PROEX-UFU)",2018,ATUAL,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli']","['SIM', 'NAO']"
I Curso Básico de Formação em Antroposofia - parceria Teatro-UFU - ABMA - MG (Registro SIEX - 21066 - Deferido pela PROEX),2019,2020,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli', 'Tânia Helena Alvares']","['SIM', 'NAO', 'NAO']"
Quadro CPI dos Pais: difusão de conhecimentos sobre o desenvolvimento da primeira infância - primeira etapa (Registro SIEX 23095 - Deferido pela PROEX-UFU)),2019,ATUAL,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli']","['SIM', 'NAO']"
CORPO-VOZ: abordagens pedagógicas e poéticas (primeiras etapas: 2020 - 2024),2020,ATUAL,PESQUISA,['Fernando Manoel Aleixo'],['SIM']
Erê Miniaturas: músicas para a crianção de vínculo adulto-criança (registro SIEX 23046),2020,2020,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli']","['SIM', 'NAO']"
Projeto CONEXÃO ERÊ: comunidade de aprendizagem em parentalidade em situação de crise devido a Pandemia de COVID-19 - Primeira Etapa (Registro SIEX - 23117 - Deferido pela PROEX),2020,ATUAL,EXTENSAO,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli']","['SIM', 'NAO']"
Práticas e Poéticas Vocais nas Artes Cênicas (segunda etapa): voz e rituais,2014,2019,PESQUISA,"['Fernando Manoel Aleixo', 'Dirce Helena Benevides', 'Daiane Dordete Steckert Jacobs', 'Janaina Trasel Martins']","['SIM', 'NAO', 'NAO', 'NAO']"
