PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Grotowski e a criação teatral contemporânea no Brasil,2003,2005,PESQUISA,['Fernando Antonio Mencarelli'],['SIM']
Criação e Pesquisa no Teatro Brasileiro Contemporâneo: grupos e processos criativos em Belo Horizonte (Bolsa PQ/CNPq),2005,2012,PESQUISA,['Fernando Antonio Mencarelli'],['SIM']
Criação e Pesquisa no Teatro Brasileiro Contemporâneo: a produção acadêmica,2006,2009,PESQUISA,"['Fernando Antonio Mencarelli', 'Frederico Ramos Oliveira', 'Pedro Lapones do Amaral Gontijo Cunha']","['SIM', 'NAO', 'NAO']"
Formação dos artistas da cena em perspectiva intercultural: teorias e práticas contemporâneas - Bolsa Capes POSDOC Exterior,2010,2012,PESQUISA,['Fernando Antonio Mencarelli'],['SIM']
"Práticas corporais, alteridade e autonomia criativa: cultura de grupo e pedagogia",2011,2016,PESQUISA,['Fernando Antonio Mencarelli'],['SIM']
Memória do Teatro Universitário,1994,1994,EXTENSAO,['Fernando Antonio Mencarelli'],['SIM']
Processos criativos e formativos em artes da cena: ações pedagógicas e críticas do Laboratório CRIA,2015,ATUAL,PESQUISA,"['Fernando Antonio Mencarelli', 'Rodrigo Campos Rocha', 'MOnica Medeiros Ribeiro', 'Cassiano Sidow Quilici', 'Ricardo Gomes', 'Tatiana Motta Lima', 'Nerina Dip', 'Christine Douxami', 'Carla Andrea Silva Lima', 'Mauro Rodrigues', 'Daniel Reis Plá', 'Gilson Brandão Costa', 'Priscilla de Queiroz Duarte', 'Maximo José Gomez', 'Elisa Martins Belém Vieira', 'Juliana Coelho de Souza Ladeira', 'Laure Marie-Louise Clémence Garrabé', 'Tarcísio dos Santos Ramos', 'Wladilene de Sousa Lima', 'Valéria Frota Andrade', 'Alberto da Cunha e Silva Neto']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Cultura UFMG: projeto de formação de produtores e divulgadores culturais,2014,2016,EXTENSAO,['Fernando Antonio Mencarelli'],['SIM']
Cultura Ativa e transculturalidade: o Workcenter de Jerzy Grotowski e Thomas Richards e uma política do sensível,2016,ATUAL,PESQUISA,['Fernando Antonio Mencarelli'],['SIM']
As artes performativas e a educação universitária para uma cidadania cultural: conhecimento e pluralidade epistêmica,2019,ATUAL,PESQUISA,"['Fernando Antonio Mencarelli', 'MOnica Medeiros Ribeiro']","['SIM', 'NAO']"
Formação Transversal em Culturas em Movimento e Processos Criativos,2016,ATUAL,OUTRA,"['Fernando Antonio Mencarelli', 'Leda Maria Martins', 'Denise Pedron', 'Rodrigo Vivas']","['NAO', 'SIM', 'NAO', 'NAO']"
Portal Primeiro Sinal: preservação e difusão da memória e do conhecimento teatral,2012,ATUAL,EXTENSAO,"['Fernando Antonio Mencarelli', 'Luciene Borges', 'Mariana Lima e Muniz']","['NAO', 'NAO', 'SIM']"
Teatro e cidadania: população de rua,1997,1997,EXTENSAO,"['Fernando Antonio Mencarelli', 'Leticia Mendes de Oliveira', 'Maria Valeria Ferreira', 'Maria Vilas Boas Mendes', 'Paula Fernandes Nunes Faustino']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
