INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Secretaria Estadual de Educação do Estado de Minas Gerais,1990,1,1,1,,ENSINO-MEDIO,['Educação Artística']
Secretaria Estadual de Educação do Estado de Minas Gerais,1990,1,1,1,,ENSINO-FUNDAMENTAL,['Educação Artística']
Prefeitura Municipal de Uberlândia,1991,12,12,12,,ENSINO-FUNDAMENTAL,['Educação Artística']
Faculdades Integradas do Triangulo,1991,12,12,12,Fisioterapia,GRADUACAO,['Métodos e Técnicas de Pesquisa']
Universidade Federal de Uberlândia,1997,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino sob Estágio Supervisionado 1', 'Projeto Teórico 1', '´Projeto Teórico 1']"
Universidade Federal de Uberlândia,1997,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,1998,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Tórico 1', 'Tópicos Especiais 1']"
Universidade Federal de Uberlândia,1998,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Tórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,1999,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Projeto Teórico 1', 'Tópicos Especiais 1', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,1999,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Projeto Integrado', 'Projeto Teórico 1', 'Tópicos Especiais 1', 'Projeto Teórico 2', 'Tópicos Especias 2']"
Universidade Federal de Uberlândia,2000,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Metologia Científica 2', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2000,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Metodologia Cintífica 2', 'Projeto Teórico 1', 'Tópicos Especiais 1']"
Universidade Federal de Uberlândia,2001,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Projeto Integrado', 'Metodologia Específica', 'Projeto Teórico 1', 'Tópicos Especiais 1', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2001,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Teórico 1', 'Tópicos Especiais 1', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2002,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Teórico 1', 'Tópicos Especiais 1', 'Projeto Teórico 2', 'T´popicos Especiais 2']"
Universidade Federal de Uberlândia,2002,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Metodologia Específica', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2003,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino sob Est. Supervisionado 1', 'Projeto Teórico 1', 'Tópicos Especiais 1']"
Universidade Federal de Uberlândia,2003,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino sob Est. Supervisionado 1', 'Projeto Teórico 1', 'Tópicos Especiais 1']"
Universidade Federal de Uberlândia,2004,12,12,12,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino sob Est. Sup. 4', 'Projeto Teórico 1', 'Projeto Teórico 2', 'Tópicos Especiais 1', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2004,7,7,7,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino sob Est. Sup. 4', 'Projeto Teórico 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2005,07,07,07,Educação Artistica Hab Artes Plásticas,GRADUACAO,"['Prática de Ensino  2', 'Projeto Teórico 1', 'Projeto Teórico 2', 'Tópicos Especiais 1', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2010,08,08,08,Artes Visuais,GRADUACAO,"['Estágio Supervisionado I', 'Projeto 2', 'Tópicos Especiais 2 - Teórico']"
Universidade Federal de Uberlândia,2010,12,12,12,Artes Visuais,GRADUACAO,"['Estágio Supervisionado 2', 'Projeto 2', 'Tópicos Especiais 2']"
Universidade Federal de Uberlândia,2011,07,07,07,Artes Visuais,GRADUACAO,"['Estágio Supervisonado 1', 'Metodologia da Pesquisa em arte', 'Projeto 2', 'Tópicos Especiais 2', 'Projeto Integrado de Prática Educativa 3', 'Tópicos Especiais 2 - Teórico', 'Trabalho de Conclusão de Curso 1']"
Universidade Federal de Uberlândia,2011,12,12,12,Artes Visuais,GRADUACAO,['Trabalho de Conclusão de Curso 2']
Universidade Federal de Uberlândia,2012,07,07,07,Artes Visuais,GRADUACAO,"['Estágio Supervisionado 1', 'Metodologia da Pesquisa em Arte', 'Trabalho de Conclusão de Curso 1', 'Trabalho de conclusão de Curso 2']"
Universidade Federal de Uberlândia,2012,04,04,04,Artes Visuais,GRADUACAO,"['Estágio Supervisionado 1', 'Trabalho de Conclusão 2']"
Universidade Federal de Uberlândia,2012,04,04,04,Artes Visuais,GRADUACAO,['Estágio Supervisionado 2 Turma z']
Universidade Federal de Uberlândia,2013,03,03,03,Artes Visuais,GRADUACAO,['Interfaces da arte Turma w e Z']
Universidade Federal de Uberlândia,2013,03,03,03,Artes Visuais,GRADUACAO,['Interfaces da Arte']
Universidade Federal de Uberlândia,2013,09,09,09,Artes Visuais,GRADUACAO,"['Estágio Supervisinado 1', 'Metodologia da Pesquisa em Artes', 'Trabalho de Conclusão de Curso 2']"
Universidade Federal de Uberlândia,2014,08,08,08,Artes Visuais,GRADUACAO,['Estágio Supervisinado 1']
Universidade Federal de Uberlândia,2014,02,02,02,Artes Visuais,GRADUACAO,['Estágio Supervisionado 2 Turma Z']
Universidade Federal de Uberlândia,2014,08,08,08,Artes Visuais,GRADUACAO,['Estágio Supervisionado 1 Turma Z']
Universidade Federal de Uberlândia,2015,12,12,12,Artes Visuais,GRADUACAO,['Estágio Supervisionado II']
Universidade Federal de Uberlândia,2015,07,07,07,Artes Visuais,GRADUACAO,"['PIPE 3 Turma W e Z', 'Metodologia de Pesquisa em Arte Turma W e Z', 'TCC 2']"
Universidade Federal de Uberlândia,2015,12,12,12,Artes Visuais,GRADUACAO,['Estágio Supervisionado II']
Universidade Federal de Uberlândia,2016,07,07,07,Mestrado Profissional em Artes UFU_PROFARTES,POS-GRADUACAO,['Metodlogia de Pesquisa em Arte']
Universidade Federal de Uberlândia,2018,12,12,12,Mestrado Profissional em Artes - PROFARTES,POS-GRADUACAO,['Metodologias de Pesquisa']
Universidade Federal de Uberlândia,2018,07,07,07,Abi - Artes Visuais,GRADUACAO,['Estágio Supervisionado I']
Universidade Federal de Uberlândia,2018,12,12,12,Abi - Artes Visuais,GRADUACAO,['Estágio Supervisonado II']
Universidade Federal de Uberlândia,2019,07,07,07,Artes Visuais,GRADUACAO,['Estágio Supervisionado I turma W e Z']
Universidade Federal de Uberlândia,2019,07,07,07,Artes Visuais,GRADUACAO,['PIPE 7']
