ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2134782236760988,Fernando Martins de Castro Chaib,Chaib,"CHAIB, F.;CHAIB, FERNANDO",FLORIANÓPOLIS,SC,"Doutor em Música/Performance pelo Departamento de Comunicação e Arte da Universidade de Aveiro, foi bolsista da Fundação para a Ciência e Tecnologia (FCT) de Portugal. Concluiu o seu Mestrado também em Música/Performance na mesma universidade e Bacharelado em Percussão pelo Instituto de Artes da UNESP, sendo ex-integrante do Grupo PIAP (Bolsista PAE). É vencedor de prêmios como solista e camerísta em países como Itália, Portugal e Brasil. Recebeu prêmios do Governo Federal (Funarte/Petrobras, MinC) e Secretaria de Estado da Cultura de São Paulo e Goiás. Vem atuando como solista diante de orquestras na Europa e no Brasil. Faz direção musical (trilha original) de espetáculos de teatro em cartaz na cidade de São Paulo. Teve arranjos e composições estreados e/ou gravados pelo Grupo Durum Percussão Brasil e Grupo PIAP. Possui CD?s gravados com orquestras (Brasil, Portugal e Taiwan) e importantes grupos de música de câmara do Brasil, realizando vários concertos. Fundou o Grupo Durum Percussão Brasil, realizando concertos por países da América do Sul e Europa, além da gravação do CD Dimensões. Fundou e dirigiu o Simantra Grupo de Percussão (Portugal) com o qual venceu prêmios e realizou concertos. É responsável por estreias e primeiras audições em Portugal, Espanha, Venezuela e Brasil de obras de compositores como Stockhausen, Mantovani, Zampronha, López López, Stasi e De Mey. Possui artigos científicos publicados nos principais periódicos dedicados à música no Brasil e em ATAS de congressos no país e exterior. Tem realizado concertos em países como Alemanha, Áustria, Itália, Espanha, Portugal, Hong-Kong, Macau, Taiwan e Venezuela. Em 2013 atuou como professor convidado (Bolsista FUNARTE) do curso de percussão do Instituto de Artes da UNESP além de ter sido professor de Percussão na Faculdade Integral Cantareira e membro do Kontakte DUO e Grupo Durum Percussão Brasil. Entre 2014 e 2015 foi professor do Instituto Federal de Goiás (IFG), onde ajudou a desenvolver o Laboratório de Percussão do IFG (LaPe), sendo coordenador do Núcleo de Excelência para o Ensino, Pesquisa e Performance em Percussão do IFG. Atualmente é Professor de Percussão da Universidade Federal de Minas Gerais (UFMG). www.fernandochaib.com",23-06-2022,Universidade Federal de Minas Gerais,
