TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Um toque brechtiano na escureza da mata acreana,1996,Português,Arte  &amp; Ciência,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
O sujeito social em Vila Beira do Barranco,2001,Português,Cultura Acadêmica Editora,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
"Na terra dos heróis: novo desmonte na peça teatral Bolpebra, de Océlio de Medeiros",2006,Português,EDUFAL,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
Heróis de papel no teatro das barrancas do rio Acre,2007,Português,Edufal/Edufba,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
"Armadilhas semânticas na estrutura de Chapurys, um quadro do teatro no Acre",2008,Português,Edufal,"['Maria do Perpétuo Socorro Calixto Marques', 'Juciany dos Santos Silva']","['1', '2']",['1']
Teatro de fronteiras: espaço de fuga e pertencimento. ISBN _9788575912522,2012,Português,Mercado das Letras,"['Maria do Perpétuo Socorro Calixto Marques', 'Dione Pizarro']","['1', '2']",['1']
Práticas de um encenador: João das Neves em algumas colocações Cênicas - ISBN : 9788599279465,2012,Português,Editora Horizonte,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
"Grande Otelo com muito samba, suor e gasolina",2015,Português,Editora Olympia,"['Camila Delfino da Silva', 'Maria do Perpétuo Socorro Calixto Marques']","['1', '2']",['2']
"Dramaturgia, Memória e Discurso",2017,Português,Editora Aedi,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
Preâmbulo sobre andanças e cheganças da Trupe de Truões,2018,Português,,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
"Desejos, sujeitos e objetos na pesquisa nas artes Cênicas",2022,Português,Stricto Sensu,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
Ritos e rituais na dramaturgia de João das Neves,2012,Português,Editora Alínea,['Maria do Perpétuo Socorro Calixto Marques'],['1'],['1']
