INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Drummers Collecive,1993,,ATUAL,ATUAL,Prática de Performance em Música Popular,APERFEICOAMENTO,['Prática de Conjunto']
The City College of New York,2000,06,06,06,Bachelor of Arts,GRADUACAO,"['Music 101-Panorama de Música', 'Jazz Piano']"
Manhattan School Of Music,2003,12,12,12,Preparatory Division,APERFEICOAMENTO,['Music Theory I']
Manhattan School Of Music,2003,12,12,12,Preparatory Division,APERFEICOAMENTO,['Prática de Conjunto']
Manhattan School Of Music,2003,06,06,06,Preparatory Division,APERFEICOAMENTO,['Jazz Piano']
Manhattan School Of Music,2004,12,12,12,Bachelerado,GRADUACAO,['História de Música Popular Brasileira']
The New School,2004,,ATUAL,ATUAL,Bachelerado-Jazz and Contemporary Music,GRADUACAO,"['Popular Music in Culture', 'Prática de Conjunto-Música Brasileira']"
Long Island University,2006,12,12,12,Bachelor of Arts,GRADUACAO,['Jazz Piano']
Long Island University,2007,12,12,12,Bachelor of Arts,GRADUACAO,['Fundamentos de Música']
Long Island University,2008,12,12,12,Bachelor of Arts,GRADUACAO,['Percepção I']
Long Island University,2008,12,12,12,Bachelor of Arts,GRADUACAO,['Introduction to Music-Panorama']
Universidade Federal de Minas Gerais,2010,03,03,03,Música - Música Popular,GRADUACAO,"['Fundamentos de Harmonia I e II', 'Harmonia no Teclado I e II', 'Performance em Instrumento e Canto-Piano Popular A, B, C, D']"
Universidade Federal de Minas Gerais,2010,12,12,12,Música - Música Popular,GRADUACAO,['Instrumento Complementar-Teclado para Musicoterapia']
Universidade Federal de Minas Gerais,2011,12,12,12,Música - Música Popular,GRADUACAO,['Arranjo I e II']
Universidade Federal de Minas Gerais,2012,03,03,03,Música - Música Popular,GRADUACAO,['Piano Popular -Pesquisa e Prática']
Universidade Federal de Minas Gerais,2012,03,03,03,Música - Música Popular,GRADUACAO,['Grandes Grupos Instrumentais-Big Band']
Universidade Federal de Minas Gerais,2012,03,03,03,Música - Música Popular,GRADUACAO,['Pesquisando Paulo Moura']
Universidade Federal de Minas Gerais,2014,03,03,03,Música,POS-GRADUACAO,['Considerando Improviso; Prática de Performance']
Universidade Federal do Estado do Rio de Janeiro,2016,,ATUAL,ATUAL,Música,GRADUACAO,"['Harmonia no Teclado', 'Harmonia Popular', 'Prática de Conjunto', 'Técnicas de Improvisação', 'Transcrição de Canção Brasileira,', 'Projeto I']"
Universidade Federal do Estado do Rio de Janeiro,2016,,ATUAL,ATUAL,Programa de Pós-Graduação em Música,POS-GRADUACAO,['Seminário de Práticas Interpretativas I']
Universidade Federal do Estado do Rio de Janeiro,2017,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Tópicos Avançados em Práticas Musicais 1 (24P8F02 )', 'Seminário de Práticas Interpretativas']"
Universidade Federal do Estado do Rio de Janeiro,2017,,ATUAL,ATUAL,PROEMUS,POS-GRADUACAO,['Metodologia de Educação Musical']
