TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Processos colaborativos em redes sociotécnicas: indagações, suposições e riscos",2008,Português,Annablume,['Carlos Henrique Rezende Falci'],['1'],['1']
Camadas temporais nas cibernarrativas: cruzamentos múltiplos,2008,Português,Educ,['Carlos Henrique Rezende Falci'],['1'],['1']
De imersão e ciberliteratura - um esboço,2005,Português,Educs,['Carlos Henrique Rezende Falci'],['1'],['1']
Memórias culturais em construção: novas formas de memória em ambientes programáveis,2010,Português,Centro Universitário Belas Artes São Paulo,['Carlos Henrique Rezende Falci'],['1'],['1']
Metadata and new architectures of memory in programmable environments,2011,Inglês,Inter-Disciplinary Press,['Carlos Henrique Rezende Falci'],['1'],['1']
A poética dos metadados e os relatos de espaços - memórias de lugares imaginários,2014,Português,PPGARTES/ICA/UFPA,['Carlos Henrique Rezende Falci'],['1'],['1']
Metadata and new memory architecture in programmable environments,2013,Inglês,Inter-disciplinary Press,['Carlos Henrique Rezende Falci'],['1'],['1']
Imaginar a memória: invenção e descoberta na animação de imagens que experimentam um passado,2015,Português,Unicamp/Instituto de Artes,['Carlos Henrique Rezende Falci'],['1'],['1']
Poéticas da memória: invenção e descoberta no uso de metadados para a criação de memórias culturais em ambientes programáveis,2014,Português,Ed. Copiart,['Carlos Henrique Rezende Falci'],['1'],['1']
Desafios metodológicos na criação de memórias conectivas nas redes sociais online,2017,Português,EdUFBA,"['Carlos Henrique Rezende Falci', 'Luciana Andrade']","['1', '2']",['1']
Uma poética dos rastros com ambientes efêmeros de memória,2017,Português,EdiUEMG,['Carlos Henrique Rezende Falci'],['1'],['1']
De quien es el texto?,2017,Espanhol,Editorial UOC,['Carlos Henrique Rezende Falci'],['1'],['1']
Poéticas e políticas para criação de memórias culturais em ambientes programáveis,2013,Português,Impressões de Minas,"['Carlos Henrique Rezende Falci', 'Luciana Andrade']","['1', '2']",['1']
