PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
AQIS - Núcleo de estudos sobre processos de criação artísticas,2004,2012,PESQUISA,"['Flávia Janiaski Vale', 'André Luiz Carreira']","['NAO', 'SIM']"
Professor malabarista: o caos e o improviso no ensino de teatro.,2013,2016,PESQUISA,['Flávia Janiaski Vale'],['SIM']
A Peça didática enquanto metodologia de ensino de teatro: possibilidades e reflexões sobre o trabalho docente.,2014,2015,PESQUISA,['Flávia Janiaski Vale'],['SIM']
7º FIT FESTIVAL INTERNACIONAL DE TEATRO DE DOURADOS,2015,ATUAL,EXTENSAO,"['Flávia Janiaski Vale', 'Gicelma da Fonseca Chacarosqui Torchi']","['SIM', 'NAO']"
Núcleo Teatral UFGD,2013,2014,EXTENSAO,"['Flávia Janiaski Vale', 'Maria Regina Tocchetto de Oliveira']","['SIM', 'NAO']"
Colocando um Novo Ponto em Cada Conto,2016,2019,PESQUISA,"['Flávia Janiaski Vale', 'Thácio Fagundes Vissicchio', 'Eric Serafim', 'Ana Paula Galdino', 'Giovanna Lavagnoli', 'Jonathas Perrenoud']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"A criança, o Teatro e suas História",2016,2017,ENSINO,['Flávia Janiaski Vale'],['SIM']
Professor malabarista: o caos e o improviso no ensino de teatro.,2015,2016,ENSINO,['Flávia Janiaski Vale'],['SIM']
Montagens Cênicas a partir de metodologias de ensino de teatro: uma abordagem artístico pedagógica.,2020,ATUAL,PESQUISA,['Flávia Janiaski Vale'],['SIM']
Inserção do Teatro na educação através da contação de história e ambientação cênica,2019,ATUAL,ENSINO,"['Flávia Janiaski Vale', 'Jonathas Perrenoud']","['SIM', 'NAO']"
O Teatro na Proposta para Educação Infantil de Reggio Emília.,2019,ATUAL,PESQUISA,"['Flávia Janiaski Vale', 'Thácio Fagundes Vissicchio', 'Giovanna Lavagnoli', 'Jonathas Perrenoud']","['SIM', 'NAO', 'NAO', 'NAO']"
"A ARTE NA ESCOLA E A CONSCIENTIZAÇÃO E QUALIFICAÇÃO DE PROFESSORES NA EDUCAÇÃO INFANTIL DE DOURADOS-MS: formação e fruição artística no desenvolvimento de atividades pedagógicas ?o eu, o nós e os outros?.",2019,ATUAL,EXTENSAO,"['Flávia Janiaski Vale', 'Junia Pereira', 'Michel Rosa Mauch']","['SIM', 'NAO', 'NAO']"
