TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Uma aproximação de Darcy Ribeiro e Glauber Rocha pela Antropofagia,2009,Português,Aeroplano,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
As possibilidades de um arquivo: o submundo das escolhas de arquivamento no acervo do escritor Oswaldo França Junior,2010,Português,Editora UFMG,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
"Entre máquinas, redes e pessoas",2010,Português,Argvmentvm,"['Maria Paula Regina Mota', 'Pablo Alexandre Gobira de Souza Ricardo', 'Bruno Fabri']","['1', '2', '3']",['2']
e.AR  ? um parlatório tropical no espaço virtual,2010,Português,Argvmentvm,"['Bruno Abadias', 'Guilherme Lessa', 'Gustavo Jardim', 'Pablo Alexandre Gobira de Souza Ricardo', 'Maria Paula Regina Mota']","['1', '2', '3', '4', '5']",['4']
O chamado do dever: considerações sobre o amadurecimento da indústria dos games,2012,Português,Crisálida,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['1', '2']",['1']
"O jogo, a sociedade e a vida",2012,Português,Crisálida,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['1', '2']",['1']
Breves considerações acerca do estilo da negação em Walter Benjamin e Guy Debord,2011,Português,Crisálida,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
O 'lado b' de Walter Benjamin,2011,Português,,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri', 'Bruno Fabri']","['1', '2', '3']",['1']
Do mundo codificado ao mundo gamificado: possibilidades das tecnologias digitais para o ensino à distância,2016,Português,EdUEMG,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
Expansion of Uses and Applications of Virtual Reality,2017,Português,IGI Global,"['Pablo Alexandre Gobira de Souza Ricardo', 'Antônio Mozelli']","['1', '2']",['1']
Comentários perfunctórios sobre jogos digitais e seu potencial narrativo,2017,Português,PPGART,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
Apresentação,2017,Português,EdUEMG,"['Pablo Alexandre Gobira de Souza Ricardo', 'Tadeus Mucelli']","['1', '2']",['1']
Festival de Arte Digital: um acervo artístico intermitente,2017,Português,EdUEMG,"['Pablo Alexandre Gobira de Souza Ricardo', 'Tadeus Mucelli']","['1', '2']",['1']
Caminhos do pós-digital,2017,Português,EdUEMG,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
Arte e cultura na universidade: passos na construção de uma política cultural,2017,Português,EdUEMG,"['Pablo Alexandre Gobira de Souza Ricardo', 'Marco Paulo Rolla', 'Yuri Simon', 'Flávia Lemos']","['1', '2', '3', '4']",['1']
Museus e paisagens culturais pós-digitais,2018,Português,EdUEMG,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
"Arte, corpo e máquina: jogos digitais, sociedade do espetáculo e sex appeal do inorgânico",2018,Português,Scriptum,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
A preservação digital da poesia: uma análise do Arquivo Digital da PO.EX,2019,Português,EdUEMG,"['Pablo Alexandre Gobira de Souza Ricardo', 'Fernanda Corrêa']","['1', '2']",['1']
Ciudades inteligentes y utopía: una guía de vanguardia para repensar las smart cities,2020,Português,Ediciones Trea,"['Pablo Alexandre Gobira de Souza Ricardo', 'Adeílson William da Silva', 'Maria Lima de Andrade']","['1', '2', '3']",['1']
Arte y tecnología en zonas urbanas de uso drogas: intervención con vídeo mapping modificando el uso del espacio,2020,Português,Ediciones Trea,"['Pablo Alexandre Gobira de Souza Ricardo', 'Daniela Ramos Garcia']","['1', '2']",['1']
O uso dos jogos na literacia digital das artes digitais,2021,Português,LPF/UEMG,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
"A exposição Panorama: expressando as relações entre arte, ciência e tecnologia em um congresso internacional",2021,Português,LPF/UEMG,"['Pablo Alexandre Gobira de Souza Ricardo', 'Emanuelle de Oliveira Silva', 'Adeílson William da Silva']","['1', '2', '3']",['1']
O hipercórtex e as condições atuais da formação e preservação digital  da memória,2021,Português,Universidad Complutense / ECA-USP,"['Pablo Alexandre Gobira de Souza Ricardo', 'Emanuelle de Oliveira Silva', 'Priscila Rezende Portugal']","['1', '2', '3']",['1']
"Os desafios da crítica biográfica na sociedade espetacular: a tecnologia digital, a biografia perpétua e o controle da memória",2016,Português,EdUFBA,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
