PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Avaliação da resistência de faixas elásticas,2009,2010,PESQUISA,"['Álvaro César de Oliveira Penoni', 'Ricardo Cunha Bernardes', 'Fernanda Barbosa Pereira']","['SIM', 'NAO', 'NAO']"
Análise comparativa entre o exercício de força e de resistência aeróbia no comportamento mecânico e nas propriedades densitométricas de ossos de ratas osteopênicas,2015,ATUAL,PESQUISA,"['Álvaro César de Oliveira Penoni', 'ALANA DOS SANTOS BUENO', 'Luana Leandro de Faria Rosa']","['SIM', 'NAO', 'NAO']"
Análise da estrutura óssea de ratas osteopênicas submetidas a diferentes combinações de treinamento físico - Estudo experimental,2015,ATUAL,PESQUISA,"['Álvaro César de Oliveira Penoni', 'ALANA DOS SANTOS BUENO', 'Luana Leandro de Faria Rosa']","['SIM', 'NAO', 'NAO']"
INFLUÊNCIA DO TIPO DE FIO DE SUTURA EM COMPARAÇÃO COM A TÉCNICA GESSADA NA REGENERAÇÃO PÓS-RUPTURA TOTAL DE TENDÃO DO CALCÂNEO DE RATOS,2013,2015,PESQUISA,"['Álvaro César de Oliveira Penoni', 'ADRIELE DE LIMA LOPES', 'PATRÍCIA FERNANDA BRAZIL DE OLIVEIRA', 'THAYLA CAMILA PEREIRA', 'VERÔNICA BORGES MUNIZ DA SILVA', 'ROMAR ANGELO BARBATO SILVEIRA']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
INFLUÊNCIA DO EXERCÍCIO NA QUALIDADE DE REGENERAÇÃO DE TENDÕES DE RATOS APÓS RUPTURA TOTAL,2013,2014,PESQUISA,"['Álvaro César de Oliveira Penoni', 'ADRIELE DE LIMA LOPES', 'PATRÍCIA FERNANDA BRAZIL DE OLIVEIRA', 'THAYLA CAMILA PEREIRA', 'VERÔNICA BORGES MUNIZ DA SILVA', 'ROMAR ANGELO BARBATO SILVEIRA', 'FIORITA GONZALES LOPES MUNDIM']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Efeito dos exercícios de alongamento sobre a produção de força,2004,2005,PESQUISA,['Álvaro César de Oliveira Penoni'],['SIM']
Levantamento do nível de sedentarismo entre universitários dos cursos da área de saúde do Centro Universitário de Lavras,2004,2005,PESQUISA,['Álvaro César de Oliveira Penoni'],['SIM']
Relações entre desequilíbrios de força e flexibilidade e desvios posturais de membros inferiores,2008,2009,PESQUISA,['Álvaro César de Oliveira Penoni'],['SIM']
Projeto UFLA / UNILAVRAS DE AVALIAÇÃO E ACOMPANHAMENTO DE ATLETAS,2010,2010,EXTENSAO,['Álvaro César de Oliveira Penoni'],['SIM']
Influência do salto alto na postura e no comprimento dos músculos de membro inferior,2007,2008,PESQUISA,"['Álvaro César de Oliveira Penoni', 'Mirela Muller Barra', 'Gabriela Cambraia Furtado Costa']","['SIM', 'NAO', 'NAO']"
Centro Regional de Iniciação ao Atletismo do Campo das Vertentes - CRIA VERTENTES,2017,2018,EXTENSAO,"['Álvaro César de Oliveira Penoni', 'Kleber Adão do Sacramento']","['SIM', 'NAO']"
ESTUDO E ANÁLISE ERGONÔMICA E DO CONTROLE POSTURAL DE CADEIRANTES PARA A PRODUÇÃO DE UMA CADEIRA DE RODAS INTELIGENTE,2018,ATUAL,PESQUISA,"['Álvaro César de Oliveira Penoni', 'Erika Lorena Fonseca Costa de Alvarenga', 'Luis Fernando Freire de Souza']","['SIM', 'NAO', 'NAO']"
TESTES DE USABILIDADE E DESENVOLVIMENTO DO INVÓLUCRO DO SISTEMA INERCIAL PARA UMA CADEIRA DE RODAS INTELIGENTE,2020,ATUAL,DESENVOLVIMENTO,"['Álvaro César de Oliveira Penoni', 'Marcio F S Barroso', 'Luis Fernando Freire de Souza']","['SIM', 'NAO', 'NAO']"
