TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
The preparation of music teachers: a global perspective,2015,Português,VAZIO,"['Figueiredo, Sergio Luiz', 'José Soares de Deus', 'Regina Finck Schambeck']","['1', '2', '3']",['2']
A Formação do Professor de Música no Brasil,2014,Português,VAZIO,"['José Soares de Deus', 'Regina Finck Schambeck', 'Sergio Figueiredo']","['1', '2', '3']",['1']
