INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Centro Universitário de Belo Horizonte,2005,8,8,8,Turismo,GRADUACAO,"['Fundamentos da História Cultural e do Turismo', 'História da Cultura Universal']"
Centro Universitário de Belo Horizonte,2005,06,06,06,Turismo,GRADUACAO,['Orientador de TCC']
Pontifícia Universidade Católica de Minas Gerais,2005,8,8,8,turismo,GRADUACAO,['Estudos Históricos e Turísticos em Minas Gerais']
Pontifícia Universidade Católica de Minas Gerais,2005,12,12,12,História,GRADUACAO,['Música e Modernismo no Brasil']
Centro Universitário de Belo Horizonte,2006,06,06,06,Turismo,GRADUACAO,"['História da Arte', 'Turismo e patrimonio']"
Centro Universitário de Belo Horizonte,2007,12,12,12,História,GRADUACAO,['História Regional']
Centro Universitário de Belo Horizonte,2007,07,07,07,História,GRADUACAO,"['História, Sociedade e Cultura']"
Centro Universitário de Belo Horizonte,2007,06,06,06,História,GRADUACAO,"['Historiografia Brasileira II', 'Metodos e Tecnicas da Pesquisa Histórica', 'Monografia II', 'Orientador de monografia', 'Teoria da História']"
Centro Universitário UNA,2009,07,07,07,História,GRADUACAO,"['História do Brasil', 'Introduçao aos estudos históricos', 'Teoria da História']"
Centro Universitário UNA,2009,12,12,12,História,GRADUACAO,"['Historiografia e trabalho docente', 'História do Brasil Império']"
Centro Universitário UNA,2010,12,12,12,História,GRADUACAO,"['Tópicos Especiais em teoria da História', 'Brasil Império']"
Centro Universitário UNA,2010,07,07,07,História,GRADUACAO,"['Brasil Império', 'Introduçao aos estudos Históricos']"
Centro Universitário UNA,2011,12,12,12,História,GRADUACAO,['Brasil Império']
Centro Universitário de Belo Horizonte,2011,07,07,07,História,GRADUACAO,"['Historiografia Brasileira II', 'Historiografia Contemporânea', 'Monografia II']"
Centro Universitário de Belo Horizonte,2011,12,12,12,História,GRADUACAO,"['Historiografia Brasileira II', 'Monografia II']"
Universidade do Estado de Minas Gerais,2012,07,07,07,Música,GRADUACAO,"['Antropologia Cultural', 'Estética', 'Filosofia da Educação']"
Centro Universitário UNA,2012,02,02,02,História,GRADUACAO,['Tópicos especiais em Teoria da História']
Centro Universitário de Belo Horizonte,2012,02,02,02,História,GRADUACAO,"['Historiografia Brasileira II', 'Teoria da História']"
Universidade do Estado de Minas Gerais,2012,07,07,07,Música,GRADUACAO,"['Estética', 'Filosofia da Educação I']"
Universidade do Estado de Minas Gerais,2013,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'Estética', 'Filosofia e Educação']"
Centro Universitário de Belo Horizonte,2013,12,12,12,História,GRADUACAO,"['História da América II', 'Historiografia Contemporânea', 'Introdução aos Estudos Históricos', 'Tópicos Especiais em Teoria da História: Nietzsche, Freud e a historiografia pós-moderna']"
