INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado de Minas Gerais,2013,07,07,07,Música,GRADUACAO,['Filosofia e Educação']
Centro Universitário de Belo Horizonte,2013,12,12,12,História,GRADUACAO,['Teoria da História; Historiografia Contemporânea; Métodos e Técnicas da Pesquisa Histórica; Monografia; História oral']
Universidade do Estado de Minas Gerais,2014,07,07,07,Música,GRADUACAO,"['Antropologia Cultural', 'Estética Musical', 'História da Musica Brasileira B']"
Universidade do Estado de Minas Gerais,2014,12,12,12,Música,GRADUACAO,"['História da Musica Brasileira IV', 'Antropologia Cultural', 'Estética Musical']"
Centro Universitário de Belo Horizonte,2014,12,12,12,História,GRADUACAO,"['História da América II', 'Historiografia Brasileira', 'Introdução aos Estudos Históricos']"
Centro Universitário de Belo Horizonte,2015,07,07,07,História,GRADUACAO,"['Historiografia Contemporanea', 'Teoria da História', 'Histforiografia Brasileira']"
Universidade do Estado de Minas Gerais,2015,07,07,07,Música,GRADUACAO,['Filosofia e Educação']
Centro Universitário de Belo Horizonte,2015,07,07,07,Pedagogia,GRADUACAO,['Cidadania e questões contemporaneas']
Universidade do Estado de Minas Gerais,2016,07,07,07,Música,GRADUACAO,"['História da Música Brasileira A', 'Filosofia e Educação']"
Universidade do Estado de Minas Gerais,2016,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'Historia da Música Brasileira B']"
Centro Universitário de Belo Horizonte,2016,07,07,07,História,GRADUACAO,"['História Regional', 'Historiografia Brasileira II', 'Fundamentos Filosóficos da Educação', 'Cidadania e Questões Contemporaneas']"
Centro Universitário de Belo Horizonte,2016,12,12,12,História,GRADUACAO,"['Historiografia Brasileira II', 'Historiografia Brasileira I', 'Fundamentos Filosóficos da Educação', 'Introdução aos Estudos Históricos']"
Centro Universitário de Belo Horizonte,2017,07,07,07,História,GRADUACAO,"['Historiografia Brasileira II', 'Historiografia Brasileira I', 'Fundamentos Sociológicos e Filosóficos da Educação', 'Introdução aos Estudos Históricos']"
Universidade do Estado de Minas Gerais,2017,07,07,07,Música,GRADUACAO,"['Filosofia e Edcação', 'História da Música Brasileira A', 'Estética musical e contemporaneidade: música, mediação e tecnologia']"
Universidade do Estado de Minas Gerais,2017,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'História da Música Brasileira B']"
Universidade Federal de Minas Gerais,2017,07,07,07,Pós-graduação em Música (Mestrado/Doutorado),POS-GRADUACAO,"['Musica, Musicologia e História: reflexões teórico metodológicas']"
Universidade Federal de Minas Gerais,2018,12,12,12,Música,POS-GRADUACAO,['Musicologia Histórica Brasileira']
Universidade do Estado de Minas Gerais,2018,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'História da Arte']"
Centro Universitário de Belo Horizonte,2018,12,12,12,História,GRADUACAO,"['História da Arte', 'Introdução aos estudos históricos', 'Teoria da História']"
Universidade do Estado de Minas Gerais,2018,07,07,07,Música,GRADUACAO,['Filosofia e Educação']
Centro Universitário de Belo Horizonte,2019,02,02,02,Gestão do Patrimônio Histórico,ESPECIALIZACAO,['História da Arte']
Centro Universitário de Belo Horizonte,2019,12,12,12,História,GRADUACAO,"['História da Arte', 'Historiografia Contemporânea', 'Introdução aos Estudos Históricos', 'Orientação de Trabalho de Conlusão de Curso', 'Teoria da História']"
Universidade do Estado de Minas Gerais,2019,07,07,07,Música,GRADUACAO,"['Filosofia e Educação', 'História da Arte', 'Orientação de Trabalho Final']"
Universidade do Estado de Minas Gerais,2019,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'História da Arte']"
Universidade do Estado de Minas Gerais,2020,07,07,07,Música,GRADUACAO,"['Filosofia e Educação', 'Tópicos Especiais:  Villa-Lobos: perspectivas historiográficas e musicológicas']"
Universidade do Estado de Minas Gerais,2020,12,12,12,Artes,POS-GRADUACAO,"['História e fontes áudio-visuais: experiências, linguagens e regimes de historicidade']"
Universidade do Estado de Minas Gerais,2020,,ATUAL,ATUAL,Música,GRADUACAO,['Orientação de TCC']
Universidade do Estado de Minas Gerais,2020,12,12,12,Música,GRADUACAO,"['Antropologia Cultural', 'Villa-Lobos: Entre a musicologia e a história da música']"
Universidade do Estado de Minas Gerais,2021,,ATUAL,ATUAL,Música,GRADUACAO,"['História da Arte', 'Antropologia Cultural']"
Universidade do Estado de Minas Gerais,2021,,ATUAL,ATUAL,Artes,POS-GRADUACAO,['Sons e Imagens na Pesquisa Histórica']
