ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2390352343721796,Marcelo Simon Wasem,Wasem,"WASEM, M. S.;WASEM, MARCELO",Criciúma,SC,"Contra o desmonte do ensino superior público, da ciência, arte, cultura e tecnologia promovido pelo atual governo. Sou docente do Centro em Formação em Artes (CFA) e Instituto de Humanidades, Artes e Ciências (IHAC) da Universidade Federal do Sul da Bahia (UFSB), na cidade de Porto Seguro (BA). Integro os corpos docente de 1o e 2o ciclo, ministrando aulas para os cursos Bacharelado Interdisciplinar em Artes, Licenciatura Interdisciplinar em Artes e suas Tecnologias (1o ciclo), SIM - Som, Imagem e Movimento (2o ciclo) e Especialização Pedagogias das Artes: linguagens artísticas e ação cultural. Entre 2018 e 2020 coordenei o curso SIM. Coordeno o Grupo de Pesquisa cadastrado no CNPq &amp;quot;OCA: Outreidade, Colaboração, Artes&amp;quot;.&amp;#10;&amp;#10;Entre fevereiro de 2014 e 2018 estive como professor adjunto no Departamento de Linguagens Artísticas do Instituto de Artes, na Universidade do Estado do Rio de Janeiro (IA/UERJ), no Rio de Janeiro (RJ). Coordenei a Unidade de Desenvolvimento Tecnológico &amp;quot;Lab. S.O.N.A.R. - Laboratório de Sonoridades, Organicidades, Nomadismos, Artes e Radiofonia&amp;quot; e o projeto de extensão &amp;quot;Arte Colaborativa, Sonoridades e Biopolítica&amp;quot;.&amp;#10;&amp;#10;Fui professor assistente substituto nos cursos de Artes, Produção Cultural e Arquitetura e Urbanismo na Universidade Federal Fluminense (UFF), em Niterói (RJ), e professor assistente substituto nos cursos de Pedagogia, Matemática e Geografia na Faculdade de Educação da Baixada Fluminense (FEBF/UERJ), em Duque de Caxias (RJ).&amp;#10;&amp;#10;Fui coordenador da Sala Futura Maré, parceria do Canal Futura com a Associação Redes de Desenvolvimento da Maré, localizada no Complexo da Maré.&amp;#10;&amp;#10;Tenho doutorado em Artes Visuais na Universidade Federal do Rio de Janeiro (UFRJ) pela linha Poéticas Interdisciplinares, pesquisando as relações entre arte, colaboração, educação e rádio. A tese resultante se chama &amp;quot;Radiofonia Cartográfica: sintonias e deslocamentos em processos de arte colaborativa&amp;quot;. Realizei o mestrado na Universidade do Estado de Santa Catarina (UDESC), na linha de Poéticas Visuais com a dissertação &amp;quot;Processos colaborativos, contaminações e jogos de alteridade em arte pública: experiências na criação de uma rádio comunitária&amp;quot;. Sou formado pela Universidade Federal de Santa Catarina (UFSC), em Design - habilitação Gráfico, na cidade de Florianópolis (SC).&amp;#10;&amp;#10;Como artista visual e músico, possuo diversas experiências artísticas, individuais e coletivas. Participei com o grupo &amp;quot;Lab.S.O.N.A.R&amp;quot;, junto com estudantes de graduação da UERJ, da obra-restaurante &amp;quot;Restauro&amp;quot;, do artista Jorge Menna Barreto, exposto na 32a. Bienal Internacional de São Paulo. Realizei projetos como &amp;quot;Ondas Radiofônicas&amp;quot; no Museu da Maré (Prêmio Interações Estéticas, 2009) e o projeto &amp;quot;Rádio Interofônica&amp;quot; no Circuito Interações Estéticas em 4 capitais em 2010. Em 2012 realizei com outros artistas a 5a.edição do&amp;quot;Interofônica&amp;quot; contemplada na 8a. edição do Programa Rede de Artes Visuais, construindo uma rádio temporária e criando cartografias criativas na cidade de Cachoeira (BA).&amp;#10;&amp;#10;Fluente nas línguas inglesa e espanhola, cursei parte do ensino médio nos Estados Unidos, Tracy (CA), em 1998 e realizei intercâmbio de estudos (Mestrado Sanduíche) como pesquisador convidado pela Faculdad de Bellas Artes, na Universidad del País Vasco (UPV/EHU), em Bilbao, durante o primeiro semestre de 2008.",18-06-2022,Universidade Federal do Sul da Bahia,https://orcid.org/0000-0002-8600-8980
