TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Estado da arte do ensino superior de dança no Brasil: vestígios, ressonâncias e mutações",2013,Português,ABRACE,"['Ana Cristina Carvalho Pereira', 'Ana Maria Rodrigues Costas', 'Arnaldo Leite de Alvarenga']","['1', '2', '3']",['1']
"Formação, experiência e criação: Curso Educação Infantil, Infâncias e Arte",2014,Português,UFMG/FaE,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo']","['1', '2']",['1']
Linguagem Corporal: Dança,2014,Português,UFMG/FaE,"['Ana Cristina Carvalho Pereira', 'Gabriela Córdova Christófaro']","['1', '2']",['1']
"Ensino de arte, formação de professores, educação infantil e seus desafios: Curso de Aperfeiçoamento Educação Infantil, Infâncias e Artes 2014",2015,Português,EBA/UFMG,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo']","['1', '2']",['1']
Linguagem corporal na Educação Infantil: movimento e dança,2015,Português,EBA/UFMG,"['Ana Cristina Carvalho Pereira', 'Gabriela Córdova Christófaro']","['1', '2']",['1']
Apresentação,2015,Português,EBA/UFMG,['Ana Cristina Carvalho Pereira'],['1'],['1']
Introdução,2015,Português,FaE/UFMG,"['Rogério Correia da Silva', 'Tânia Aretuza Ambrizi Gebara', 'Ana Cristina Carvalho Pereira', 'Cristina de Freitas Castilho']","['1', '2', '3', '4']",['3']
"Potencial transformador da experiência estética no aperfeiçoamento docente: curso de educação infantil, infâncias e arte",2015,Português,FaE/MG,['Ana Cristina Carvalho Pereira'],['1'],['1']
A dança na Educação Infantil: Desafios e possibilidades - Projeto Linguagem Corporal na Educação Infantil na Rede Municipal de Belo Horizonte,2016,Português,Editora CRV,['Ana Cristina Carvalho Pereira'],['1'],['1']
Agredecimentos,2014,Português,UFMG/FaE,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo']","['1', '2']",['1']
Um encontro com as crianças: o que elas dizem sobre o que é arte,2019,Português,FEUSP,"['Rosvita Kolb Bernardes', 'Ana Cristina Carvalho Pereira']","['1', '2']",['2']
"Arte, sensibilidade, cultura e infância: centelhas de sentido com a força de um relâmpago",2021,Português,Z Multi Editora,"['Rosvita Kolb Bernardes', 'Ana Cristina Carvalho Pereira']","['1', '2']",['2']
Arte na formação docente nos cursos de Pedagogia: espaços e conquistas,2008,Português,Fundac-BH,['Ana Cristina Carvalho Pereira'],['1'],['1']
