TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Utilização de recursos da linguagem verbal no processo composicional,2005,,Português,Cadernos do Colóquio (UNIRIO),XX,1517-1760,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
Musical Onomatopoeia,2007,,Inglês,Artefilosofia (Ouro Preto),A4,1809-8274,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
An Introduction to Musical Onomatopoeia,2009,,Russo,Music Scholarship - Russian Journal of Academic Studies,XX,1996-532X,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
Composição Musical a Partir de Dados Extra-Musicais,2009,,Português,Revista Eletrônica de Musicologia,XX,1415-952X,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
Propostas de Teoria Musical Comparada,2010,,Português,Revista Eletrônica de Musicologia (Ed. Portuguesa),XX,1415-952X,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
Propostas de Análise Musical Multimétodo (I): aplicação de procedimentos estatísticos como ferramentas pré-analíticas,2010,,Português,DAPesquisa,A4,1808-3129,"['Luiz Eduardo Castelões Pereira da Silva', 'Ana Júlia Chinelato Carrijo', 'Frederico Grünewald', 'Filipe Malta', 'Grazielle Magalhães', 'Leandro Esteves', 'Renata Mendes', 'Vinicius Faza', 'Vivian Guedes']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99
Conversão de imagens para sons através de três classes do OpenMusic,2011,,Português,DAPesquisa,A4,1808-3129,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
'Análise espectral e teoria musical em suporte ao pianismo de samba e gêneros afins',2013,,Português,El Oído Pensante,A4,2250-7116,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
"'Conversores de para&amp;#769;metros del color a para&amp;#769;metros sonoros cuantificables usando los sistemas RGB, HSV y CMYK'",2015,,Espanhol,"Sonic Ideas (CMMAS, México)",B1,2317-9694,"['Luiz Eduardo Castelões Pereira da Silva', 'Yago Rezende Franco', ""Talita Silva Sant'Ana""]","['1', '2', '3']",['1'],-99
'Isso aí (ainda) é música!: rascunhos do XI ENCUN para uma atualização do imenso guarda-chuva da composição musical',2015,,Português,Claves (João Pessoa. Online),XX,1983-3709,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
"VIA: A collaborative project integrating mobile technology, video-dance and computer-assisted composition in Rio de Janeiro",2015,10.1386/mvcr.5.1.7_1,Inglês,Metaverse Creativity,XX,2040-3550,"['AGUIAR, DANIELLA', 'Luiz Eduardo Castelões Pereira da Silva', 'QUEIROZ, JOÃO']","['1', '2', '3']",['2'],-99
Formas de Legitimação em Música,2016,10.14393/OUV19-v12n2a2016-18,Português,OuvirOUver (Uberlândia. Impresso),A2,1809-290X,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
A manipulação do Timbre a partir de estruturas da Afinação Justa,2021,10.33871/23179937.2021.9.3.4,Português,REVISTA VÓRTEX,A2,2317-9937,"['NEIMOG, CHARLES', 'Luiz Eduardo Castelões Pereira da Silva']","['1', '2']",['2'],-99
A Catalogue of Musical Onomatopoeia,2009,,Inglês,International Review of the Aesthetics and Sociology of Music,XX,0351-5796,['Luiz Eduardo Castelões Pereira da Silva'],['1'],['1'],-99
