INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado de Minas Gerais,1986,,ATUAL,ATUAL,Artes Visuais,GRADUACAO,"['Antropologia', 'Antropologia Visual']"
Pontifícia Universidade Católica de Minas Gerais,1989,,ATUAL,ATUAL,Comunicação Social,GRADUACAO,"['Antropologia e Comunicação', 'Antropologia Social', 'Cultura Brasileira', 'Formação do Brasil Contemporâneo', 'Projetos Experimentais', 'Relações Publicas e Produção Cultural']"
Pontifícia Universidade Católica de Minas Gerais,1998,02,02,02,Turismo,GRADUACAO,"['Antropologia Social', 'Oficina do Pensar', 'Sociologia do Turismo']"
Pontifícia Universidade Católica de Minas Gerais,1999,07,07,07,Comunicaação e Gestão Organizacional,ESPECIALIZACAO,['Cultura e Comunicação']
Pontifícia Universidade Católica de Minas Gerais,1999,12,12,12,Metodologia de Projetos Sociais,ESPECIALIZACAO,['Abordagem Antropológica de Projetos Sociais']
Universidade de Cuiabá,2002,,ATUAL,ATUAL,Curso de Planejamento e Gestão Cultural,ESPECIALIZACAO,"['Metodologia de Pesquisa', 'Cultura e Contemporaneidade']"
Pontifícia Universidade Católica de Minas Gerais,2003,12,12,12,Curso de Ciências Sociais,GRADUACAO,"['Antropologia Social', 'Oficina de Produção Acadêmica']"
Transversal Consultoria e Projetos,2003,,ATUAL,ATUAL,Desenvolvimento e Gestão Cultural,APERFEICOAMENTO,"['Cultura e mundo contemporâneo', 'Cultura e desenvolvimento local']"
Universidad Nacional de La Plata,2004,11,11,11,Maestría en Planificación y Gestión de Procesos Co,POS-GRADUACAO,"['Comunicação, Cultura e Cidades']"
Secretaria Municipal de Cultura de Belo Horizonte,2004,,ATUAL,ATUAL,Pensar e Agir com a Cultura,APERFEICOAMENTO,"['Cultura e Contemporaneidade', 'Elaboração de Projetos Culturais']"
Observatório da Diversidade Cultural,2005,,ATUAL,ATUAL,Curso de Desenvolvimento e Gestão Cultural,APERFEICOAMENTO,"['Cultura, diversidade e desenvolvimento', 'Elaboração  de Projetos de Projetos Culturais', 'Políticas Culturais']"
Pontifícia Universidade Católica de Minas Gerais,2006,12,12,12,Comunicação Social - Interações Midiáticas,POS-GRADUACAO,"['Antropologia das Interações Comunicacionais', 'Metodologias de Pesquisa em Comunicação']"
Pontifícia Universidade Católica de Minas Gerais,2006,12,12,12,Políticas Públicas para a Juventude,ESPECIALIZACAO,['Abordagem Sócio Antropológica da Juventude']
Pontifícia Universidade Católica de Minas Gerais,2006,12,12,12,Gestão Estratégica da Comunicação,ESPECIALIZACAO,"['Mídia, Cultura e Sociedade']"
CENTRO DE FORMAÇÃO ARTÍSTICA DA FUNDAÇÃO CLÓVIS SALGADO,2010,,ATUAL,ATUAL,Carreiras Artísticas e Projetos Culturais,APERFEICOAMENTO,['Curso de extensão em Carreiras Artísticas e Projetos Culturais']
Instituto Itaú Cultural,2010,,ATUAL,ATUAL,Semana Gestão Cultural,APERFEICOAMENTO,['Diversidade Cultural; Políticas Culturais']
Instituto Itaú Cultural,2013,,ATUAL,ATUAL,Mediação em Arte e Cultura,APERFEICOAMENTO,['Mediação Cultural']
Universidade Federal da Bahia,2013,,ATUAL,ATUAL,Cultura e Sociedade,POS-GRADUACAO,['Seminários Avançados - Doutorado']
Universidade Federal da Bahia,2013,,ATUAL,ATUAL,Cultura e Sociedade,POS-GRADUACAO,['Pesquisa Orientada - Mestrado e Doutorado']
Centro de Pesquisa e Formação SESC SP,2013,,ATUAL,ATUAL,Curso Sesc de Gestão Cultural,APERFEICOAMENTO,['Diversidade Cultural; Diagnóstico da realidade; Mediação Cultural']
Universidade do Estado de Minas Gerais,2014,12,12,12,Especialização em Gestão Cultural,ESPECIALIZACAO,['Professor das disciplinas de Diversidade Cultural e Diagnóstico da Realidade']
Universidade do Estado de Minas Gerais,2015,,ATUAL,ATUAL,Mestrado em Artes,POS-GRADUACAO,"['ARTE E CULTURA NO CONTEXTO CONTEMPORÂNEO: SUBSÍDIOS TEÓRICOS', 'Metodologia de Pesquisa em Artes', 'Simpósio de Pesquisa', 'Tópicos Especiais 3: Auto etnografia em Processos de Mediação e Criação']"
Universidade do Estado de Minas Gerais,2016,,ATUAL,ATUAL,Música,GRADUACAO,"['Leitura  e Produção de Textos Acadêmicos (2019 a ...)', 'Produção Cultural, Marketing e Elaboração de Projetos (2016 a ...)']"
Pontifícia Universidade Católica de Minas Gerais,2020,,ATUAL,ATUAL,Engenharia Mecânica,GRADUACAO,['Tecnologia e Sociedade']
Pontifícia Universidade Católica de Minas Gerais,2020,,ATUAL,ATUAL,Engenharia Mecânica,GRADUACAO,['Tecnologia e Sociedade']
Pontifícia Universidade Católica de Minas Gerais,2021,,ATUAL,ATUAL,Engenharia Mecânica,GRADUACAO,['Tecnologia e Sociedade']
