ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6299438060029855,Álvaro César de Oliveira Penoni,Penoni,"PENONI, Á. C. O.;PENONI, ÁLVARO CÉSAR DE OLIVEIRA;DE OLIVEIRA PENONI, ÁLVARO CÉSAR;PENONI, ÁLVARO C.O.",Lavras,MG,"Doutor em Ciências da Saúde Aplicadas ao Aparelho Locomotor pela Faculdade de Medicina de Ribeirão Preto (USP),  Mestre em Promoção de Saúde pela Universidade de Franca (2004). Possui pós-graduação Lato Sensu em Ginástica Especial Corretiva pela FMU-SP. Graduado em Fisioterapia pela Universidade Estadual de Minas Gerais - UEMG (1997) e em Educação Física pela Faculdade Presbiteriana Gammon (1995). Trabalha como docente no Departamento de Ciências da Educação Física e Saúde e no Programa de Pós-Graduação em Música da Universidade Federal de São João del Rei, Minas Gerais. Atualmente ocupa o cargo de Coordenador do Curso de Educação Física (2021 - 2023). Tem experiência na área de Educação Física e Fisioterapia e atua principalmente nas áreas de Biomecânica, Cinesiologia, Treinamento Resistido e Atletismo. Atualmente conduz, colabora e orienta trabalhos sobre música e saúde, além de colaborar em trabalhos sobre biomecânica aplicada ao tecido ósseo, (osteopenia, osteoporose e fraturas) e avaliação biomecânica do movimento humano. É membro do NDE do curso de Educação Física UFSJ.",15-09-2022,Universidade Federal de São João Del-Rei,
