ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4604705834171688,Márcia Almada,Almada,"ALMADA, Márcia.;ALMADA, MÁRCIA",Rio de Janeiro,RJ,"Professora Associada da Universidade Federal de Minas Gerais, atuando no Curso de Conservação-Restauração de Bens Culturais Móveis da Escola de Belas Artes e nos Programas de Pós Graduação em Artes e em História da Universidade Federal de Minas Gerais. É Doutora, Mestre e Licenciada em História pela Universidade Federal de Minas Gerais, com Pós-Doutorado na Universidade de Campinas. Recebeu bolsa de estudos da FAPEMIG e da Capes para estágio de doutoramento no exterior. É especialista em livros raros e preservação de acervos artísticos e históricos. Tem experiência na área de História, com ênfase em Arte e Cultura, atuando principalmente nas seguintes áreas: livros impressos e manuscritos, preservação de acervos históricos (arquivo, biblioteca e museu), restauração, iconografia e história da arte. Autora de &amp;quot;Das artes da pena e do pincel: caligrafia e pintura em manuscritos no século XVIII&amp;quot;. Foi coordenadora editorial do livro Cartões de Guignard para Amalita (2007) - finalista do Prêmio Jabuti-,  autora de O coração do lugar: depoimentos para Guimarães Rosa em 2006 e publicou diversos artigos. Vencedora do Grande Prêmio Capes Carolina Martuscelli Bori, do Prêmio Capes área de História e do Prêmio UFMG de Teses área de História (2012). Menção Honrosa no III Prêmio ANPUH de Teses.&amp;#10;http://www.iluminuras.art.br&amp;#10;YouTube: Materialidade Iluminuras  https://www.youtube.com/channel/UCPB7Lz4ZEKzy9000yFCUD0w",07-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-9046-9229
