ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6739544971574698,Mônica Medeiros Ribeiro,Ribeiro,"RIBEIRO, Mônica Medeiros;RIBEIRO, MÔNICA MEDEIROS",Belo Horizonte,MG,"Doutora em Artes-PPG Artes da EBA/UFMG. Possui Graduação e Mestrado em Letras/UFMG. Especialista em Neurociências e Comportamento pelo /ICB-UFMG e  Neuropsicologia pela FUMEC. Atriz e dançarina, preparadora corporal , diretora Professora Associada do departamento de Artes Cênicas da Escola de Belas Artes da UFMG, com atuação no curso de Graduação em Teatro. Professora permanente  da Pós-Graduação em Artes da Escola de Belas Artes da UFMG . Coordenadora da Pós Graduação em Artes da EBA/UFMG (2018-2020). Diretora Adjunta de Ação Cultural da UFMG (2019- 2022). Membro pesquisador do grupo de pesquisa IMPROLAB e do CRIA: Artes e Transdisciplinaridade, do qual é vice lider. Pesquisa processos de criação em artes da cena, improvisação em dança; práticas do corpo e epistemologias nas artes e humanidades.  Coordenadora do LECAC - Laboratório de Estudos do Corpo nas Artes da Cena. Membro Pesquisador da ABRACE-Associação Brasileira de Pesquisa e Pós Graduação em Artes Cênicas. Pró-reitora adjunta de Cultura da UFMG.",14-07-2022,Universidade Federal de Minas Gerais,
