PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
BLUMENAU EM CENA: REFLEXÃO SOBRE MONTAGENS DE BRECHT NA CIDADE,2009,2010,PESQUISA,"['Olívia Camboim Romano', 'Jessica Volles de Oliveira']","['SIM', 'NAO']"
A ILUMINAÇÃO NO TEATRO DE GRUPO DE SANTA CATARINA - PIPe/Artigo 170,2013,2014,PESQUISA,"['Olívia Camboim Romano', 'Jéssica dos Santos de Souza Rassweiler', 'Timóteo Elias']","['SIM', 'NAO', 'NAO']"
O JOGO TEATRAL NA ESCOLA - ?mediação teatral? por meio de oficinas,2013,2014,EXTENSAO,"['Olívia Camboim Romano', 'Rozenei Maria Wilvert Cabral', 'Roberta Haas']","['SIM', 'NAO', 'NAO']"
O JOGO TEATRAL NA ESCOLA,2011,2013,EXTENSAO,"['Olívia Camboim Romano', 'Rozenei Maria Wilvert Cabral', 'Marly Lunardelli']","['SIM', 'NAO', 'NAO']"
Grupo Phoenix - Grupo de Teatro,2010,2010,EXTENSAO,"['Olívia Camboim Romano', 'BORBA, Patrícia (Pita Belli)']","['NAO', 'SIM']"
PROFESSOR EM FORMAÇÃO: ESTUDO COM ACADÊMICOS DO CURSO DE ARTES VISUAIS DA UNIVERSIDADE REGIONAL DE BLUMENAU (FURB) OFERTADO NO ÂMBITO DO PLANO NACIONAL DE FORMAÇÃO DE PROFESSORES DA EDUCAÇÃO BÁSICA (PARFOR)  - PIPe/Artigo 170,2012,2013,PESQUISA,"['Olívia Camboim Romano', 'Helena Zanin']","['SIM', 'NAO']"
O TEATRO À LUZ DO SOL: UM ESTUDO SOBRE AS POSSÍVEIS CORRESPONDÊNCIAS ENTRE A TRADIÇÃO TEATRAL OCIDENTAL E A PRODUÇÃO CÊNICA ATUAL BRASILEIRA EM ESPAÇOS ABERTOS NÃO ESPECIALIZADOS  - PIPe/Artigo 170,2012,2013,PESQUISA,"['Olívia Camboim Romano', 'Timóteo Elias']","['SIM', 'NAO']"
A HOMOSSEXUALIDADE RETRATADA NOS TEXTOS DRAMÁTICOS DE GREGORY HAERTEL - PIPe/Artigo 170,2012,2013,PESQUISA,"['Olívia Camboim Romano', 'Sidney Michael Dietrich']","['SIM', 'NAO']"
Grupo Phoenix,2008,2008,EXTENSAO,"['Olívia Camboim Romano', 'BORBA, Patrícia (Pita Belli)']","['NAO', 'SIM']"
PROJETO DE PESQUISA INTEGRADO INTERINSTITUCIONAL  Atuação teatral: o aqui e agora na cena expandida,2021,ATUAL,PESQUISA,"['Olívia Camboim Romano', 'André Luiz Antunes Netto Carreira', 'Narciso Laranjeira Telles da Silva', 'Heloisa Marina da Silva', 'Adriana Patrícia dos Santos', 'Leonel Martins Carneiro', 'Tiago Moreira Fortes']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Vestígios de luz e sombra: estudo com licenciandos de Teatro sobre a noção de cenografia a partir de rememorações das primeiras experiências teatrais,2018,2019,PESQUISA,['Olívia Camboim Romano'],['SIM']
(Des)Estruturação imaginária do espaço: oficinas de iniciação teatral,2018,2019,EXTENSAO,['Olívia Camboim Romano'],['SIM']
Teatro de Bonecos no Hospital Universitário da UFS,2018,2019,EXTENSAO,"['Olívia Camboim Romano', 'Pedro Rodrigues Pereira da Silva']","['SIM', 'NAO']"
(Des)Estruturação imaginária do espaço: oficinas de iniciação teatral - ano II,2020,2020,EXTENSAO,"['Olívia Camboim Romano', 'Marcelo Alves Brazil']","['SIM', 'NAO']"
Amantes em confinamento - uma cena tecnovivial em tempos de pandemia,2020,2021,EXTENSAO,"['Olívia Camboim Romano', 'Marcelo Alves Brazil', 'Maria Flor Abrantes Brazil', 'José Francisco Gomes dos Santos Junior', 'Josimario Cesar Silva Bispo', 'Lúcio de Oliveira Costa', 'Marvi Oliveira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
A maquiagem teatral como instrumento educacional,2020,2021,PESQUISA,"['Olívia Camboim Romano', 'Graziela Menezes Alves']","['SIM', 'NAO']"
O teatro e a peste: uma investigação sobre as criações teatrais durante a pandemia da Covid-19,2021,ATUAL,PESQUISA,['Olívia Camboim Romano'],['SIM']
APARTAMENTO - uma cena tecnovivial em tempos de pandemia,2021,ATUAL,EXTENSAO,"['Olívia Camboim Romano', 'Marcelo Alves Brazil', 'José Francisco Gomes dos Santos Junior', 'Helen Augusta Alves dos Santos', 'Leticia Franco Santos', 'Victor Silveira Ferreira Alves']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Máscaras teatrais on-line,2021,2022,ENSINO,"['Olívia Camboim Romano', 'Halames Wagner da Silva Filho']","['SIM', 'NAO']"
Estudo de viabilidade para abertura de uma Escola de Espectadores na Região Metropolitana de Aracaju,2019,2020,PESQUISA,"['Olívia Camboim Romano', 'Sumaia Veiga Hinch Silva', 'Yasmin Brenda Primo Rabelo']","['SIM', 'NAO', 'NAO']"
Maquiagem teatral na sala de aula: um instrumento para atores e professores,2019,2020,ENSINO,"['Olívia Camboim Romano', 'Halames Wagner da Silva Filho']","['SIM', 'NAO']"
O teatro latino-americano e a peste: uma investigação sobre as criações teatrais durante a pandemia da Covid-19,2022,ATUAL,PESQUISA,"['Olívia Camboim Romano', 'Celida Salume Mendonça']","['SIM', 'NAO']"
