COURSE,YEAR,INTEGRANTES
"Cultura, Cidade e Cidadania",2012,['Flávia Janiaski Vale']
Cultura e Economia Criativa,2012,['Flávia Janiaski Vale']
Oficina de encantamentos: uma proposta de contação de histórias?,2013,"['Flávia Janiaski Vale', 'Gicelma Chacarosqui']"
Jogos Teatrais na Sala de Aula,2014,"['Flávia Janiaski Vale', 'Vanessa Ribeiro']"
"Educação Musical, Musicalidade, Artes Cênicas e Plásticas",2010,['Flávia Janiaski Vale']
Brincando e atuando ? uma prática em experimentação em  jogos teatrais,2016,['Flávia Janiaski Vale']
Colocando um novo ponto em cada conto,2016,['Flávia Janiaski Vale']
Oficina de Contação de História parra Professores da Rede Pública de Dourados,2016,['Flávia Janiaski Vale']
Oficina de Contação de Histórias,2017,['Flávia Janiaski Vale']
Partilhas Teatrais em Extensão - Oficina de Process Drama,2017,['Flávia Janiaski Vale']
Oficina de Contação de História para o PIBID Teatro/UFU,2017,['Flávia Janiaski Vale']
O QUE AS HISTÓRIAS CONTAM E O QUE ELAS TÊM PRA CONTAR,2017,"['Flávia Janiaski Vale', 'Gicelma da Fonseca Chacarosqui Torchi']"
Arte na Escola: Debates Formativos,2020,['Flávia Janiaski Vale']
O Drama e a educação especial,2010,['Flávia Janiaski Vale']
Jogos Teatrais,2010,['Flávia Janiaski Vale']
Do Caos ao Improviso,2010,['Flávia Janiaski Vale']
Oficina de Teatro-Educação,2008,['Flávia Janiaski Vale']
Introdução a Produção Cultural,2007,['Flávia Janiaski Vale']
Financiamento da Cultura,2012,['Flávia Janiaski Vale']
