TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Sobre a criação corporal em O Guesa Errante ou...: um não entendimento entendido,2008,Português,Encomum Estúdio Livre,"['HILDEBRANDO, Antônio', 'Mariana de Lima e Muniz']","['1', '2']",['2']
Augusto Boal,2007,Espanhol,RESAD,['Mariana de Lima e Muniz'],['1'],['1']
La improvisación como espetáculo en España en el siglo XXI,2005,Espanhol,Visor Libros,['Mariana de Lima e Muniz'],['1'],['1']
A aproximação física entre a cena contemporânea e o espectador nas ruas de Belo Horizonte NO PRELO,2012,Português,UFU,"['Marcelo Rocco', 'Mariana de Lima e Muniz']","['1', '2']",['2']
La relación de la presencia aurática del actor y los vídeos del YouTube en la escena improvisada del espectáculo Links,2013,Português,Editorial Verbum,"['Mariana de Lima e Muniz', 'Maurilio Andrade Rocha']","['1', '2']",['1']
Grace Passô y Amores Sordos: revistando el teatro del absurdo en la recente dramaturgia brasileña,2014,Espanhol,Editorial Verbum,"['Maria Gorete Oliveira', 'Mariana de Lima e Muniz']","['1', '2']",['2']
Improvisação e processo criativo na formação continuada de atores para o teatro de rua,2016,Português,Editora CRV,['Mariana de Lima e Muniz'],['1'],['1']
"Estrutura, Improvisação e Criatividade",2017,Português,CRV,['Mariana de Lima e Muniz'],['1'],['1']
"A Improvisação aplicada: criatividade e coletividade como chave para abordar a Educação nos Estados Unidos, no Canadá e no Brasil",2021,Português,Editora UFMG,['Mariana de Lima e Muniz'],['1'],['1']
OS PRINCÍPIOS DA PESQUISA: UMA BUSCA POR MULHERES DRAMATURGAS EM MACAPÁ,2021,Português,Atena Editora,"['Juliana Lemos', 'Mariana de Lima e Muniz']","['1', '2']",['2']
A Performance Plebe do Crediário: autobiografia financeira em tempos de crise econômica,2014,Português,Programa de Pós-graduação em Artes UFPA,"['Isaque Ribeiro', 'Mariana de Lima e Muniz', 'Marcos Antônio Alexandre']","['1', '2', '3']",['2']
