ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4396977006055773,Elvina Maria Caetano Pereira,Pereira,"CAETANO, Nina;Pereira, Elvina M. C.;Pereira, E. M. C.",BELO HORIZONTE,MG,"Nina Caetano é Doutora em Artes Cênicas pela ECA - Escola de Comunicações e Artes da USP (2011) e Professora Associada do DEART - Departamento de Artes Cênicas da UFOP (Universidade Federal de Ouro Preto). Na UFOP, também atua no PPGAC-IFAC - Programa de Pós-Graduação em Artes Cênicas do Instituto de Filosofia, Artes e Cultura, na linha de pesquisa Processos e Poéticas da Cena Contemporânea, em que desenvolve seu projeto docente: &amp;quot;Práticas Feministas Decoloniais&amp;quot;. &amp;#10;Performer e pesquisadora, investiga modalidades cênicas liminares e as relações entre performance, gênero e feminismo. Como dramaturga, já trabalhou junto a diversos grupos teatrais de Belo Horizonte, seja orientando processos ou produzindo dramaturgias colaborativas. Como DJ, realiza um projeto de discotecagem feminista, privilegiando produções de mulheres cis e de pessoas trans. Atualmente é coordenadora do grupo de pesquisa NINFEIAS (CNPq) que integra pesquisadories das Artes Cênicas da UFOP e outras universidades, além de ativistas. Como um Núcleo de INvestigações FEminIstAS, o NINFEIAS tem forte atuação extensionista, tanto junto à comunidade acadêmica quanto junto à população ouropretana. Além disso, é integrante, desde 2007, do obsCENA, agrupamento independente de pesquisa cênica. Tem experiência na área de Artes, com ênfase em Cena Contemporânea, na qual investiga, sobretudo, os seguintes temas: arte e contemporaneidade, arte pública, performance e gênero, teatro e performatividade, poéticas da cena contemporânea.&amp;#10;Em sua formação acadêmica, possui graduação em Língua e Literatura Francesas pela UFMG - Universidade Federal de Minas Gerais (1996), na qual também fez seu mestrado em Estudos Linguísticos (2000).",16-05-2022,Universidade Federal de Ouro Preto,https://orcid.org/0000-0001-6161-5592
