TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Confluências entre cultura popular, memória e dança",2010,Português,EGIL,"['Daniel Santos Costa', 'Cóis, Camila B.', 'Baptistella, Rosana']","['1', '2', '3']",['1']
Encruzilhadas do processo criativo em dança: do mito à poética da cena,2014,Português,PACO,"['Daniel Santos Costa', 'Gracia Maria Navarro']","['1', '2']",['1']
"O corpo que dança: corpo folião, brincante e de plástico",2013,Português,DANIEL SANTOS COSTA (Edição do Autor),"['Daniel Santos Costa', 'Baptistella, Rosana', 'Freitas, Juliana', 'Freitas, Marlene']","['1', '2', '3', '4']",['1']
Corpo Mnemônico: Pesquisa-Experiência-Processo,2016,Português,Prismas,"['Daniel Santos Costa', 'Sayonara Pereira']","['1', '2']",['1']
move-cor-po,2016,Português,Andrés Inocente Martín Hernández,['Daniel Santos Costa'],['1'],['1']
Corpo e atravessamentos inter/transculturais: experiências e(m) encruzilhadas poético-pedagógicas,2018,Português,BT Acadêmica,"['Daniel Santos Costa', 'Jarbas Siqueira Ramos']","['1', '2']",['1']
Corpo e atravessamentos inter/transculturais: experiências e(m) encruzilhadas poético-pedagógicas,2018,Português,BT Acadêmica,"['Daniel Santos Costa', 'Jarbas Siqueira Ramos']","['1', '2']",['1']
A dança na escola básica: tateando um espaço sensível de experiência do/no corpo,2018,Português,PACO EDITORIAL,['Daniel Santos Costa'],['1'],['1']
Guyrá Apó - Ave Raiz: memórias que voam,2019,Português,Paco Editorial,['Daniel Santos Costa'],['1'],['1']
"Educação estética, cultural e política",2019,Português,CRV,"['Daniel Santos Costa', 'Getúlio Gois', 'Mara Rúbia de Almeida Colli', 'Mariza Barbosa']","['1', '2', '3', '4']",['1']
"DIÁLOGO, INQUIETAÇÕES E EXPERIÊNCIAS DOCENTE NAS ARTES VISUAIS E NA DANÇA",2020,Português,PACO EDITORIAL,"['Daniel Santos Costa', 'Tiago Samuel Bassani']","['1', '2']",['1']
QUANDO A AULA É ARTE: PROCESSOS DO ENSINO- APRENDIZAGEM E COMPARTILHAMENTOS NA SEMANA DE ARTE DA ESEBA,2020,Português,PACO EDITORIAL,"['Daniel Santos Costa', 'Lucielle Arantes', 'Mara Rúbia de Almeida Colli', 'Mariza Barbosa', 'Getúlio Gois']","['1', '2', '3', '4', '5']",['1']
"?CORPORIVIVÊNCIAS?, ENREDOS E CAMINHOS DE FORMAÇÃO DOCENTE",2021,Português,Tiago de Brito Cruvinel,"['Daniel Santos Costa', 'Baptistella, Rosana']","['1', '2']",['1']
Cena e Conhecimento: esboçando corpos emblemas,2017,Português,Paco Editorial,['Daniel Santos Costa'],['1'],['1']
