PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Emergência e evolução de sistemas semióticos biológicos e computacionais,2005,2013,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Ricardo Gudwin', 'Angelo Loula', 'Antônio Gomes', 'Charbel Nino El-Hani', 'Floyd Merrell', 'Claus Emmeche', 'Jackeline Spindola']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Grupo de Pesquisa para Desenvolvimento e Integração de Abordagens Interdisciplinares para o Estudo de Fenômenos Ecológicos e Comportamentais - UFBA,2004,2010,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Charbel El Hani', 'Paulo Manaf', 'Beatriz Monteiro Longo', 'José Garcia Vivas Miranda', 'Pedro Luis Bernardo da Rocha', 'Roberto Fernandes Silva Andrade']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Estudos Teóricos e Empíricos sobre Sistemas de Informação em Seres Vivos,2003,2008,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Charbel Nino El-Hani', 'Ana Maria Rocha de Almeida', 'Vanessa Carvalho dos Santos', 'Stjernfelt, Frederik']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"Iconografia Científica: design, tecnologias cognitivas e educação",2009,2015,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Pedro Atã', 'Vanessa Carvalho dos Santos']","['SIM', 'NAO', 'NAO']"
"Traduçao intersemiótica, artefato cognitivo e metasemiosis",2009,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Edson Zampronha', 'Aguiar, Daniella', 'Adriano Mattos', 'Claudio Melo Filho', 'Mariana Salimena', 'Ana Paula Vitorio da Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Haroldo de Campos, tradução icônica e transcriação",2010,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Aguiar, Daniella', 'Pedro Atã']","['SIM', 'NAO', 'NAO']"
Tatuagem e o design de novas interfaces interativas,2010,2018,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Loula', 'Beatriz Monteiro Longo', 'Breno Bitarello Sad', 'COSTA, STEPHANIE MARTINS PINTO DA']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Iconicidade, Criatividade e Inferência Abdutiva",2014,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Aguiar, Daniella', 'Pedro Atã', 'Thales Estefani']","['SIM', 'NAO', 'NAO', 'NAO']"
Arte Locativa e Intermidialidade,2011,2018,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Aguiar, Daniella', 'Adriano Mattos', 'Luiz Castelões']","['SIM', 'NAO', 'NAO', 'NAO']"
"Art, Creativity and Cognitive Niche Construction",2015,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Pedro Atã']","['SIM', 'NAO']"
Fotolivros de literatura -- intermidialidade e multimodalidade,2015,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Ana Paula Vitorio da Costa', 'Leticia Vitral', 'Ana Luiza Fernandes']","['SIM', 'NAO', 'NAO', 'NAO']"
Humanidades digitais -- mineração de estruturas de versificação na prosa literária em língua portuguesa e sîntese computacional de poesia versificada,2017,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Loula', 'Ricardo Carvalho']","['SIM', 'NAO', 'NAO']"
"Graph Analysis of literary works , R.A.P. and south american oral literature improvisation",2016,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Lilian Moreira']","['SIM', 'NAO']"
MIVES (Mining Verse Structure),2016,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Loula', 'Ricardo Sena Carvalho']","['SIM', 'NAO', 'NAO']"
Repentismo: externalismo e cognição distribuida,2016,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Pedro Atã']","['SIM', 'NAO']"
Multilevel network analysis of literature and translation studies,2016,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Lilian Moreira', 'Augusto Saúde', 'Vitor Furtado']","['SIM', 'NAO', 'NAO', 'NAO']"
Augmented dance in Rio de Janeiro: an immersive experience of contemporary dance and augmented reality,2012,2014,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Aguiar, Daniella']","['SIM', 'NAO']"
Commens Digital Companion to C.S. Peirce,2014,ATUAL,PESQUISA,"['Alvaro Joao Magalhaes de Queiroz', 'Mats Bergman', 'Sami Paavola']","['SIM', 'NAO', 'NAO']"
