TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O tempo de um Repouso - Uma família de objetos Plásticos,1998,,Português,unb.br/vis/revistadearte/index.atm,XX,-,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
"L'Infra-Mince, Zona de Sobra e o Tempo do Entre dois",1999,,Português,Porto Arte (UFRGS),A3,0103-7269,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
O tempo de um repouso: uma família de objetos,1999,,Português,VIS,XX,9999-999X,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Uma repetição pode esconder uma outra?,2004,,Português,Porto Arte (UFRGS),A3,0103-7269,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Transformadores do Campo: A experiência no ensino e pesquisa em arte,2004,,Português,Revista do Instituto Arte das Américas,XX,1679-091X,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Imagens justas ou justo imagens,2009,,Português,Poiésis (Niterói),XX,1517-5677,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Sentimentos Topológicos: A mão nas artes plásticas,2007,10.1590/S1678-53202007000200010,Português,ARS (São Paulo),A1,1678-5320,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Intervenção Fotográfica,2012,,Português,Asa-Palavra (Brumadinho),C,1806-2857,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Entrevista,2012,,Português,Asa-Palavra (Brumadinho),C,1806-2857,"['Patricia Dias FRANCA-HUCHET', 'DARDOT, Liliane']","['1', '2']",['1'],-99
"A imagem, o livro e a artista: uma entrevista com Patricia Franca-Huchet",2014,,Português,Paralelo 31,B1,2358-2529,"['Barbara Mol', 'Patricia Dias FRANCA-HUCHET']","['1', '2']",['2'],-99
Ensaio Visual,2015,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,"['Patricia Dias FRANCA-HUCHET', 'Ana Paula Costa', 'Gladston Costa']","['1', '2', '3']",['1'],-99
Infra-mince or a secret murmur,2015,,Inglês,ART RESEARCH JOURNAL,A3,2357-9978,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Estar dentro da Imagem: Tactsignos,2015,,Português,FAROL,XX,2558-6311,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Nós temos tempo: o livro Modificando,2016,,Português,Revista da Universidade Federal de Minas Gerais,B4,2316-770X,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Diminutas como figuras da experiência,2017,10.26512/vis.v16i1.20496,Português,REVISTA VIS: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTE,XX,2447-2484,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
A montagem de ontem ou relembrando disposições,2018,10.24978/mod.v2i1.907,Português,MODOS,A1,2526-2963,"['Patricia Dias FRANCA-HUCHET', 'Maria de Fátima Morethy Couto', 'Emerson Dionísio Gomes de Oliveira']","['1', '2', '3']",['1'],-99
"Ensaio em dois tempos: Revivendo Antígona, a prisioneira",2018,10.14393/ouv23-v14n2a2018,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Patricia Franca-Huchet', 'Patricia Dias FRANCA-HUCHET']","['1', '2']",['2'],-99
Dossiê A Emergência crítica da imagem (organizado por Luis Cláudio da Costa e Patricia Franca-Huchet),2019,,Português,MODOS,A1,2526-2963,"['Da Costa', 'Patricia Dias FRANCA-HUCHET']","['1', '2']",['2'],-99
Bloco de notas: procurando Antígona,2020,10.26512/vis.v19i1,Português,REVISTA VIS: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTE,XX,2447-2484,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Narrativa e fotografia nos rastros de Antígona,2020,,Português,PASSAGES DE PARIS (APEB-FR),B4,1773-0341,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Notas breves sobre a restituição da memória espacial através do desenho,2021,10.5965/2175234613302021098,Português,PALÍNDROMO (ONLINE),XX,2175-2346,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
Anarquivos: fotografia tempo história,2010,,Português,Palíndromo,XX,1982-1875,['Patricia Dias FRANCA-HUCHET'],['1'],['1'],-99
