ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
0861896066422077,Ana Elvira Wuo,Wuo,"WUO, A. E.;WUO, ANA",Salesópolis,SP,"Possui graduação em Artes Cênicas pela Universidade Estadual de Campinas (1993), mestrado em Estudos do Lazer- Educação Física pela Universidade Estadual de Campinas (1999), doutorado em Pedagogia do Movimento-Corporeidade- Educação Física pela Universidade Estadual de Campinas (2005) e doutorado em Artes da Cena pela Universidade Estadual de Campinas (2016). Pós-doutorado ( 2011-2014) em Neurolinguística-IEL-UNICAMP e Pós-doutorado ( 2019-2020) em atividades Circenses -Grupo Circus-FEF-UNICAMP. Atualmente é docente do Curso de Teatro da Universidade Federal de Uberlândia, leciona na graduação e pós-graduação,  coordena o Projeto de Extensão &amp;quot; Palhaços Visitadores no Contexto hospitalar &amp;quot;, membra co-fundadora  do Grupo de Pesquisa TECO: Grupo Interdisciplinar de pesquisas em práticas da cena - máscara, jogo, atuação . Possui  experiência na área de Artes, com ênfase em Teatro, atuando principalmente  nas áreas de artes cênicas e educação nos temas :  comicidade e criação, palhaçaria hospitalar e teatral, interpretação e treinamento físico do ator/atriz. &amp;#10;https://orcid.org/0000-0002-2584-2170",26-07-2022,,https://orcid.org/0000-0002-2584-2170
