PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
História e Imagem em Impressos Didáticos Destinados a Alfabetização,2007,2011,PESQUISA,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']","['SIM', 'NAO']"
As Histórias em Quadrinhos como Recurso Didático-Metodológico para a Educação,2006,2010,PESQUISA,"['Gustavo Cunha de Araújo', 'Eliane de Fátima Tinoco', 'Heliana Ometto Nardin']","['SIM', 'NAO', 'NAO']"
O Letramento e a Prática Pedagógica dos Professores de EJA do Triângulo Mineiro e Norte de Minas Gerais,2011,2012,PESQUISA,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos', 'Vanessa Lepick', 'Damáris Naim Marquez', 'Rita Tavares de Mello']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"Concepções e Práticas Pedagógicas no Ensino da Arte na EJA: uma experiência em Cuiabá, Mato Grosso",2012,2014,PESQUISA,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['SIM', 'NAO']"
Escrita Científica em Trabalhos Acadêmicos,2016,2018,EXTENSAO,"['Gustavo Cunha de Araújo', 'Juliene Araújo Oliveira Sousa', 'Carmem Célia Pereira da Silva', 'Daniele Silva da Silva', 'Claudete Lopes de Oliveira', 'Deuzivan Dias da Cruz', 'Edinair Menezes Brandão', 'Maria Félix Martins dos Santos', 'Francivaldo Fernandes Barbosa', 'Geylane Diniz do Santos', 'Irany Ferreira Lima', 'Irenildes Menezes Brandão', 'Júlia Martins da Luz', 'Laélia Lopes', 'Luciana Nunes da Silva', 'Maycom Cleber Araújo Sousa', 'Edivânia Silva Sousa', 'Edimila Matos da Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
O Letramento Estético na Educação de Jovens e Adultos,2016,2020,PESQUISA,"['Gustavo Cunha de Araújo', 'José Carlos Miguel', 'Edimila Matos da Silva', 'Luis Gomes de Oliveira', 'Rosane Gomes de Araújo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Educação do Campo, Artes e Meio Ambiente",2018,2018,EXTENSAO,"['Gustavo Cunha de Araújo', 'Edimila Matos da Silva']","['SIM', 'NAO']"
Ensino desenvolvimental com jovens e adultos: implicações da teoria histórico-cultural,2019,2021,PESQUISA,"['Gustavo Cunha de Araújo', 'Edimila Matos da Silva', 'Luis Gomes de Oliveira', 'Regina Vieira de Souza']","['SIM', 'NAO', 'NAO', 'NAO']"
A Didática Desenvolvimental na Educação de Jovens e Adultos,2019,2020,PESQUISA,"['Gustavo Cunha de Araújo', 'Edimila Matos da Silva', 'Regina Vieira de Souza']","['SIM', 'NAO', 'NAO']"
Ensino desenvolvimental e histórias em quadrinhos: implicações da teoria histórico-cultural para a formação integral do estudante jovem e adulto,2020,ATUAL,PESQUISA,"['Gustavo Cunha de Araújo', 'Regina Vieira de Souza', 'Rosane Gomes de Araújo', 'Talita Cardoso Silva e Silva', 'Pedro Pereira Cortes Filho', 'Renata Pereira de Sousa Oliveira', 'Artenizia Leonel Dias', 'Francisca Edivania Gadelha Dias', 'THALITA MELO DE SOUZA MEDEIRO', 'Adriano Alves Fernandes', 'Samantha Graziele Soares', 'DANIELA BENTO NOLETO DA CONCEIÇÃO', 'FRANCISCO WELTON SILVA RIOS']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Laboratório de Ensino, Pesquisa e Extensão em Educação do Campo - LEPECAM",2016,ATUAL,EXTENSAO,"['Gustavo Cunha de Araújo', 'Cícero da Silva', 'Maciel Cover', 'Cássia Ferreira Miranda', 'Leon de Paula', 'Mara Pereira da Silva', 'Sidinei Esteves de Oliveira de Jesus', 'Anderson Fabricio Brasil', 'José Jarbas Pinheiro Ruas Junior', 'Rosa Adelina Sampaio Oliveira', 'Marcus Fachin Bonilla', 'Luana Mara Pereira', 'Juliane Gomes Sousa', 'Ubiratan Francisco de Oliveira']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Patrimônio artístico-material-musical brasileiro e experiências pedagógicas em alternância,2017,2017,EXTENSAO,"['Gustavo Cunha de Araújo', 'Maciel Cover', 'José Jarbas Ruas Junior']","['NAO', 'NAO', 'SIM']"
I Mostra de manifestações populares tocantinense: primeiras aproximações,2017,2017,EXTENSAO,"['Gustavo Cunha de Araújo', 'Maciel Cover', 'Anderson Fabricio Brasil', 'José Jarbas Pinheiro Ruas Junior', 'Raimundo Vagner Leite de Oliveira']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
Estímulo a Inovação em Pesquisa em Educação do PPPGE/UFT,2020,ATUAL,PESQUISA,"['Gustavo Cunha de Araújo', 'José Damião Trindade Rocha', 'Valtuir Soares Filho', 'Vânia Maria de Araújo Passos', 'Jocyleia Santana dos Santos', 'Maria José de Pinho', 'Roberto Francisco de Carvalho', 'Marluce Evangelista Carvalho Zacariotti', 'Juciley Silva Evangelista Freire', 'Denise de Barros Capuzzo', 'José Carlos da Silveira Freire', 'Katia Cristina Custodio Ferreira Brito', 'Eduardo José Cezari', 'Marcos Irondes Coelho de Oliveira', 'Idemar Vizolli']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
