ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
7052822499655835,Luiz Antonio Cruz Souza,Souza,"SOUZA, L. A. C.;Souza, Luiz A. C.;Cruz Souza, L. A.;Souza, Luiz Antonio Cruz;Luiz Antonio Cruz Souza;SOUZA, LUIZ ANTÔNIO CRUZ;SOUZA, LUIZ ANTONIO C.;SOUZA, LUIZ;SOUZA, LUIZ A. C.;CRUZ SOUZA, LUIZ ANTÔNIO;SOUZA, L.A.C.;LUIZ ANTONIO CRUZ SOUZA;CRUZ SOUZA, LUIZ ANTONIO;LUIZ A. C. SOUZA;LUIZ A C SOUZA",Formiga,MG,"Possui graduação em Química pela Universidade Federal de Minas Gerais (1986), mestrado em Química-Ciências e Conservação de Bens Culturais pela Universidade Federal de Minas Gerais (1991), com trabalho experimental realizado no IRPA (Institut Royal du Patrimoine Artistique, Bruxelas, Belgica) e doutorado em Química pela Universidade Federal de Minas Gerais (1996), com trabalho experimental realizado junto ao Getty Conservation Institute, em Los Angeles, USA. Ex-bolsista CAPES Senior - Estágio Pós-Doutoral, na Universidade de Perugia, junto ao Centro SMAArt - Scientific Methodologies applied to Art and Archaeology, sob a coordenação do Prof. Antonio Sgamellotti (2014). É Professor Permanente do PPGArtes - Programa de Pós-Graduação em Artes (M, D; Escola de Belas Artes - UFMG), e do PACPS - Programa de Pós-Graduação em Ambiente Construído e Patrimônio Sustentável - CAPES Interdisciplinar (M, D; Escola de Arquitetura, UFMG). Atualmente é coordenador do LACICOR - Laboratório de Ciência da Conservação, vinculado ao CECOR - Centro de Conservação de Bens Culturais, e ao curso de Graduação em Conservação-Restauração de Bens Culturais Móveis, na Escola de Belas Artes da UFMG, onde é Professor Titular. Foi Coordenador do Curso de Especialização em Conservação de Bens Culturais Móveis e do Programa de Pós-Graduação em Artes, da Escola de Belas Artes da UFMG. Foi Vice-Diretor (2005-2009), e Diretor (2009-2013) da Escola de Belas Artes da UFMG. Foi membro do Conselho do ICCROM (http://www.iccrom.org), como representante do Brasil, por dois mandatos (2007-2011, reeleito para 2011-2015). Foi membro da Diretoria do ICOM-CC - Comitê de Conservação do Conselho Internacional de Museus (4 mandatos: 1993 - 1996; 1999 - 2002; 2002 - 2005; 2014 - 2017). É membro do Conselho Curador da FAOP - Fundação de Arte de Ouro Preto, como representante da Abracor - Associação Brasileira de Conservadores e Restauradores de Bens Culturais (2003 - ). Tem experiência na área de Artes e Ciência da Conservação, com ênfase em Ciência e Tecnologia para a Conservação-Restauração de Bens Culturais, atuando principalmente nos seguintes temas: gerenciamento e análise de riscos para a conservação de acervos, conservação preventiva, conservação-restauração, peritagem e análise científica de obras de arte, Gestão de Preservação de Patrimônio Cultural. Fundador, Vice-Presidente (2016-2018), e atualmente Presidente (2018-2020; reeleito para 2020 - 2022) da ANTECIPA - Associação Nacional de Pesquisa em Ciência e Tecnologia do Patrimônio - Ciência, Tecnologia e Inovação para o estudo e preservação do Patrimônio Cultural, entidade da sociedade civil (http://lacicor.eba.ufmg.br/antecipa/) que representa diversas instituições profissionais da área de ciência e tecnologia aplicados ao estudo e conservação do patrimônio cultural, congregando conservadores-restauradores, historiadores da arte, engenheiros, arquitetos, químicos, físicos, biólogos, geólogos, etc, vinculados a diversos laboratórios de universidades e instituições de pesquisa que atuam na área em todo o país. A ANTECIPA é o nó de representação internacional, na América do Sul e no Brasil, da Rede Européia E-RIHS - European Research Infrastructure for Heritage Science. O LACICOR é um dos laboratórios líderes da Rede ANTECIPA. Atualmente é Diretor do CECOR - Centro de Conservação e Restauração de Bens Culturais (2020 - 2022), sediado na Escola de Belas Artes da Universidade Federal de Minas Gerais. Membro Permanente do WGS - Working Group on Sustainability",03-06-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3241-211X
