COURSE,YEAR,INTEGRANTES
RELAÇÕES DE TRABALHO E ESTRATÉGIAS DE EXCLUSÃO NA SOCIEDADE CONTEMPORÂNEA,2004,"['Benjamin Xavier de Paula', 'Elizângela Lelis da Cunha', 'Marcos Augusto de Castro Peres']"
NOVAS ABORDAGENS DA HISTÓRIA: MOVIMENTO HIP HOP NO BRASIL,2002,['Benjamin Xavier de Paula']
PROTAGONISMO JUVENIL E IDENTIDADE RACIAL: O HIP-HOP NO BRASIL,2003,['Benjamin Xavier de Paula']
NOVAS ABORDAGENS DA HISTÓRIA: MOVIMENTO HIP-HOP NO BRASIL,2003,"['Benjamin Xavier de Paula', 'Pedro Geraldo Tosi']"
NOVAS ABORDAGENS DA HISTÓRIA: MOVIMENTO HIP-HOP NO BRASIL,2003,"['Benjamin Xavier de Paula', 'Pedro Geraldo Tosi']"
PREPARAÇÃO DE TRABALHOS PARA APRESENTAÇÃO EM EVENTOS CIENTÍFICOS,2004,"['Benjamin Xavier de Paula', 'Elizângela Lelis da Cunha']"
PREPARAÇÃO DE TRABALHOS PARA ÁPRESENTAÇÃO EM EVENTOS CIENTÍFICOS,2004,['Benjamin Xavier de Paula']
PREPARAÇÃO DE TRABALHOS PARA APRESENTAÇÃO EM EVENTOS CIENTÍFICOS,2005,['Benjamin Xavier de Paula']
DESAFIOS PARA A FORMAÇÃO DOCENTE NA PERSPECTIVA DO COMBATE AO RACISMO,2005,['Benjamin Xavier de Paula']
O Ensino de História e Cultura Afro-brasileira na Educação Básica e a Lei Federal nº 10.639/2003.,2006,['Benjamin Xavier de Paula']
A Lei Federal nº 10.639/2003: elementos para repensar a ´prática e a formação docente.,2006,['Benjamin Xavier de Paula']
A Construção da Identidade do Negro no Brasil,2006,['Benjamin Xavier de Paula']
I Curso de Aperfeiçoamento em ?Educação para as Relações Étnico-raciais: a formação docente na perspectiva de implementação da Lei Federal nº 10.639/2006?,2006,['Benjamin Xavier de Paula']
Tradições Oras de Matrizes Africanas e o Ensino de História,2008,['Benjamin Xavier de Paula']
Os Atuais Desafios e Perspectivas para o Ensino de História e Cultura da África e Afro-brasileira,2010,['Benjamin Xavier de Paula']
A História e Cultura da África e Afro-brasileira e o Ensino de História,2010,['Benjamin Xavier de Paula']
O Ensino de História e Cultura da África e Afro-brasileira: da experiência á reflexão,2010,['Benjamin Xavier de Paula']
O ENSINO DE HISTÓRIA E CULTURA DA ÁFRICA E AFRO-BRASILEIRA E AS PERPECTIVAS ATUAIS PARA O ENSINO DE HISTÓRIA.,2010,['Benjamin Xavier de Paula']
DAS TEORIAS RACISTAS AS DIÁSPORAS AFRICANAS: PERSPECTIVAS PARA OS ESTUDOS AFROBRASILEIROS,2013,['Benjamin Xavier de Paula']
Das Teorias Racistas As Diásporas Africanas: o negro na sociedade brasileira.,2012,['Benjamin Xavier de Paula']
Minicurso: 04 - A história da África e afro-brasileira na perspectiva dos estudos da diáspora,2015,['Benjamin Xavier de Paula']
"Curso de Formação Avançada: A Educação para as Relações Étnico-raciais, a pedagogia das africanidades e a Pedagogia Griô",2015,['Benjamin Xavier de Paula']
"Curso de Formação Avançada: A Educação para as Relações Étnico-raciais, a pedagogia das africanidades e a Pedagogia Griô",2015,['Benjamin Xavier de Paula']
"Curso de Formação Avançada: A Educação para as Relações Étnico-raciais, a pedagogia das africanidades e a Pedagogia Griô",2015,['Benjamin Xavier de Paula']
"Curso de Formação Avançada: A Educação para as Relações Étnico-raciais, a pedagogia das africanidades e a Pedagogia Griô",2015,['Benjamin Xavier de Paula']
Da África às Diásporas: colonialismo eurocentrismo e relações de poder,2021,['Benjamin Xavier de Paula']
MC 08. Psicanálise e negritude no pensamento de Frantz Fanon,2021,['Benjamin Xavier de Paula']
A HISTÓRIA DA ÁFRICA E AFRO-BRASILEIRA NA PERSPECTIVA DOS ESTUDOS DA DIÁSPORAS,2015,['Benjamin Xavier de Paula']
