PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Grupo de ensino de arte UFMG para discutir o ensino de arte no âmbito da UFMG e em outros espaços educacionais,2004,2005,EXTENSAO,"['Mônica Medeiros Ribeiro', 'PIMENTEL, Lúcia Gouvea']","['NAO', 'SIM']"
Ritmica Corporal: Cognição e Afetividade,2008,2012,PESQUISA,"['Mônica Medeiros Ribeiro', 'PIMENTEL, Lúcia Gouvea', 'TEIXEIRA, A.L.']","['SIM', 'NAO', 'NAO']"
Movimento expressivo em arte: assessoria e preparação,2012,2016,PESQUISA,"['Mônica Medeiros Ribeiro', 'Ione de Medeiros', 'Cynthia Paulino', 'Cida Falabella', 'Yara de Novaes', 'Grupo  de Teatro Invertido']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Experiências Artísticas: percepção- ação,2012,2013,EXTENSAO,"['Mônica Medeiros Ribeiro', 'PIMENTEL, Lúcia', 'Dayane Lacerda', 'Mariana Câmera', 'Eugenio Pacelli', 'Patrícia de Paula Pereira', 'Geraldo Freire Loyola', 'Henrique Nunes Teixeira', 'Leonardo de Silva Souza', 'Claudia Regina dos Anjos', 'José Maximiliano Lima', 'Juliana Gouthier Macedo', 'Janete Vilela Fonseca', 'Sara Moreno Rocha', 'Adriana Santana', 'Maria Portes', 'Barbara Santiago']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Corpo, afeto e cognição em práticas corporais artísticas",2012,2017,PESQUISA,"['Mônica Medeiros Ribeiro', 'Dayane Lacerda', 'Izabella Lorene Murta Ribeiro', 'Fabrício Costa', 'Diego Poça dos Santos', 'Dominique Macbe', 'Rosana Machado', 'Marcia Neves', 'Gustavo Falabella']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
A Mobilidade da Fronteira: inserções da Geografia na Crise da Modernidade,2015,ATUAL,PESQUISA,"['Mônica Medeiros Ribeiro', 'Cassio Eduardo Viana Hissa', 'Renata Moreira Marques']","['NAO', 'SIM', 'NAO']"
O corpo em processo: a performatividade dos registros na gênese da cena DEMANDA UNIVERSAL,2015,2017,PESQUISA,"['Mônica Medeiros Ribeiro', 'Izabella Lorene']","['SIM', 'NAO']"
A Subversão da Ordem Disciplinar,2015,2016,PESQUISA,"['Mônica Medeiros Ribeiro', 'Cassio Eduardo Viana Hissa', 'Renata Moreira Marquez']","['NAO', 'SIM', 'NAO']"
Processos criativos e formativos em artes da cena: ações pedagógicas e críticas do Laboratório CRIA,2015,ATUAL,PESQUISA,"['Mônica Medeiros Ribeiro', 'Fernando Mencarelli', 'Priscila Duarte', 'Carla Andrea Silva Lima', 'Elisa Belem', 'Mauro Rodrigues']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Estudos Epistemológicos: Artes e Ciências,2015,ATUAL,PESQUISA,"['Mônica Medeiros Ribeiro', 'Cassio Eduardo Viana Hissa']","['SIM', 'NAO']"
Pensamento sobre Dança e Dança-pensamento: estado da arte,2014,2015,PESQUISA,"['Mônica Medeiros Ribeiro', 'Gutto Alves']","['SIM', 'NAO']"
O Processo de imitação no ensino-aprendizagem de danças urbanas,2014,2015,PESQUISA,"['Mônica Medeiros Ribeiro', 'Fabricio Ribeiro']","['SIM', 'NAO']"
Corporeidade e Temporalidade: Gestos como operadores de processos de criação de cena,2014,2015,PESQUISA,"['Mônica Medeiros Ribeiro', 'Diego Poça dos Santos']","['SIM', 'NAO']"
47° Festival de Inverno da UFMG- Coordenadora Geral,2015,2015,EXTENSAO,"['Mônica Medeiros Ribeiro', 'Ernani maletta']","['NAO', 'SIM']"
48° Festival de Inverno da UFMG- Coordenadora Geral,2016,2016,EXTENSAO,"['Mônica Medeiros Ribeiro', 'Ernani maletta', 'Juliana Gouthier Macedo', 'Fernando Mencarelli', 'Mauro Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
49 Festival de Inverno da UFMG- Coordenadora Geral,2017,2017,EXTENSAO,"['Mônica Medeiros Ribeiro', 'Ernani maletta', 'Leda Maria Martins', 'Mauro Rodrigues', 'Vera Casanova']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Projeto de Preparação Cênico-Corporal do corista,2017,2018,EXTENSAO,"['Mônica Medeiros Ribeiro', 'Ernani maletta']","['SIM', 'NAO']"
51° Festival de Inverno da UFMG,2019,2019,EXTENSAO,"['Mônica Medeiros Ribeiro', 'Mencarelli, Fernando', 'Fernando Rocha', 'Fabrício Fernandino', 'Diomira Maria Cicci Pinto Faria', 'Verona Segantini', 'Mônica Medeiros Ribeiro Coordenadora Adjunta']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
