TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Pedro Nava e as expressões do Inacabado: um desenho do livro,2004,,Português,Ipotesi (UFJF. Impresso),XX,1415-2525,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
Compreender África: teorias e práticas de gestão,2006,10.1590/S1415-65552006000200013,Inglês,RAC. Revista de Administração Contemporânea (Impresso),A2,1415-6555,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
"O visível em 'Utopia Selvagem', de Darcy Ribeiro e em 'A idade da terra', de Glauber Rocha",2008,,Português,Vínculo (Unimontes),XX,1518-0336,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
O arquivo do escritor na era da reprodutibilidade técnica digital: algumas questões de crítica genética,2010,,Português,MANUSCRÍTICA (SÃO PAULO),A4,1415-4498,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
A teoria crítica da vida em Guy Gebord,2012,10.17851/1982-0739.18.3.88-95,Português,Em Tese (Belo Horizonte. Online),A4,1982-0739,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
Uma 'sociedade do espetáculo' nos/dos estudos organizacionais brasileiros: notas críticas sobre uma leitura incipiente,2015,10.1590/1679-395115868,Inglês,Cadernos EBAPE.BR (FGV),A2,1679-3951,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri', 'Oscar Lima']","['1', '2', '3']",['1'],-99
Espaços da Memória e Política Cultural na Universidade do Estado de Minas Gerais,2015,,Português,PERSPECTIVAS EM POLÍTICAS PÚBLICAS,B3,1983-3733,"['Pablo Alexandre Gobira de Souza Ricardo', 'Fernanda Corrêa', 'Karla de Almeida']","['1', '2', '3']",['1'],-99
As interfaces de realidade virtual no século XXI,2016,,Português,Revista Z Cultural (UFRJ),C,1980-9921,"['Pablo Alexandre Gobira de Souza Ricardo', 'Antônio Mozelli']","['1', '2']",['1'],-99
Entre becos e passagens&amp;nbsp;:&amp;nbsp;um olhar estético das cenas aonde arte e drogas transitam,2016,10.4000/amerika.7252,Francês,Amerika,B2,2107-0806,"['Pablo Alexandre Gobira de Souza Ricardo', 'Daniela Ramos Garcia']","['1', '2']",['1'],-99
Por uma preservação integral da obra de arte digital: anotações sobre arte tecnológica,2016,10.20396/rdbci.v14i3.8646335,Português,Revista Digital de Biblioteconomia e Ciência da Informação,A3,1678-765X,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
A lírica maquinal de Herberto Helder: hipertexto e máquina na amplitude artística de um poeta,2016,,Português,REVISTA LABORATÓRIO LITERATURA E EXPERIMENTACIÓN,B1,0718-7467,"['Pablo Alexandre Gobira de Souza Ricardo', 'Fernanda Corrêa']","['1', '2']",['1'],-99
Reflections on an immersive virtual reality exhibition,2018,10.14195/2182-8830_6-3_12,Português,MATLIT: MATERIALIDADES DA LITERATURA,A3,2182-8830,"['Pablo Alexandre Gobira de Souza Ricardo', 'Antônio Mozelli']","['1', '2']",['1'],-99
Avant-gardes and the Aleph System: an artistic interface for digital arts,2018,10.14195/2182-8830_6-3_14,Português,MATLIT: MATERIALIDADES DA LITERATURA,A3,2182-8830,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1'],-99
Acervos museológicos e a cidade: pensando o acesso ao patrimônio artístico e cultural,2019,10.11606/issn.1980-4466.v14i27p267-286,Português,REVISTA CPC (USP),A3,1980-4466,"['Pablo Alexandre Gobira de Souza Ricardo', 'Fernanda Corrêa', 'Karla de Almeida']","['1', '2', '3']",['1'],-99
About reality: Relations between museums and virtual reality,2019,10.1386/vcr_00005_1,Inglês,Virtual Creativity,B1,2397-9704,"['Pablo Alexandre Gobira de Souza Ricardo', 'Emanuelle de Oliveira Silva']","['1', '2']",['1'],-99
Autores-leitores da tradição literária: a literatura digital como ação preservacionista,2020,10.5007/1807-9288.2019v15n2p181,Português,TEXTO DIGITAL (UFSC),A3,1807-9288,"['Pablo Alexandre Gobira de Souza Ricardo', 'Fernanda Corrêa']","['1', '2']",['1'],-99
Advergame 'SAD Defense?: os mobile games e caminhos ainda não explorados,2019,10.22409/poiesis.v20i34.36051,Português,REVISTA POIÉSIS,A2,2177-8566,"['Pablo Alexandre Gobira de Souza Ricardo', 'Emanuelle de Oliveira Silva', 'Ítalo Travenzoli']","['1', '2', '3']",['1'],-99
Sobre o uso dos Biometric Identification Systems (BISs) e a Inteligência Artificial (IA),2022,10.29147/datjournal.v7i2.591,Português,DATJOURNAL DESIGN ART AND TECHNOLOGY,B1,2526-1789,"['Pablo Alexandre Gobira de Souza Ricardo', 'SILVA, EMANUELLE']","['1', '2']",['1'],-99
Sobre el uso de la violencia en los juegos digitales,2022,10.18682/cdc.vi160.6965,Português,CUADERNOS DEL CENTRO DE ESTUDIOS DE DISEÑO Y COMUNICACIÓN,XX,1853-3523,"['Pablo Alexandre Gobira de Souza Ricardo', 'Emanuelle de Oliveira Silva', 'Luiz Carlos de Oliveira Ferreira']","['1', '2', '3']",['1'],-99
O museu em chamas: a perda do patrimônio e as tecnologias digitais sob a luz de um incêndio,2022,,Português,REVISTA BRASILEIRA DE LITERATURA COMPARADA,A1,0103-6963,"['Pablo Alexandre Gobira de Souza Ricardo', 'Priscila Rezende Portugal']","['1', '2']",['1'],-99
